DataKey,true_totEarNum,predicted_totEarNum,predicted_std_totEarNum
202405071327_28,350.0,398.08417,4.771752
202405071327_28,350.0,411.61365,4.7825212
202405071327_28,350.0,369.53714,4.597509
202405071327_28,350.0,386.3692,4.779572
202405071327_28,350.0,346.2512,4.549782
202405071327_28,350.0,345.6829,4.5154424
202405071327_28,350.0,341.13348,4.5212545
202405071327_28,350.0,344.08032,4.514477
202405071327_28,350.0,347.13144,4.5298276
202405071327_28,350.0,344.14236,4.518182
202405071327_28,350.0,334.52307,4.5305715
202405071327_28,350.0,347.3182,4.50864
202405071327_28,350.0,337.1465,4.463402
202405071327_28,350.0,321.18192,4.5582495
202405071327_29,413.0,419.38672,4.798655
202405071327_29,413.0,443.36502,4.976497
202405071327_29,413.0,416.92252,4.8194246
202405071327_29,413.0,439.1387,4.990625
202405071327_29,413.0,422.093,4.8268967
202405071327_29,413.0,445.86688,5.0467105
202405071327_29,413.0,435.2588,4.984542
202405071327_29,413.0,444.84952,4.9988227
202405071327_29,413.0,376.61142,4.6690874
202405071327_29,413.0,424.86948,5.0533805
202405071327_29,413.0,402.24933,4.6520047
202405071327_29,413.0,395.70255,4.6497803
202405071327_29,413.0,401.04684,4.665424
202405071327_29,413.0,392.80905,4.6671996
202405071327_29,413.0,403.11908,4.664216
202405071327_29,413.0,391.81964,4.66271
202405071327_29,413.0,396.46027,4.7113223
202405071327_29,413.0,396.00107,4.659315
202405071327_29,413.0,376.34424,4.492581
202405071327_29,413.0,406.0078,4.8239665
202405071327_3,315.0,320.85587,4.375325
202405071327_3,315.0,318.05405,4.3319
202405071327_3,315.0,315.1257,4.3220463
202405071327_3,315.0,306.8541,4.2457623
202405071327_3,315.0,318.64767,4.349682
202405071327_3,315.0,309.66553,4.2854776
202405071327_3,315.0,314.05527,4.401503
202405071327_3,315.0,313.81534,4.2966638
202405071327_3,315.0,308.9597,4.354894
202405071327_3,315.0,299.6855,4.34172
202405071327_3,315.0,303.2207,4.2842503
202405071327_3,315.0,303.789,4.324824
202405071327_3,315.0,306.33008,4.2993417
202405071327_3,315.0,299.4871,4.307331
202405071327_3,315.0,306.7309,4.297467
202405071327_3,315.0,299.67935,4.334726
202405071327_3,315.0,314.18964,4.3913054
202405071327_3,315.0,301.39142,4.3146944
202405071327_3,315.0,301.5901,4.1987834
202405071327_3,315.0,287.59378,4.2954903
202405071327_30,389.0,430.87027,4.9501343
202405071327_30,389.0,436.37408,5.009379
202405071327_30,389.0,417.69962,4.85265
202405071327_30,389.0,423.60736,4.9727287
202405071327_30,389.0,428.4814,4.9292517
202405071327_30,389.0,424.49478,4.9901333
202405071327_30,389.0,408.85873,4.866022
202405071327_30,389.0,434.54758,5.021349
202405071327_30,389.0,399.41748,4.8169827
202405071327_30,389.0,403.0879,4.936447
202405071327_30,389.0,412.57614,4.7474084
202405071327_30,389.0,398.75546,4.653379
202405071327_30,389.0,412.50348,4.7725954
202405071327_30,389.0,394.51193,4.671963
202405071327_30,389.0,413.186,4.760478
202405071327_30,389.0,399.66718,4.6944947
202405071327_30,389.0,396.60452,4.672129
202405071327_30,389.0,397.53027,4.664403
202405071327_30,389.0,380.7787,4.660659
202405071327_30,389.0,379.60007,4.6999564
202405071327_31,385.0,412.37146,4.761227
202405071327_31,385.0,411.10477,4.7656465
202405071327_31,385.0,400.97263,4.6732697
202405071327_31,385.0,391.3664,4.653883
202405071327_31,385.0,408.91605,4.7265277
202405071327_31,385.0,394.154,4.6723595
202405071327_31,385.0,405.8478,4.7457905
202405071327_31,385.0,403.29495,4.7157235
202405071327_31,385.0,404.86597,4.7722406
202405071327_31,385.0,429.84186,5.082589
202405071327_31,385.0,409.74387,4.738339
202405071327_31,385.0,379.35095,4.570243
202405071327_31,385.0,399.45395,4.706993
202405071327_31,385.0,374.26666,4.593188
202405071327_31,385.0,407.40732,4.730762
202405071327_31,385.0,371.661,4.570242
202405071327_31,385.0,378.1104,4.6224976
202405071327_31,385.0,376.84387,4.563509
202405071327_31,385.0,412.57675,4.819423
202405071327_31,385.0,412.5974,4.922797
202405071327_32,398.0,434.72192,4.954923
202405071327_32,398.0,431.65018,4.995977
202405071327_32,398.0,416.48352,4.8381476
202405071327_32,398.0,409.90277,4.851994
202405071327_32,398.0,428.77942,4.912681
202405071327_32,398.0,421.99948,4.916507
202405071327_32,398.0,422.73734,4.996236
202405071327_32,398.0,424.2625,4.943431
202405071327_32,398.0,409.24484,4.828381
202405071327_32,398.0,427.66385,5.171171
202405071327_32,398.0,413.9001,4.7636523
202405071327_32,398.0,390.2718,4.627817
202405071327_32,398.0,399.6235,4.6916285
202405071327_32,398.0,374.25897,4.5690823
202405071327_32,398.0,408.05057,4.7289352
202405071327_32,398.0,357.95044,4.5241394
202405071327_32,398.0,385.0577,4.6318665
202405071327_32,398.0,381.28925,4.5881968
202405071327_32,398.0,404.22256,4.721017
202405071327_32,398.0,413.54172,4.943596
202405071327_33,279.0,323.22794,4.4964657
202405071327_33,279.0,302.79562,4.3165946
202405071327_33,279.0,305.556,4.354995
202405071327_33,279.0,298.25027,4.2430925
202405071327_33,279.0,319.15515,4.4677467
202405071327_33,279.0,301.19327,4.257317
202405071327_33,279.0,302.068,4.369805
202405071327_33,279.0,303.9695,4.3044066
202405071327_33,279.0,293.97516,4.505614
202405071327_33,279.0,334.9598,4.698873
202405071327_33,279.0,301.76163,4.518411
202405071327_33,279.0,290.82535,4.5239863
202405071327_33,279.0,315.2069,4.8164263
202405071327_33,279.0,289.27728,4.691664
202405071327_33,279.0,306.43057,4.672309
202405071327_33,279.0,283.43106,4.4198537
202405071327_33,279.0,274.54257,4.3735757
202405071327_33,279.0,288.70227,4.5500503
202405071327_33,279.0,310.0001,4.3413696
202405071327_33,279.0,289.7375,4.64853
202405071327_34,425.0,430.0265,5.0063853
202405071327_34,425.0,451.33887,5.153391
202405071327_34,425.0,421.49548,4.9849195
202405071327_34,425.0,452.44757,5.2592173
202405071327_34,425.0,430.77954,5.022224
202405071327_34,425.0,447.17996,5.1516066
202405071327_34,425.0,422.044,5.0936546
202405071327_34,425.0,453.11142,5.1978407
202405071327_34,425.0,402.20242,4.9220743
202405071327_34,425.0,425.47308,5.18388
202405071327_34,425.0,451.32785,5.4030566
202405071327_34,425.0,461.30887,5.529132
202405071327_34,425.0,453.8487,5.585146
202405071327_34,425.0,463.41052,5.64709
202405071327_34,425.0,452.64026,5.4550986
202405071327_34,425.0,463.81564,5.5875573
202405071327_34,425.0,443.81744,5.374983
202405071327_34,425.0,465.2623,5.5779896
202405071327_34,425.0,440.7072,5.2025
202405071327_34,425.0,365.98157,4.9948425
202405071327_35,272.0,316.786,4.4497824
202405071327_35,272.0,312.72568,4.3787613
202405071327_35,272.0,318.99936,4.501315
202405071327_35,272.0,305.56137,4.358993
202405071327_35,272.0,321.19916,4.500513
202405071327_35,272.0,307.82016,4.3712506
202405071327_35,272.0,307.88925,4.401389
202405071327_35,272.0,310.89218,4.3818192
202405071327_35,272.0,289.40424,4.461317
202405071327_35,272.0,318.3927,4.4899974
202405071327_35,272.0,334.41574,4.549649
202405071327_35,272.0,314.51178,4.4909353
202405071327_35,272.0,352.06586,4.7912316
202405071327_35,272.0,328.69876,4.722986
202405071327_35,272.0,337.09866,4.5947223
202405071327_35,272.0,318.69354,4.553108
202405071327_35,272.0,336.2575,4.7934666
202405071327_35,272.0,320.77765,4.5588446
202405071327_35,272.0,312.33224,4.831687
202405071327_35,272.0,309.0838,4.6001883
202405071327_36,454.0,414.12982,4.8221874
202405071327_36,454.0,397.38138,4.732332
202405071327_36,454.0,409.6893,4.8014655
202405071327_36,454.0,383.86734,4.670816
202405071327_36,454.0,414.0449,4.817412
202405071327_36,454.0,394.43246,4.708116
202405071327_36,454.0,389.76004,4.719426
202405071327_36,454.0,396.69626,4.7279963
202405071327_36,454.0,366.3558,4.6193795
202405071327_36,454.0,394.50128,4.831147
202405071327_36,454.0,378.02786,4.5533943
202405071327_36,454.0,364.10342,4.477052
202405071327_36,454.0,372.29257,4.5377927
202405071327_36,454.0,356.41086,4.516707
202405071327_36,454.0,376.83624,4.5527835
202405071327_36,454.0,361.13126,4.4914327
202405071327_36,454.0,373.41086,4.5692415
202405071327_36,454.0,363.34262,4.4774647
202405071327_36,454.0,361.50653,4.4793572
202405071327_36,454.0,383.51886,4.746021
202405071327_37,311.0,305.97458,4.2355294
202405071327_37,311.0,322.61838,4.303175
202405071327_37,311.0,299.47443,4.22217
202405071327_37,311.0,312.36557,4.296842
202405071327_37,311.0,303.80276,4.225318
202405071327_37,311.0,319.4824,4.3316827
202405071327_37,311.0,327.6922,4.4163613
202405071327_37,311.0,319.27783,4.308609
202405071327_37,311.0,283.90338,4.2447414
202405071327_37,311.0,310.63202,4.3718348
202405071327_37,311.0,340.0737,4.388901
202405071327_37,311.0,305.68478,4.2361503
202405071327_37,311.0,340.20566,4.4077477
202405071327_37,311.0,300.58826,4.243398
202405071327_37,311.0,340.3994,4.3891697
202405071327_37,311.0,303.97922,4.252807
202405071327_37,311.0,314.14804,4.298739
202405071327_37,311.0,304.95816,4.246077
202405071327_37,311.0,310.72543,4.3125362
202405071327_37,311.0,313.3466,4.3539386
202405071327_38,355.0,339.3325,4.5025916
202405071327_38,355.0,330.7944,4.4787574
202405071327_38,355.0,344.09885,4.5236497
202405071327_38,355.0,333.42755,4.4781127
202405071327_38,355.0,340.89795,4.4941688
202405071327_38,355.0,337.81155,4.501424
202405071327_38,355.0,340.38904,4.569462
202405071327_38,355.0,333.0474,4.4773946
202405071327_38,355.0,315.34827,4.4725323
202405071327_38,355.0,313.95105,4.570316
202405071327_38,355.0,322.66776,4.3894997
202405071327_38,355.0,327.51935,4.36679
202405071327_38,355.0,319.6456,4.3708115
202405071327_38,355.0,322.79916,4.374058
202405071327_38,355.0,320.75546,4.3645144
202405071327_38,355.0,322.87064,4.357872
202405071327_38,355.0,328.3871,4.42291
202405071327_38,355.0,325.49045,4.3640714
202405071327_38,355.0,299.96878,4.322803
202405071327_38,355.0,328.37308,4.634621
202405071327_39,332.0,372.8886,4.5579123
202405071327_39,332.0,379.58853,4.6849475
202405071327_39,332.0,363.75327,4.5151067
202405071327_39,332.0,366.85068,4.610786
202405071327_39,332.0,370.97736,4.5409937
202405071327_39,332.0,375.35867,4.6368566
202405071327_39,332.0,382.483,4.749537
202405071327_39,332.0,375.8072,4.644461
202405071327_39,332.0,344.94778,4.7094736
202405071327_39,332.0,355.09302,4.8161945
202405071327_39,332.0,333.46344,4.5737205
202405071327_39,332.0,345.3742,4.640761
202405071327_39,332.0,324.66296,4.5493903
202405071327_39,332.0,334.52493,4.601333
202405071327_39,332.0,329.1731,4.549289
202405071327_39,332.0,350.9031,4.6348443
202405071327_39,332.0,339.55853,4.6754107
202405071327_39,332.0,342.22073,4.628139
202405071327_39,332.0,341.48395,4.58106
202405071327_39,332.0,333.88934,4.672369
202405071327_4,257.0,283.09964,4.095822
202405071327_4,257.0,294.26514,4.1573915
202405071327_4,257.0,282.53415,4.0981293
202405071327_4,257.0,289.64832,4.1350956
202405071327_4,257.0,282.96487,4.0956063
202405071327_4,257.0,296.20947,4.178807
202405071327_4,257.0,303.43414,4.227117
202405071327_4,257.0,292.53287,4.147505
202405071327_4,257.0,287.46585,4.1546006
202405071327_4,257.0,291.0439,4.2830143
202405071327_4,257.0,276.18527,4.09855
202405071327_4,257.0,271.07275,4.088091
202405071327_4,257.0,281.9937,4.1166153
202405071327_4,257.0,276.5029,4.0958996
202405071327_4,257.0,278.30185,4.1022263
202405071327_4,257.0,275.48383,4.1055455
202405071327_4,257.0,279.74646,4.126502
202405071327_4,257.0,271.74374,4.081977
202405071327_4,257.0,285.4576,4.1147246
202405071327_4,257.0,279.1895,4.2284126
202405071327_40,243.0,278.1628,4.14148
202405071327_40,243.0,261.5123,4.055339
202405071327_40,243.0,273.55862,4.1280603
202405071327_40,243.0,260.69946,4.0261006
202405071327_40,243.0,278.41098,4.1502485
202405071327_40,243.0,259.48834,4.031017
202405071327_40,243.0,264.43896,4.1618233
202405071327_40,243.0,261.01575,4.039054
202405071327_40,243.0,274.13824,4.245815
202405071327_40,243.0,314.73648,4.588911
202405071327_40,243.0,273.5647,4.1433663
202405071327_40,243.0,256.2813,4.1365714
202405071327_40,243.0,270.71326,4.145864
202405071327_40,243.0,259.62598,4.1686163
202405071327_40,243.0,272.37173,4.135626
202405071327_40,243.0,257.56973,4.2062616
202405071327_40,243.0,257.98837,4.218658
202405071327_40,243.0,256.41058,4.144655
202405071327_40,243.0,265.52338,4.1143003
202405071327_40,243.0,277.31216,4.262821
202405071327_41,300.0,329.0923,4.510168
202405071327_41,300.0,323.13858,4.4649606
202405071327_41,300.0,328.0163,4.550687
202405071327_41,300.0,318.15915,4.4243836
202405071327_41,300.0,329.36685,4.53115
202405071327_41,300.0,311.72388,4.3395905
202405071327_41,300.0,313.66687,4.539433
202405071327_41,300.0,320.73383,4.438841
202405071327_41,300.0,347.3327,4.641773
202405071327_41,300.0,330.41943,4.737243
202405071327_41,300.0,331.39972,4.2755675
202405071327_41,300.0,323.7802,4.314111
202405071327_41,300.0,333.41177,4.340169
202405071327_41,300.0,331.09912,4.3997474
202405071327_41,300.0,331.4582,4.2812295
202405071327_41,300.0,330.329,4.3652787
202405071327_41,300.0,334.94922,4.4284897
202405071327_41,300.0,327.56757,4.3533335
202405071327_41,300.0,317.88098,4.4098997
202405071327_41,300.0,336.10196,4.569581
202405071327_42,287.0,312.2574,4.3553696
202405071327_42,287.0,312.4912,4.3730836
202405071327_42,287.0,301.4724,4.260239
202405071327_42,287.0,305.0411,4.2977815
202405071327_42,287.0,309.83075,4.3230553
202405071327_42,287.0,300.00415,4.2631063
202405071327_42,287.0,285.07584,4.251682
202405071327_42,287.0,309.89398,4.3395615
202405071327_42,287.0,293.82333,4.2657785
202405071327_42,287.0,321.47644,4.5481277
202405071327_42,287.0,291.50153,4.1972046
202405071327_42,287.0,271.69147,4.0721083
202405071327_42,287.0,288.54382,4.175646
202405071327_42,287.0,268.67563,4.068445
202405071327_42,287.0,291.62018,4.186571
202405071327_42,287.0,271.53625,4.1494417
202405071327_42,287.0,270.53036,4.1291423
202405071327_42,287.0,269.04443,4.054499
202405071327_42,287.0,294.28128,4.221236
202405071327_42,287.0,298.93884,4.464759
202405071327_43,271.0,283.78735,4.2668123
202405071327_43,271.0,297.58936,4.3019524
202405071327_43,271.0,285.3195,4.265565
202405071327_43,271.0,296.6741,4.2798634
202405071327_43,271.0,286.59692,4.258366
202405071327_43,271.0,305.25583,4.360493
202405071327_43,271.0,301.31577,4.4241023
202405071327_43,271.0,299.79248,4.306758
202405071327_43,271.0,264.85355,4.149925
202405071327_43,271.0,302.29648,4.4374394
202405071327_43,271.0,297.16998,4.3831096
202405071327_43,271.0,311.15012,4.318621
202405071327_43,271.0,296.53485,4.3512907
202405071327_43,271.0,305.42987,4.3998156
202405071327_43,271.0,299.65967,4.3902545
202405071327_43,271.0,309.37442,4.3752246
202405071327_43,271.0,299.9814,4.3290305
202405071327_43,271.0,310.8345,4.3645444
202405071327_43,271.0,275.01367,4.179243
202405071327_43,271.0,291.2109,4.3613214
202405071327_44,368.0,366.2726,4.4996257
202405071327_44,368.0,393.70212,4.6488705
202405071327_44,368.0,370.66675,4.5216417
202405071327_44,368.0,391.79715,4.616991
202405071327_44,368.0,374.02426,4.526089
202405071327_44,368.0,397.26575,4.657809
202405071327_44,368.0,383.76544,4.6775217
202405071327_44,368.0,398.69772,4.661856
202405071327_44,368.0,360.30234,4.68336
202405071327_44,368.0,392.04794,4.834694
202405071327_44,368.0,364.62173,4.4805903
202405071327_44,368.0,389.21887,4.5901113
202405071327_44,368.0,358.5406,4.5083976
202405071327_44,368.0,373.75314,4.5177608
202405071327_44,368.0,364.5396,4.480624
202405071327_44,368.0,374.5369,4.5469313
202405071327_44,368.0,377.71484,4.607988
202405071327_44,368.0,383.8089,4.55267
202405071327_44,368.0,355.56616,4.5126443
202405071327_44,368.0,398.22284,4.7418118
202405071327_45,252.0,287.62183,4.3295045
202405071327_45,252.0,280.4244,4.211069
202405071327_45,252.0,274.7607,4.2020173
202405071327_45,252.0,272.5853,4.1421595
202405071327_45,252.0,280.25015,4.25679
202405071327_45,252.0,286.38165,4.3006034
202405071327_45,252.0,276.1925,4.2651944
202405071327_45,252.0,275.643,4.1694055
202405071327_45,252.0,281.33426,4.1948442
202405071327_45,252.0,307.20352,4.645907
202405071327_45,252.0,270.9612,4.05578
202405071327_45,252.0,275.08212,4.15759
202405071327_45,252.0,268.4093,4.060438
202405071327_45,252.0,270.94736,4.1511846
202405071327_45,252.0,268.51102,4.0475864
202405071327_45,252.0,278.5773,4.157411
202405071327_45,252.0,269.6313,4.188012
202405071327_45,252.0,272.23578,4.137679
202405071327_45,252.0,271.82538,4.056799
202405071327_45,252.0,295.62592,4.433381
202405071327_46,293.0,306.0458,4.276136
202405071327_46,293.0,303.0847,4.238125
202405071327_46,293.0,305.7936,4.265382
202405071327_46,293.0,303.51953,4.2167373
202405071327_46,293.0,308.91998,4.2964683
202405071327_46,293.0,298.77124,4.1916995
202405071327_46,293.0,288.514,4.1457934
202405071327_46,293.0,305.39624,4.2388453
202405071327_46,293.0,289.78214,4.2365923
202405071327_46,293.0,305.94724,4.4068065
202405071327_46,293.0,291.24356,4.225316
202405071327_46,293.0,293.3676,4.2441154
202405071327_46,293.0,289.54416,4.2634163
202405071327_46,293.0,294.3925,4.2682137
202405071327_46,293.0,289.82648,4.232238
202405071327_46,293.0,290.76065,4.2111683
202405071327_46,293.0,287.34647,4.2057567
202405071327_46,293.0,293.90155,4.235199
202405071327_46,293.0,297.32986,4.202366
202405071327_46,293.0,290.86572,4.434822
202405071327_47,266.0,290.89145,4.323726
202405071327_47,266.0,299.22,4.553275
202405071327_47,266.0,291.996,4.410169
202405071327_47,266.0,300.80255,4.476795
202405071327_47,266.0,291.69748,4.343985
202405071327_47,266.0,305.17358,4.5867543
202405071327_47,266.0,313.41083,4.68571
202405071327_47,266.0,300.2308,4.5420756
202405071327_47,266.0,275.36868,4.165121
202405071327_47,266.0,311.6799,4.5835986
202405071327_47,266.0,268.42685,4.129156
202405071327_47,266.0,265.93286,4.1427484
202405071327_47,266.0,264.2138,4.1123595
202405071327_47,266.0,267.47772,4.257645
202405071327_47,266.0,267.6439,4.108565
202405071327_47,266.0,265.89914,4.185394
202405071327_47,266.0,267.91196,4.188453
202405071327_47,266.0,265.6672,4.1740856
202405071327_47,266.0,259.5378,4.0758243
202405071327_47,266.0,291.35495,4.395576
202405071327_48,374.0,387.54892,4.6433134
202405071327_48,374.0,371.8128,4.551033
202405071327_48,374.0,376.22794,4.5953784
202405071327_48,374.0,364.6887,4.5300217
202405071327_48,374.0,391.59222,4.671644
202405071327_48,374.0,366.85776,4.5475163
202405071327_48,374.0,351.21732,4.5994897
202405071327_48,374.0,371.20486,4.5412626
202405071327_48,374.0,335.25464,4.473581
202405071327_48,374.0,376.96283,4.8019366
202405071327_48,374.0,373.4326,4.510227
202405071327_48,374.0,349.38754,4.460125
202405071327_48,374.0,370.78848,4.5196176
202405071327_48,374.0,340.7638,4.470263
202405071327_48,374.0,375.04575,4.5206895
202405071327_48,374.0,351.45984,4.4613724
202405071327_48,374.0,351.5585,4.5229483
202405071327_48,374.0,346.3536,4.4632764
202405071327_48,374.0,320.5601,4.389491
202405071327_48,374.0,351.55658,4.6569123
202405071327_49,390.0,406.3058,4.7336254
202405071327_49,390.0,398.0005,4.6748385
202405071327_49,390.0,398.72592,4.7048616
202405071327_49,390.0,383.92596,4.620946
202405071327_49,390.0,405.59473,4.732075
202405071327_49,390.0,376.25803,4.5573997
202405071327_49,390.0,389.80917,4.700256
202405071327_49,390.0,392.5501,4.6440463
202405071327_49,390.0,401.06287,4.778597
202405071327_49,390.0,405.52206,4.957447
202405071327_49,390.0,369.06522,4.4750223
202405071327_49,390.0,382.51663,4.5499315
202405071327_49,390.0,361.8864,4.4898095
202405071327_49,390.0,372.81256,4.536022
202405071327_49,390.0,366.55353,4.477734
202405071327_49,390.0,378.57953,4.5513906
202405071327_49,390.0,385.1522,4.610818
202405071327_49,390.0,380.61893,4.548299
202405071327_49,390.0,383.8528,4.531358
202405071327_49,390.0,406.9339,4.826481
202405071327_5,330.0,323.03427,4.394983
202405071327_5,330.0,326.01358,4.433677
202405071327_5,330.0,321.61295,4.3614826
202405071327_5,330.0,319.3404,4.3697505
202405071327_5,330.0,322.00797,4.374026
202405071327_5,330.0,325.4841,4.4294143
202405071327_5,330.0,334.22293,4.5254188
202405071327_5,330.0,322.20346,4.3948216
202405071327_5,330.0,323.64023,4.4507837
202405071327_5,330.0,330.11368,4.5545707
202405071327_5,330.0,339.49152,4.4854116
202405071327_5,330.0,325.81256,4.4398274
202405071327_5,330.0,333.00735,4.4612265
202405071327_5,330.0,321.70468,4.408473
202405071327_5,330.0,337.54074,4.4780226
202405071327_5,330.0,320.50327,4.4270816
202405071327_5,330.0,328.06284,4.485376
202405071327_5,330.0,324.3393,4.4228816
202405071327_5,330.0,329.97275,4.49977
202405071327_5,330.0,320.7641,4.479757
202405071327_50,377.0,386.50656,4.6214166
202405071327_50,377.0,382.19672,4.548109
202405071327_50,377.0,382.84488,4.6493783
202405071327_50,377.0,369.98938,4.52307
202405071327_50,377.0,387.07184,4.634527
202405071327_50,377.0,375.66205,4.5227575
202405071327_50,377.0,386.59076,4.6182923
202405071327_50,377.0,377.8745,4.537476
202405071327_50,377.0,376.8161,4.555879
202405071327_50,377.0,367.17133,4.6872506
202405071327_50,377.0,379.2692,4.5080533
202405071327_50,377.0,371.3536,4.4295683
202405071327_50,377.0,372.078,4.5121183
202405071327_50,377.0,367.4845,4.434914
202405071327_50,377.0,377.4586,4.5045896
202405071327_50,377.0,365.07428,4.3817368
202405071327_50,377.0,361.801,4.381474
202405071327_50,377.0,370.30963,4.42778
202405071327_50,377.0,373.1895,4.550068
202405071327_50,377.0,363.42014,4.607108
202405071327_51,312.0,325.54163,4.4296823
202405071327_51,312.0,315.9424,4.416287
202405071327_51,312.0,312.31027,4.3197875
202405071327_51,312.0,301.8896,4.265144
202405071327_51,312.0,318.87976,4.375621
202405071327_51,312.0,311.2102,4.387535
202405071327_51,312.0,310.37967,4.4245405
202405071327_51,312.0,307.44843,4.325987
202405071327_51,312.0,315.40353,4.49013
202405071327_51,312.0,339.2336,4.7098308
202405071327_51,312.0,304.3288,4.3248634
202405071327_51,312.0,303.70844,4.2973366
202405071327_51,312.0,293.0077,4.2521677
202405071327_51,312.0,295.9947,4.3252916
202405071327_51,312.0,298.7015,4.2813354
202405071327_51,312.0,297.52432,4.336449
202405071327_51,312.0,295.169,4.2878003
202405071327_51,312.0,299.68048,4.279072
202405071327_51,312.0,339.04788,4.5678782
202405071327_51,312.0,295.93665,4.489913
202405071327_52,402.0,415.84747,4.7577243
202405071327_52,402.0,425.31558,4.8195586
202405071327_52,402.0,399.7602,4.653154
202405071327_52,402.0,407.56,4.7318707
202405071327_52,402.0,411.9424,4.7233763
202405071327_52,402.0,411.3844,4.74788
202405071327_52,402.0,427.59668,4.9164205
202405071327_52,402.0,415.8943,4.7635508
202405071327_52,402.0,369.63718,4.5392814
202405071327_52,402.0,421.39774,5.0515714
202405071327_52,402.0,381.47894,4.568513
202405071327_52,402.0,377.2008,4.463035
202405071327_52,402.0,382.84653,4.7596555
202405071327_52,402.0,371.36295,4.545636
202405071327_52,402.0,381.28104,4.6391172
202405071327_52,402.0,379.70975,4.4907017
202405071327_52,402.0,362.57706,4.490614
202405071327_52,402.0,376.71814,4.504544
202405071327_52,402.0,381.48376,4.5062
202405071327_52,402.0,388.21906,4.879729
202405071327_53,377.0,367.48788,4.639176
202405071327_53,377.0,371.73865,4.5502453
202405071327_53,377.0,366.11053,4.561613
202405071327_53,377.0,373.4089,4.581825
202405071327_53,377.0,371.3886,4.6045384
202405071327_53,377.0,363.85364,4.5531454
202405071327_53,377.0,368.82385,4.6547756
202405071327_53,377.0,376.38556,4.5685725
202405071327_53,377.0,331.13538,4.6203294
202405071327_53,377.0,333.09003,4.616781
202405071327_53,377.0,352.26773,4.518103
202405071327_53,377.0,358.15826,4.559347
202405071327_53,377.0,343.78235,4.52077
202405071327_53,377.0,352.4538,4.619221
202405071327_53,377.0,349.47614,4.5011487
202405071327_53,377.0,358.64746,4.5752435
202405071327_53,377.0,353.7209,4.6373315
202405071327_53,377.0,357.85944,4.572897
202405071327_53,377.0,325.47122,4.4583607
202405071327_53,377.0,355.84995,4.6226373
202405071327_54,428.0,424.99573,4.7746344
202405071327_54,428.0,433.625,4.8993354
202405071327_54,428.0,427.04504,4.8744435
202405071327_54,428.0,426.48523,4.8996005
202405071327_54,428.0,429.35577,4.833401
202405071327_54,428.0,423.9534,4.85551
202405071327_54,428.0,433.26544,4.8979683
202405071327_54,428.0,433.6378,4.9183135
202405071327_54,428.0,382.45462,4.6196046
202405071327_54,428.0,427.56723,4.987236
202405071327_54,428.0,420.97995,4.820115
202405071327_54,428.0,421.5039,4.759149
202405071327_54,428.0,425.18143,4.9769444
202405071327_54,428.0,419.2812,4.8206925
202405071327_54,428.0,424.98615,4.8972373
202405071327_54,428.0,421.51913,4.7737403
202405071327_54,428.0,416.51184,4.766041
202405071327_54,428.0,422.19388,4.7866135
202405071327_54,428.0,391.29257,4.6449466
202405071327_54,428.0,421.08115,4.88637
202405071327_55,261.0,293.8537,4.1562295
202405071327_55,261.0,295.33224,4.172899
202405071327_55,261.0,288.2346,4.088045
202405071327_55,261.0,289.1773,4.149283
202405071327_55,261.0,292.96152,4.129452
202405071327_55,261.0,294.61374,4.191431
202405071327_55,261.0,295.63556,4.191318
202405071327_55,261.0,294.33267,4.1713715
202405071327_55,261.0,289.70374,4.1844134
202405071327_55,261.0,306.7492,4.4085035
202405071327_55,261.0,278.5726,4.097438
202405071327_55,261.0,286.24866,4.1825953
202405071327_55,261.0,272.97644,4.0695868
202405071327_55,261.0,279.78912,4.1411033
202405071327_55,261.0,277.03265,4.082635
202405071327_55,261.0,282.10443,4.1761603
202405071327_55,261.0,278.26315,4.1880274
202405071327_55,261.0,284.4566,4.1576076
202405071327_55,261.0,284.28003,4.073448
202405071327_55,261.0,295.84863,4.3585286
202405071327_56,187.0,240.64742,4.057853
202405071327_56,187.0,250.78577,4.0123777
202405071327_56,187.0,235.39632,3.970756
202405071327_56,187.0,242.39528,3.9626317
202405071327_56,187.0,239.83583,4.008656
202405071327_56,187.0,255.23396,4.0839806
202405071327_56,187.0,251.3288,4.0959215
202405071327_56,187.0,249.01501,4.0014076
202405071327_56,187.0,232.39053,4.0289817
202405071327_56,187.0,249.24767,4.053855
202405071327_56,187.0,241.39368,4.031129
202405071327_56,187.0,237.8797,4.0069447
202405071327_56,187.0,234.2428,3.927026
202405071327_56,187.0,230.96164,3.9452257
202405071327_56,187.0,239.76402,4.000914
202405071327_56,187.0,235.48424,3.9997633
202405071327_56,187.0,232.57097,3.9874122
202405071327_56,187.0,236.35173,3.9844189
202405071327_56,187.0,220.50276,3.7870214
202405071327_56,187.0,234.74536,3.97655
202405071327_57,283.0,309.74948,4.4539113
202405071327_57,283.0,313.15735,4.4680405
202405071327_57,283.0,308.11993,4.486924
202405071327_57,283.0,315.2184,4.4930787
202405071327_57,283.0,308.57892,4.461813
202405071327_57,283.0,318.05515,4.5128756
202405071327_57,283.0,314.63303,4.571287
202405071327_57,283.0,313.1279,4.463389
202405071327_57,283.0,319.33102,4.5148664
202405071327_57,283.0,323.66116,4.66951
202405071327_57,283.0,292.1487,4.315315
202405071327_57,283.0,297.30685,4.337719
202405071327_57,283.0,288.34833,4.2817726
202405071327_57,283.0,298.61618,4.364314
202405071327_57,283.0,289.1295,4.278872
