DataKey,true_totEarNum,predicted_totEarNum,predicted_std_totEarNum
202404251118_21,299.0,331.83945,4.6937633
202404251118_21,299.0,311.63837,4.7149005
202404251118_21,299.0,338.7098,5.0304165
202404251118_21,299.0,333.44766,4.7672563
202404251118_21,299.0,330.69876,4.6909013
202404251118_21,299.0,325.10016,4.7564077
202404251118_21,299.0,325.52032,4.7251225
202404251118_21,299.0,328.91254,4.7628284
202404251118_21,299.0,323.6313,4.8200736
202404251118_21,299.0,323.756,4.6900487
202404251118_21,299.0,326.71466,4.7018895
202404251118_21,299.0,317.33963,4.890835
202404251118_21,299.0,320.22614,4.931037
202404251118_22,277.0,382.098,4.7814455
202404251118_22,277.0,390.66708,4.81793
202404251118_22,277.0,368.62857,4.702352
202404251118_22,277.0,371.97852,4.8087406
202404251118_22,277.0,374.7791,4.731223
202404251118_22,277.0,405.95642,4.86713
202404251118_22,277.0,394.54065,4.8741245
202404251118_22,277.0,381.56122,4.8013005
202404251118_22,277.0,406.82098,5.0023847
202404251118_22,277.0,377.14612,5.0602
202404251118_22,277.0,390.14758,4.9317846
202404251118_22,277.0,396.1282,4.934141
202404251118_22,277.0,392.55185,5.005364
202404251118_22,277.0,401.68674,5.013978
202404251118_22,277.0,388.3258,4.950288
202404251118_22,277.0,395.94275,4.9682183
202404251118_22,277.0,406.70908,5.05991
202404251118_22,277.0,391.90643,4.9346495
202404251118_22,277.0,360.3505,4.7489014
202404251118_22,277.0,410.04123,5.3810444
202404251118_23,361.0,399.60498,4.842153
202404251118_23,361.0,357.18243,4.776105
202404251118_23,361.0,384.15622,4.890968
202404251118_23,361.0,346.62164,4.774279
202404251118_23,361.0,394.97165,4.8642077
202404251118_23,361.0,357.42288,4.7890387
202404251118_23,361.0,339.93073,4.755208
202404251118_23,361.0,350.70163,4.7933526
202404251118_23,361.0,367.12994,4.890845
202404251118_23,361.0,359.34442,5.0673156
202404251118_23,361.0,336.75974,4.7945385
202404251118_23,361.0,363.77133,4.8452325
202404251118_23,361.0,345.27103,4.851475
202404251118_23,361.0,362.65063,4.935008
202404251118_23,361.0,341.28687,4.809757
202404251118_23,361.0,367.3094,4.8173347
202404251118_23,361.0,370.6499,4.9356666
202404251118_23,361.0,363.35516,4.878351
202404251118_23,361.0,359.53503,4.7812233
202404251118_23,361.0,349.00854,5.128942
202404251118_24,303.0,373.8809,4.863126
202404251118_24,303.0,381.21024,4.8011904
202404251118_24,303.0,342.50656,4.8568897
202404251118_24,303.0,356.78616,4.761043
202404251118_24,303.0,357.5335,4.8827047
202404251118_24,303.0,365.43753,4.7351484
202404251118_24,303.0,368.11176,4.8804927
202404251118_24,303.0,368.3201,4.7651744
202404251118_24,303.0,317.9141,4.762799
202404251118_24,303.0,331.97293,4.8105392
202404251118_24,303.0,317.83978,4.957898
202404251118_24,303.0,336.32468,4.8876534
202404251118_24,303.0,316.61975,4.892025
202404251118_24,303.0,331.58917,4.8174486
202404251118_24,303.0,317.28607,4.9422774
202404251118_24,303.0,341.28625,4.8783674
202404251118_24,303.0,337.55573,4.985076
202404251118_24,303.0,331.80493,4.8607135
202404251118_24,303.0,293.76877,4.609943
202404251118_24,303.0,315.1414,4.822012
202404251118_25,461.0,441.86563,4.9779925
202404251118_25,461.0,469.9859,5.1832943
202404251118_25,461.0,424.33783,4.926499
202404251118_25,461.0,457.5948,5.127456
202404251118_25,461.0,437.8547,4.974988
202404251118_25,461.0,471.4382,5.2250333
202404251118_25,461.0,456.539,5.1464987
202404251118_25,461.0,465.54712,5.1585736
202404251118_25,461.0,425.49402,5.0342836
202404251118_25,461.0,446.07846,5.1508336
202404251118_25,461.0,439.94553,5.2088904
202404251118_25,461.0,428.76123,5.201673
202404251118_25,461.0,452.8287,5.3737
202404251118_25,461.0,439.01505,5.3352423
202404251118_25,461.0,445.68683,5.2732034
202404251118_25,461.0,431.93167,5.2778163
202404251118_25,461.0,443.96582,5.3584905
202404251118_25,461.0,431.31787,5.2568083
202404251118_25,461.0,438.657,5.107732
202404251118_25,461.0,424.75772,5.2245197
202404251118_26,406.0,404.32043,4.85162
202404251118_26,406.0,372.01706,4.705691
202404251118_26,406.0,393.94684,4.835515
202404251118_26,406.0,369.97638,4.7444124
202404251118_26,406.0,398.3677,4.8384266
202404251118_26,406.0,377.91486,4.7696266
202404251118_26,406.0,378.28497,4.839244
202404251118_26,406.0,370.17328,4.7215123
202404251118_26,406.0,408.54617,5.0589833
202404251118_26,406.0,379.97772,5.0374284
202404251118_26,406.0,370.15036,4.766856
202404251118_26,406.0,352.64392,4.7402263
202404251118_26,406.0,378.92792,4.8501706
202404251118_26,406.0,362.44873,4.8241067
202404251118_26,406.0,374.35562,4.81357
202404251118_26,406.0,359.36,4.750912
202404251118_26,406.0,363.38074,4.8063297
202404251118_26,406.0,355.05127,4.772437
202404251118_26,406.0,396.11584,4.9293423
202404251118_26,406.0,351.411,4.931271
202404251118_27,315.0,320.23175,4.602363
202404251118_27,315.0,330.37082,4.5594196
202404251118_27,315.0,327.20996,4.5338225
202404251118_27,315.0,326.74844,4.477051
202404251118_27,315.0,322.78568,4.5512366
202404251118_27,315.0,339.9353,4.6222115
202404251118_27,315.0,323.44238,4.5559077
202404251118_27,315.0,329.3885,4.5208297
202404251118_27,315.0,324.20224,4.553913
202404251118_27,315.0,323.37143,4.8188457
202404251118_27,315.0,312.7984,4.4369764
202404251118_27,315.0,313.47333,4.4547806
202404251118_27,315.0,315.64633,4.452114
202404251118_27,315.0,310.49292,4.420821
202404251118_27,315.0,312.91275,4.434203
202404251118_27,315.0,310.77124,4.451977
202404251118_27,315.0,317.45267,4.4833856
202404251118_27,315.0,311.0535,4.4326224
202404251118_27,315.0,329.0264,4.6104794
202404251118_27,315.0,313.52896,4.641222
202404251118_28,350.0,344.8679,4.6771765
202404251118_28,350.0,330.07745,4.6233463
202404251118_28,350.0,342.35318,4.6455064
202404251118_28,350.0,320.09702,4.508971
202404251118_28,350.0,343.1319,4.656345
202404251118_28,350.0,321.61127,4.529985
202404251118_28,350.0,329.67334,4.6358914
202404251118_28,350.0,325.80417,4.563858
202404251118_28,350.0,360.23672,4.8434196
202404251118_28,350.0,307.18793,4.6198225
202404251118_28,350.0,324.82605,4.598989
202404251118_28,350.0,319.05048,4.66581
202404251118_28,350.0,327.29874,4.579553
202404251118_28,350.0,322.7052,4.6857953
202404251118_28,350.0,325.06006,4.5806565
202404251118_28,350.0,307.7826,4.5849233
202404251118_28,350.0,324.81616,4.856717
202404251118_28,350.0,320.45956,4.6765265
202404251118_28,350.0,321.90976,4.5877476
202404251118_28,350.0,325.20184,4.9237237
202404251118_29,413.0,429.8761,5.0533867
202404251118_29,413.0,424.88864,5.0447
202404251118_29,413.0,422.32025,5.051937
202404251118_29,413.0,416.21338,5.0342283
202404251118_29,413.0,430.45538,5.0753937
202404251118_29,413.0,429.8756,5.04599
202404251118_29,413.0,435.04465,5.1454186
202404251118_29,413.0,421.60733,5.0420523
202404251118_29,413.0,411.37033,5.017289
202404251118_29,413.0,422.09164,5.2091017
202404251118_29,413.0,395.07745,4.963576
202404251118_29,413.0,394.05664,4.955758
202404251118_29,413.0,408.4335,5.0600457
202404251118_29,413.0,407.36987,5.0789514
202404251118_29,413.0,400.83408,4.9878025
202404251118_29,413.0,415.49432,5.0588646
202404251118_29,413.0,409.858,5.0820236
202404251118_29,413.0,400.5935,5.013146
202404251118_29,413.0,405.10104,4.9812064
202404251118_29,413.0,376.50778,5.192006
202404251118_3,315.0,315.93817,4.59614
202404251118_3,315.0,313.80817,4.4886746
202404251118_3,315.0,309.20465,4.5165973
202404251118_3,315.0,316.10568,4.5313115
202404251118_3,315.0,317.51074,4.577367
202404251118_3,315.0,313.5163,4.4950576
202404251118_3,315.0,314.28787,4.563027
202404251118_3,315.0,315.48148,4.5080853
202404251118_3,315.0,298.92133,4.655708
202404251118_3,315.0,295.52325,4.5159693
202404251118_3,315.0,349.80402,4.725915
202404251118_3,315.0,312.1998,4.5649652
202404251118_3,315.0,333.663,4.649074
202404251118_3,315.0,315.06726,4.4984627
202404251118_3,315.0,344.12875,4.7147174
202404251118_3,315.0,311.70596,4.498577
202404251118_3,315.0,315.45325,4.547903
202404251118_3,315.0,313.83118,4.5215893
202404251118_3,315.0,310.59912,4.6726804
202404251118_3,315.0,297.347,4.540544
202404251118_30,389.0,429.51926,5.029555
202404251118_30,389.0,421.563,4.981816
202404251118_30,389.0,420.1052,5.0305433
202404251118_30,389.0,407.20972,4.935214
202404251118_30,389.0,425.4971,5.022192
202404251118_30,389.0,409.5274,4.9632773
202404251118_30,389.0,421.57275,4.981713
202404251118_30,389.0,413.12827,4.948449
202404251118_30,389.0,446.92917,5.2566004
202404251118_30,389.0,402.86884,4.9812856
202404251118_30,389.0,379.11002,4.6624904
202404251118_30,389.0,372.77863,4.6469812
202404251118_30,389.0,380.08566,4.712519
202404251118_30,389.0,372.48602,4.694575
202404251118_30,389.0,380.53555,4.6822124
202404251118_30,389.0,376.26984,4.6666913
202404251118_30,389.0,389.76608,4.75182
202404251118_30,389.0,372.3718,4.663175
202404251118_30,389.0,409.4174,5.038878
202404251118_30,389.0,378.01083,4.829126
202404251118_31,385.0,376.16495,4.9862533
202404251118_31,385.0,394.93808,4.8975916
202404251118_31,385.0,348.86154,4.9617577
202404251118_31,385.0,375.61447,4.8857937
202404251118_31,385.0,362.4394,4.994149
202404251118_31,385.0,404.3122,4.9403706
202404251118_31,385.0,403.5407,4.9252253
202404251118_31,385.0,384.80984,4.893721
202404251118_31,385.0,392.1668,4.999376
202404251118_31,385.0,393.9897,5.2338023
202404251118_31,385.0,348.0608,4.7309337
202404251118_31,385.0,362.41495,4.7861805
202404251118_31,385.0,365.45074,4.772768
202404251118_31,385.0,369.85776,4.8222237
202404251118_31,385.0,354.39545,4.7436476
202404251118_31,385.0,367.74167,4.797354
202404251118_31,385.0,385.56668,4.891829
202404251118_31,385.0,365.6449,4.7913437
202404251118_31,385.0,349.08167,4.783625
202404251118_31,385.0,354.55823,4.976522
202404251118_32,398.0,445.04977,5.1905074
202404251118_32,398.0,418.23425,5.0629463
202404251118_32,398.0,437.5808,5.186309
202404251118_32,398.0,405.23862,5.038743
202404251118_32,398.0,443.5248,5.1973968
202404251118_32,398.0,413.13925,5.0245547
202404251118_32,398.0,428.2512,5.1898074
202404251118_32,398.0,411.56952,5.029855
202404251118_32,398.0,411.658,5.0368276
202404251118_32,398.0,415.4758,5.190903
202404251118_32,398.0,380.8685,4.8577495
202404251118_32,398.0,372.097,4.8682446
202404251118_32,398.0,370.09152,4.906195
202404251118_32,398.0,367.32498,4.9346967
202404251118_32,398.0,375.15906,4.868883
202404251118_32,398.0,358.9148,4.902388
202404251118_32,398.0,377.91177,4.934815
202404251118_32,398.0,370.1568,4.891065
202404251118_32,398.0,386.8643,5.0395966
202404251118_32,398.0,394.4664,5.092127
202404251118_33,279.0,296.7567,4.289699
202404251118_33,279.0,307.25327,4.296639
202404251118_33,279.0,291.6478,4.2361712
202404251118_33,279.0,303.51553,4.2680955
202404251118_33,279.0,293.79132,4.258182
202404251118_33,279.0,305.46075,4.274706
202404251118_33,279.0,302.77048,4.288526
202404251118_33,279.0,305.96307,4.2856197
202404251118_33,279.0,286.7144,4.358715
202404251118_33,279.0,312.68048,4.400193
202404251118_33,279.0,303.1117,4.3769927
202404251118_33,279.0,290.5585,4.244481
202404251118_33,279.0,301.4528,4.3066006
202404251118_33,279.0,293.40204,4.242468
202404251118_33,279.0,302.4337,4.350049
202404251118_33,279.0,294.05704,4.2575927
202404251118_33,279.0,292.50812,4.2480974
202404251118_33,279.0,290.2807,4.2317657
202404251118_33,279.0,290.87802,4.4746103
202404251118_33,279.0,295.33145,4.313816
202404251118_34,425.0,353.825,4.789411
202404251118_34,425.0,371.5826,4.8852305
202404251118_34,425.0,347.65442,4.790366
