DataKey,true_totalSeedNum,predicted_totalSeedNum,predicted_std_totalSeedNum
202404251118_15,3242.0,3603.822,18.288708
202404251118_15,3242.0,2389.4062,15.921314
202404251118_16,1590.0,1984.2532,13.837348
202404251118_16,1590.0,2003.7562,13.65579
202404251118_16,1590.0,2460.2625,15.480086
202404251118_16,1590.0,2666.0664,15.574791
202404251118_16,1590.0,2159.6807,14.626004
202404251118_16,1590.0,2463.2476,15.131653
202404251118_16,1590.0,2231.255,14.433995
202404251118_16,1590.0,2275.1035,14.681067
202404251118_16,1590.0,2018.9307,13.745892
202404251118_16,1590.0,2718.3347,16.24459
202404251118_16,1590.0,1956.7859,13.631602
202404251118_16,1590.0,1888.662,13.203819
202404251118_16,1590.0,2337.8416,15.132869
202404251118_16,1590.0,2091.8447,14.385786
202404251118_16,1590.0,2020.6002,14.005684
202404251118_16,1590.0,1877.7198,13.2199335
202404251118_16,1590.0,1758.9745,12.774948
202404251118_16,1590.0,1923.4495,13.481292
202404251118_16,1590.0,2047.4885,13.934091
202404251118_16,1590.0,2126.9675,14.755728
202404251118_17,3637.0,3441.7512,16.561985
202404251118_17,3637.0,3556.501,16.767616
202404251118_17,3637.0,3659.664,17.417727
202404251118_17,3637.0,3795.0952,17.6096
202404251118_17,3637.0,3534.0789,16.846441
202404251118_17,3637.0,3688.894,17.25207
202404251118_17,3637.0,3687.9175,17.294487
202404251118_17,3637.0,3635.6758,17.07972
202404251118_17,3637.0,3744.686,17.958408
202404251118_17,3637.0,3271.2346,16.927046
202404251118_17,3637.0,2671.7766,15.830302
202404251118_17,3637.0,2982.572,16.04226
202404251118_17,3637.0,2756.441,16.265682
202404251118_17,3637.0,3115.54,16.432453
202404251118_17,3637.0,2693.74,15.990162
202404251118_17,3637.0,2863.3826,15.838052
202404251118_17,3637.0,3402.3098,17.014084
202404251118_17,3637.0,3007.884,16.138412
202404251118_17,3637.0,3504.6997,16.933598
202404251118_17,3637.0,3282.346,17.45371
202404251118_18,4284.0,3806.7734,17.824476
202404251118_18,4284.0,4314.526,18.617315
202404251118_18,4284.0,3908.5906,18.279337
202404251118_18,4284.0,4348.214,18.897726
202404251118_18,4284.0,3842.5608,17.982119
202404251118_18,4284.0,4258.226,18.6737
202404251118_18,4284.0,3939.58,18.038336
202404251118_18,4284.0,4348.0835,18.785624
202404251118_18,4284.0,3797.0784,18.003777
202404251118_18,4284.0,3374.246,17.790554
202404251118_18,4284.0,3958.03,18.294657
202404251118_18,4284.0,3901.4277,18.09863
202404251118_18,4284.0,4125.7383,18.803516
202404251118_18,4284.0,4138.4,18.75788
202404251118_18,4284.0,3990.7278,18.429447
202404251118_18,4284.0,3553.406,17.590788
202404251118_18,4284.0,3838.7788,18.142729
202404251118_18,4284.0,3994.3481,18.36092
202404251118_18,4284.0,2944.2725,16.16296
202404251118_18,4284.0,3001.683,17.184772
202404251118_19,5408.0,6305.0566,26.846333
202404251118_19,5408.0,5215.157,21.37024
202404251118_19,5408.0,6568.1772,28.873613
202404251118_19,5408.0,5483.463,22.55969
202404251118_19,5408.0,6458.246,27.895317
202404251118_19,5408.0,5361.6597,22.115314
202404251118_19,5408.0,5202.0034,21.531914
202404251118_19,5408.0,5345.978,21.862928
202404251118_19,5408.0,6382.4014,28.082483
202404251118_19,5408.0,5448.756,24.003075
202404251118_19,5408.0,5300.426,22.55049
202404251118_19,5408.0,4561.256,19.647993
202404251118_19,5408.0,5316.1616,22.76485
202404251118_19,5408.0,4540.18,19.825771
202404251118_19,5408.0,5284.0034,22.492691
202404251118_19,5408.0,4174.2266,19.098236
202404251118_19,5408.0,4758.683,20.287346
202404251118_19,5408.0,4529.611,19.635166
202404251118_19,5408.0,5616.2466,24.273314
202404251118_19,5408.0,5603.7046,24.571424
202404251118_2,7219.0,5793.4966,24.384321
202404251118_2,7219.0,5868.16,24.887323
202404251118_2,7219.0,5875.6533,25.018269
202404251118_2,7219.0,6065.2373,26.260036
202404251118_2,7219.0,5884.663,24.913622
202404251118_2,7219.0,6066.913,26.129753
202404251118_2,7219.0,5926.5566,25.036488
202404251118_2,7219.0,6008.3306,25.76737
202404251118_2,7219.0,5338.3374,22.23499
202404251118_2,7219.0,5089.0894,22.626268
202404251118_2,7219.0,6020.555,25.612364
202404251118_2,7219.0,6005.1074,25.773638
202404251118_2,7219.0,6060.267,26.1586
202404251118_2,7219.0,6087.4775,26.446362
202404251118_2,7219.0,6092.1626,26.160448
202404251118_2,7219.0,6076.268,26.127573
202404251118_2,7219.0,6248.8145,27.43948
202404251118_2,7219.0,6061.064,26.13232
202404251118_2,7219.0,5584.8174,23.742521
202404251118_2,7219.0,5733.0957,25.341045
202404251118_20,5286.0,4854.9673,20.597454
202404251118_20,5286.0,5243.1025,21.69107
202404251118_20,5286.0,5335.492,22.801989
202404251118_20,5286.0,5370.7417,22.405844
202404251118_20,5286.0,5031.1675,21.387882
202404251118_20,5286.0,5321.369,22.112076
202404251118_20,5286.0,5541.063,23.068907
202404251118_20,5286.0,5312.5176,22.026693
202404251118_20,5286.0,5158.323,21.93718
202404251118_20,5286.0,5525.257,24.736439
202404251118_20,5286.0,5456.706,22.598207
202404251118_20,5286.0,4902.8105,20.525581
202404251118_20,5286.0,5446.1597,22.940302
202404251118_20,5286.0,4958.3765,20.995857
202404251118_20,5286.0,5502.3667,22.941254
202404251118_20,5286.0,4581.7217,19.865274
202404251118_20,5286.0,4837.478,20.42519
202404251118_20,5286.0,4894.5054,20.610556
202404251118_20,5286.0,4922.2153,20.990788
202404251118_20,5286.0,5735.992,25.670876
202404251118_21,2861.0,3023.396,16.332129
202404251118_21,2861.0,2708.2542,15.659331
202404251118_21,2861.0,3699.8062,18.532234
202404251118_21,2861.0,3316.8474,17.173727
202404251118_21,2861.0,3076.44,16.5708
202404251118_21,2861.0,2870.6494,16.132751
202404251118_21,2861.0,3187.4043,16.401096
202404251118_21,2861.0,2832.039,15.9863615
202404251118_21,2861.0,3394.1226,17.349035
202404251118_21,2861.0,3998.3035,19.801783
202404251118_21,2861.0,2645.0774,15.667442
202404251118_21,2861.0,2781.9412,15.752154
202404251118_21,2861.0,3655.8086,18.466614
202404251118_21,2861.0,3428.3254,17.103392
202404251118_21,2861.0,2955.1902,16.574764
202404251118_21,2861.0,3019.7368,16.242638
202404251118_21,2861.0,2959.6394,15.9412365
202404251118_21,2861.0,2994.5864,16.101816
202404251118_21,2861.0,3333.548,17.626204
202404251118_21,2861.0,4193.4966,20.327066
202404251118_22,2671.0,3669.1343,17.502092
202404251118_22,2671.0,3511.8018,16.607914
202404251118_22,2671.0,3929.0903,18.279856
202404251118_22,2671.0,3897.284,17.753216
202404251118_22,2671.0,3785.7554,17.826954
202404251118_22,2671.0,4055.897,17.885466
202404251118_22,2671.0,3770.679,17.358604
202404251118_22,2671.0,3734.9314,17.251049
202404251118_22,2671.0,2837.9036,15.056319
202404251118_22,2671.0,3807.664,18.835957
202404251118_22,2671.0,2971.6682,15.534167
202404251118_22,2671.0,2854.95,15.417257
202404251118_22,2671.0,3186.9824,16.19019
202404251118_22,2671.0,3678.7434,17.556528
202404251118_22,2671.0,3057.4124,15.7483835
202404251118_22,2671.0,3028.259,16.004307
202404251118_22,2671.0,3064.789,15.783601
202404251118_22,2671.0,3107.338,15.981833
202404251118_22,2671.0,3029.5625,15.566572
202404251118_22,2671.0,3664.6619,18.221956
202404251118_23,4473.0,3333.981,16.528305
202404251118_23,4473.0,3690.1008,17.193974
202404251118_23,4473.0,3775.3682,18.323254
202404251118_23,4473.0,4110.638,18.939173
202404251118_23,4473.0,3459.23,17.02475
202404251118_23,4473.0,3677.2827,17.393118
202404251118_23,4473.0,4189.1626,18.562477
202404251118_23,4473.0,3849.2566,17.865528
202404251118_23,4473.0,3614.3599,17.088282
202404251118_23,4473.0,3873.039,19.016293
202404251118_23,4473.0,4053.9019,18.393644
202404251118_23,4473.0,4016.4656,17.880486
202404251118_23,4473.0,4496.197,20.038982
202404251118_23,4473.0,4630.0474,20.299574
202404251118_23,4473.0,4160.024,18.857346
202404251118_23,4473.0,4054.7524,18.045437
202404251118_23,4473.0,3948.112,17.933344
202404251118_23,4473.0,4218.0728,18.650343
202404251118_23,4473.0,4266.364,18.643328
202404251118_23,4473.0,4345.0024,19.905666
202404251118_24,3556.0,4533.255,20.131872
202404251118_24,3556.0,3287.4304,16.578335
202404251118_24,3556.0,4764.6357,20.859856
202404251118_24,3556.0,3409.1047,16.871887
202404251118_24,3556.0,4648.937,20.448984
202404251118_24,3556.0,3295.3618,16.527267
202404251118_24,3556.0,3293.1687,16.38659
202404251118_24,3556.0,3289.6963,16.540651
202404251118_24,3556.0,3455.5703,17.173832
202404251118_24,3556.0,3268.559,16.975258
202404251118_24,3556.0,3561.5295,17.387728
202404251118_24,3556.0,3059.3657,16.052496
202404251118_24,3556.0,4081.6375,19.035448
202404251118_24,3556.0,3262.487,16.775078
202404251118_24,3556.0,3757.2195,18.02992
202404251118_24,3556.0,3031.1296,16.114634
202404251118_24,3556.0,3016.9595,15.941108
202404251118_24,3556.0,3062.3887,16.138817
202404251118_24,3556.0,2895.4385,15.795139
202404251118_24,3556.0,3074.063,16.674374
202404251118_25,4462.0,3949.5273,18.200108
202404251118_25,4462.0,4205.9844,18.388664
202404251118_25,4462.0,4194.8257,19.207537
202404251118_25,4462.0,4085.6597,18.291786
202404251118_25,4462.0,3956.6104,18.38148
202404251118_25,4462.0,3868.8015,17.817337
202404251118_25,4462.0,4254.9707,18.429882
202404251118_25,4462.0,4063.6763,18.104912
202404251118_25,4462.0,5068.789,21.084316
202404251118_25,4462.0,4922.765,21.21334
202404251118_25,4462.0,4433.444,19.272669
202404251118_25,4462.0,4657.149,19.85982
202404251118_25,4462.0,4524.61,19.806938
202404251118_25,4462.0,4989.113,21.37448
202404251118_25,4462.0,4430.74,19.369484
202404251118_25,4462.0,5005.805,21.58622
202404251118_25,4462.0,5080.48,21.528933
202404251118_25,4462.0,4781.2227,20.391144
202404251118_25,4462.0,4319.127,18.88159
202404251118_25,4462.0,5016.856,21.886532
202404251118_26,4803.0,4055.4207,18.342804
202404251118_26,4803.0,4912.268,20.648973
202404251118_26,4803.0,4481.3853,19.655231
202404251118_26,4803.0,5109.8965,21.379757
202404251118_26,4803.0,4273.0073,18.987778
202404251118_26,4803.0,4952.7466,20.694075
202404251118_26,4803.0,5015.5166,20.96377
202404251118_26,4803.0,4990.634,20.932169
202404251118_26,4803.0,3683.372,17.832577
202404251118_26,4803.0,5354.5825,23.955101
202404251118_26,4803.0,4111.9834,18.355282
202404251118_26,4803.0,4911.782,20.532728
202404251118_26,4803.0,4272.7266,18.827244
202404251118_26,4803.0,5111.7397,21.40368
202404251118_26,4803.0,4147.786,18.473259
202404251118_26,4803.0,5009.996,20.840532
202404251118_26,4803.0,4943.125,20.757967
202404251118_26,4803.0,4993.678,20.8484
202404251118_26,4803.0,3154.1975,16.105867
202404251118_26,4803.0,5403.8896,23.74608
202404251118_27,4161.0,3651.4346,17.359156
202404251118_27,4161.0,3818.4714,17.368628
202404251118_27,4161.0,3977.8179,18.413898
202404251118_27,4161.0,4076.7688,18.193214
202404251118_27,4161.0,3754.8364,17.715483
202404251118_27,4161.0,3950.769,17.69984
202404251118_27,4161.0,4260.7534,18.186998
202404251118_27,4161.0,3902.8416,17.63391
202404251118_27,4161.0,3486.0242,17.056839
202404251118_27,4161.0,4001.5679,19.119913
202404251118_27,4161.0,3800.7104,17.746529
202404251118_27,4161.0,3626.003,16.940563
202404251118_27,4161.0,3742.5356,17.966324
202404251118_27,4161.0,3564.8918,17.113886
202404251118_27,4161.0,3772.5024,17.798174
202404251118_27,4161.0,3520.692,17.064198
202404251118_27,4161.0,3611.3572,17.024105
202404251118_27,4161.0,3570.0842,16.874962
202404251118_27,4161.0,3378.2815,16.9235
202404251118_27,4161.0,3712.3184,18.517805
202404251118_28,3678.0,3319.2283,16.615774
202404251118_28,3678.0,2949.8477,15.685123
202404251118_28,3678.0,3408.2358,17.25232
202404251118_28,3678.0,3574.3362,17.819798
202404251118_28,3678.0,3324.323,16.777655
202404251118_28,3678.0,3269.856,17.18778
202404251118_28,3678.0,3064.452,16.220608
202404251118_28,3678.0,3108.0615,16.26825
202404251118_28,3678.0,3704.3245,17.344366
202404251118_28,3678.0,2748.727,16.62015
202404251118_28,3678.0,2228.7188,15.005867
202404251118_28,3678.0,3222.9292,16.375994
202404251118_28,3678.0,2423.1743,15.617608
202404251118_28,3678.0,3191.4736,16.505018
202404251118_28,3678.0,2244.3293,15.158511
202404251118_28,3678.0,3084.465,16.329994
202404251118_28,3678.0,3131.8254,16.610764
202404251118_28,3678.0,3199.7175,16.400871
202404251118_28,3678.0,3112.402,16.310131
202404251118_28,3678.0,3332.8813,17.491476
202404251118_29,4683.0,4159.733,18.683786
202404251118_29,4683.0,4649.5225,19.613432
202404251118_29,4683.0,4277.015,19.105658
202404251118_29,4683.0,4480.7837,19.263817
202404251118_29,4683.0,4238.503,18.900785
202404251118_29,4683.0,4597.582,19.422577
202404251118_29,4683.0,4898.141,20.436262
202404251118_29,4683.0,4609.8413,19.525236
202404251118_29,4683.0,4464.091,19.287693
202404251118_29,4683.0,4586.9478,20.270212
202404251118_29,4683.0,4466.9824,19.959658
202404251118_29,4683.0,3948.433,18.211727
202404251118_29,4683.0,4768.868,20.78933
202404251118_29,4683.0,4141.6733,18.64497
202404251118_29,4683.0,4592.591,20.255358
202404251118_29,4683.0,3817.02,17.603228
202404251118_29,4683.0,3966.759,18.136507
202404251118_29,4683.0,4015.2832,18.353085
202404251118_29,4683.0,5441.5854,22.491383
202404251118_29,4683.0,4216.999,19.594185
202404251118_3,3053.0,2591.3118,15.462584
202404251118_3,3053.0,2335.9363,14.627778
202404251118_3,3053.0,2724.7493,16.20807
202404251118_3,3053.0,2297.9534,14.861456
202404251118_3,3053.0,2666.7646,15.7882
202404251118_3,3053.0,2285.123,14.673278
202404251118_3,3053.0,2504.1963,14.923147
202404251118_3,3053.0,2311.4912,14.687752
202404251118_3,3053.0,2255.6824,14.902578
202404251118_3,3053.0,2754.3665,16.37495
202404251118_3,3053.0,2801.5078,16.490082
202404251118_3,3053.0,2682.783,15.63447
202404251118_3,3053.0,3069.7656,17.256397
202404251118_3,3053.0,2913.1404,16.36322
202404251118_3,3053.0,2931.3813,16.80936
202404251118_3,3053.0,2765.4658,16.232063
202404251118_3,3053.0,2822.7515,16.270678
202404251118_3,3053.0,2742.1006,15.87953
202404251118_3,3053.0,2051.6233,14.677134
202404251118_3,3053.0,2266.6724,15.727323
202404251118_30,5503.0,5640.3735,23.871769
202404251118_30,5503.0,5936.2026,25.364952
202404251118_30,5503.0,5321.3,22.6437
202404251118_30,5503.0,5690.3564,23.982576
202404251118_30,5503.0,5452.938,23.116222
202404251118_30,5503.0,5866.871,24.94861
202404251118_30,5503.0,5659.057,23.660307
202404251118_30,5503.0,5813.804,24.625074
202404251118_30,5503.0,5565.121,23.127535
202404251118_30,5503.0,5771.647,25.387785
202404251118_30,5503.0,5781.71,24.49543
202404251118_30,5503.0,5814.637,24.594963
202404251118_30,5503.0,5850.18,24.898304
202404251118_30,5503.0,5795.5264,24.497025
202404251118_30,5503.0,5780.4644,24.469322
202404251118_30,5503.0,5846.4517,24.709803
202404251118_30,5503.0,5811.5884,24.27601
202404251118_30,5503.0,5802.1646,24.521908
202404251118_30,5503.0,6040.5923,25.67732
202404251118_30,5503.0,6052.78,27.357056
202404251118_31,3880.0,3530.6167,16.940807
202404251118_31,3880.0,2921.5518,15.599333
202404251118_31,3880.0,4156.384,18.940023
202404251118_31,3880.0,3480.0862,17.083313
202404251118_31,3880.0,3689.0588,17.457476
202404251118_31,3880.0,3073.6047,16.085924
202404251118_31,3880.0,3346.5952,16.3454
202404251118_31,3880.0,3092.3015,16.013342
202404251118_31,3880.0,3349.6125,16.567566
202404251118_31,3880.0,3920.6155,19.092272
202404251118_31,3880.0,3114.884,16.304182
202404251118_31,3880.0,3070.0452,16.061949
202404251118_31,3880.0,3518.389,17.356598
202404251118_31,3880.0,3413.6465,16.872663
202404251118_31,3880.0,3262.146,16.682562
202404251118_31,3880.0,3358.1538,16.895
202404251118_31,3880.0,3435.7886,16.698765
202404251118_31,3880.0,3141.2166,16.245405
202404251118_31,3880.0,3191.8442,16.199703
202404251118_31,3880.0,4236.9272,19.528738
202404251118_32,4029.0,3830.0886,18.393005
202404251118_32,4029.0,3991.2683,18.110601
202404251118_32,4029.0,4503.369,20.392097
202404251118_32,4029.0,4201.0845,18.694584
202404251118_32,4029.0,4093.8906,19.111868
202404251118_32,4029.0,4043.109,18.230286
202404251118_32,4029.0,4171.9785,18.456076
202404251118_32,4029.0,4063.5098,18.26951
202404251118_32,4029.0,4771.826,21.203577
202404251118_32,4029.0,5458.3296,24.007097
202404251118_32,4029.0,3213.3896,16.466736
202404251118_32,4029.0,3645.768,17.357296
