DataKey,true_days,predicted_days,predicted_std_days
202405131248_69,194.0,190.67555,3.34898
202405131248_69,194.0,190.93654,3.3591352
202405131248_69,194.0,192.31105,3.3686922
202405131248_69,194.0,193.05957,3.3838887
202405131248_69,194.0,193.86263,3.3937957
202405131248_69,194.0,192.87378,3.382422
202405131248_69,194.0,194.47348,3.3992321
202405131248_69,194.0,190.51736,3.3399377
202405131248_7,194.0,195.76971,3.4099472
202405131248_7,194.0,196.82922,3.430385
202405131248_7,194.0,190.60068,3.339154
202405131248_7,194.0,191.51654,3.3572843
202405131248_7,194.0,193.59929,3.3793595
202405131248_7,194.0,195.48247,3.4135222
202405131248_7,194.0,194.81592,3.4004943
202405131248_7,194.0,194.74171,3.4011803
202405131248_7,194.0,194.80713,3.4003012
202405131248_7,194.0,193.4354,3.3688405
202405131248_7,194.0,194.47122,3.4058745
202405131248_7,194.0,195.85616,3.4303656
202405131248_7,194.0,189.98538,3.351156
202405131248_7,194.0,190.63809,3.363297
202405131248_7,194.0,192.54115,3.3819175
202405131248_7,194.0,193.47978,3.3998349
202405131248_7,194.0,194.30673,3.408536
202405131248_7,194.0,193.82133,3.4036937
202405131248_7,194.0,193.42764,3.4028273
202405131248_7,194.0,193.58849,3.3856494
202405131248_70,194.0,196.81168,3.406543
202405131248_70,194.0,199.11891,3.4450908
202405131248_70,194.0,193.02734,3.36367
202405131248_70,194.0,194.64095,3.3904877
202405131248_70,194.0,194.90327,3.3839428
202405131248_70,194.0,197.68047,3.4268265
202405131248_70,194.0,198.04434,3.4355872
202405131248_70,194.0,197.28824,3.421865
202405131248_70,194.0,195.74928,3.394148
202405131248_70,194.0,195.08417,3.3749177
202405131248_70,194.0,196.10255,3.4043398
202405131248_70,194.0,198.04907,3.4382818
202405131248_70,194.0,192.04962,3.358066
202405131248_70,194.0,193.62086,3.384079
202405131248_70,194.0,194.2285,3.3831441
202405131248_70,194.0,195.4614,3.4086719
202405131248_70,194.0,195.31006,3.4068348
202405131248_70,194.0,196.19035,3.416376
202405131248_70,194.0,196.26357,3.4191375
202405131248_70,194.0,197.69672,3.4194074
202405131248_71,194.0,196.62286,3.4240675
202405131248_71,194.0,197.77687,3.4443243
202405131248_71,194.0,191.59358,3.3559456
202405131248_71,194.0,193.45918,3.3837976
202405131248_71,194.0,194.38676,3.3933666
202405131248_71,194.0,195.80186,3.4169073
202405131248_71,194.0,194.20976,3.3945007
202405131248_71,194.0,195.91782,3.4188814
202405131248_71,194.0,193.95357,3.3889515
202405131248_71,194.0,195.51425,3.4003499
202405131248_71,194.0,195.85924,3.410726
202405131248_71,194.0,197.0266,3.4326093
202405131248_71,194.0,191.76988,3.3603582
202405131248_71,194.0,192.97948,3.3797162
202405131248_71,194.0,194.02917,3.3882415
202405131248_71,194.0,195.18602,3.4094503
202405131248_71,194.0,195.83382,3.4169455
202405131248_71,194.0,195.26665,3.410006
202405131248_71,194.0,196.46883,3.4301593
202405131248_71,194.0,194.4402,3.3829439
202405131248_72,194.0,194.10075,3.378845
202405131248_72,194.0,195.31787,3.40028
202405131248_72,194.0,189.13918,3.314485
202405131248_72,194.0,190.11798,3.331962
202405131248_72,194.0,191.74715,3.348964
202405131248_72,194.0,192.82098,3.3665965
202405131248_72,194.0,192.77708,3.36682
202405131248_72,194.0,192.87317,3.368499
202405131248_72,194.0,191.75833,3.3567777
202405131248_72,194.0,191.36656,3.34007
202405131248_72,194.0,195.48688,3.402702
202405131248_72,194.0,195.62321,3.4088914
202405131248_72,194.0,189.6818,3.332005
202405131248_72,194.0,189.94814,3.3392031
202405131248_72,194.0,192.93073,3.3716722
202405131248_72,194.0,190.97942,3.3482993
202405131248_72,194.0,192.66046,3.3732476
202405131248_72,194.0,193.171,3.3781993
202405131248_72,194.0,191.67686,3.3628829
202405131248_72,194.0,191.05173,3.3476603
202405131248_73,194.0,195.89641,3.3889763
202405131248_73,194.0,197.45013,3.419336
202405131248_73,194.0,190.49754,3.3246403
202405131248_73,194.0,191.56322,3.347093
202405131248_73,194.0,193.2487,3.3560977
202405131248_73,194.0,193.79051,3.3735335
202405131248_73,194.0,196.5885,3.411088
202405131248_73,194.0,194.6841,3.3842204
202405131248_73,194.0,193.81505,3.3742812
202405131248_73,194.0,196.46017,3.3912375
202405131248_73,194.0,199.30524,3.4484208
202405131248_73,194.0,199.19978,3.45278
202405131248_73,194.0,193.21927,3.3717465
202405131248_73,194.0,192.57283,3.370145
202405131248_73,194.0,196.52975,3.4132922
202405131248_73,194.0,196.9893,3.4240263
202405131248_73,194.0,197.37248,3.4290903
202405131248_73,194.0,196.11688,3.4136972
202405131248_73,194.0,196.7752,3.4193087
202405131248_73,194.0,194.96542,3.3822842
202405131248_74,194.0,200.29521,3.4542089
202405131248_74,194.0,200.41534,3.4648318
202405131248_74,194.0,195.23695,3.387319
202405131248_74,194.0,195.00397,3.3911095
202405131248_74,194.0,197.83932,3.4215884
202405131248_74,194.0,198.2752,3.4351156
202405131248_74,194.0,199.56541,3.456437
202405131248_74,194.0,197.87027,3.430828
202405131248_74,194.0,197.82886,3.4332762
202405131248_74,194.0,199.54782,3.4353693
202405131248_74,194.0,201.7871,3.4797776
202405131248_74,194.0,203.55676,3.5173075
202405131248_74,194.0,196.83199,3.4144163
202405131248_74,194.0,198.01091,3.4418886
202405131248_74,194.0,199.63165,3.4515927
202405131248_74,194.0,202.46986,3.5002472
202405131248_74,194.0,201.17455,3.483691
202405131248_74,194.0,201.19669,3.4841588
202405131248_74,194.0,200.20029,3.468286
202405131248_74,194.0,199.7683,3.4472973
202405131248_75,194.0,196.30542,3.3939233
202405131248_75,194.0,199.2676,3.4436288
202405131248_75,194.0,192.03134,3.3429656
202405131248_75,194.0,194.88438,3.3881776
202405131248_75,194.0,194.0064,3.3655703
202405131248_75,194.0,197.25137,3.418561
202405131248_75,194.0,196.19147,3.403762
202405131248_75,194.0,197.3242,3.4193456
202405131248_75,194.0,194.46756,3.3847227
202405131248_75,194.0,197.64877,3.415806
202405131248_75,194.0,196.75829,3.4100752
202405131248_75,194.0,199.61192,3.4597666
202405131248_75,194.0,192.87653,3.365078
202405131248_75,194.0,195.60138,3.410592
202405131248_75,194.0,195.03879,3.3902948
202405131248_75,194.0,197.01561,3.4296143
202405131248_75,194.0,198.1513,3.4434962
202405131248_75,194.0,197.71121,3.4372623
202405131248_75,194.0,197.16574,3.4278913
202405131248_75,194.0,197.82513,3.4265828
202405131248_76,194.0,197.34113,3.4202468
202405131248_76,194.0,198.2984,3.4440186
202405131248_76,194.0,193.26775,3.3667114
202405131248_76,194.0,193.6625,3.383906
202405131248_76,194.0,195.4304,3.395992
202405131248_76,194.0,197.80548,3.4361224
202405131248_76,194.0,196.19319,3.415166
202405131248_76,194.0,196.32977,3.4198797
202405131248_76,194.0,195.86443,3.4164915
202405131248_76,194.0,194.76204,3.3845606
202405131248_76,194.0,197.19057,3.4305668
202405131248_76,194.0,198.31956,3.453122
202405131248_76,194.0,192.00648,3.3667483
202405131248_76,194.0,192.77448,3.3806467
202405131248_76,194.0,195.03296,3.4046206
202405131248_76,194.0,197.95486,3.449225
202405131248_76,194.0,196.34334,3.429138
202405131248_76,194.0,195.79498,3.4209645
202405131248_76,194.0,194.8803,3.407288
202405131248_76,194.0,193.89836,3.3854358
202405131248_77,194.0,199.53238,3.45416
202405131248_77,194.0,199.39589,3.4565666
202405131248_77,194.0,194.78276,3.3857844
202405131248_77,194.0,194.12766,3.3839118
202405131248_77,194.0,197.66302,3.4272242
202405131248_77,194.0,196.1076,3.4108827
202405131248_77,194.0,196.1815,3.4112625
202405131248_77,194.0,197.47145,3.4299722
202405131248_77,194.0,196.44617,3.4197562
202405131248_77,194.0,195.98927,3.4029388
202405131248_77,194.0,199.4532,3.4585052
202405131248_77,194.0,199.84323,3.4694345
202405131248_77,194.0,193.39828,3.3782167
202405131248_77,194.0,193.68732,3.3853865
202405131248_77,194.0,197.09427,3.4261925
202405131248_77,194.0,195.74142,3.4133043
202405131248_77,194.0,197.23106,3.4334085
202405131248_77,194.0,197.2003,3.4325402
202405131248_77,194.0,197.4615,3.4387722
202405131248_77,194.0,195.1971,3.3980196
202405131248_78,194.0,193.15637,3.3674817
202405131248_78,194.0,192.91101,3.3670323
202405131248_78,194.0,188.98605,3.3123229
202405131248_78,194.0,189.40762,3.3228333
202405131248_78,194.0,191.1831,3.342214
202405131248_78,194.0,190.87517,3.341693
202405131248_78,194.0,191.57024,3.3522666
202405131248_78,194.0,191.15594,3.3459313
202405131248_78,194.0,193.0704,3.3776815
202405131248_78,194.0,191.87909,3.3346627
202405131248_78,194.0,194.70654,3.394723
202405131248_78,194.0,195.53621,3.4108465
202405131248_78,194.0,190.23135,3.339383
202405131248_78,194.0,190.6612,3.3509052
202405131248_78,194.0,192.70976,3.3694224
202405131248_78,194.0,193.3283,3.381247
202405131248_78,194.0,193.43008,3.3840027
202405131248_78,194.0,193.34016,3.3832765
202405131248_78,194.0,192.81007,3.3887043
202405131248_78,194.0,192.87599,3.361886
202405131248_79,194.0,196.905,3.418678
202405131248_79,194.0,196.25198,3.4144158
202405131248_79,194.0,191.48181,3.3414013
202405131248_79,194.0,191.25305,3.3438265
202405131248_79,194.0,194.19102,3.3806257
202405131248_79,194.0,192.27164,3.3596842
202405131248_79,194.0,194.35843,3.3887215
202405131248_79,194.0,193.83565,3.3808131
202405131248_79,194.0,194.38416,3.386034
202405131248_79,194.0,193.46626,3.3583908
202405131248_79,194.0,194.83598,3.3996174
202405131248_79,194.0,195.17801,3.4051073
202405131248_79,194.0,189.65002,3.3359966
202405131248_79,194.0,190.22183,3.345406
202405131248_79,194.0,192.74858,3.3734248
202405131248_79,194.0,193.19856,3.3783839
202405131248_79,194.0,193.88115,3.3886273
202405131248_79,194.0,193.07898,3.378332
202405131248_79,194.0,193.95264,3.3994617
202405131248_79,194.0,192.59674,3.3603413
202405131248_8,194.0,195.9634,3.405611
202405131248_8,194.0,197.57303,3.4393837
202405131248_8,194.0,191.93004,3.3469825
202405131248_8,194.0,193.23447,3.375816
202405131248_8,194.0,193.98322,3.3766565
202405131248_8,194.0,193.7398,3.3848927
202405131248_8,194.0,196.5659,3.4207313
202405131248_8,194.0,195.40375,3.4085968
202405131248_8,194.0,195.32254,3.400653
202405131248_8,194.0,194.46835,3.375133
202405131248_8,194.0,194.94191,3.403631
202405131248_8,194.0,197.21089,3.4458578
202405131248_8,194.0,190.95715,3.3469622
202405131248_8,194.0,193.29561,3.3886805
202405131248_8,194.0,192.97339,3.376341
202405131248_8,194.0,194.10498,3.4018407
202405131248_8,194.0,195.26418,3.4127898
202405131248_8,194.0,195.09502,3.415509
202405131248_8,194.0,195.45465,3.4153073
202405131248_8,194.0,194.61165,3.3906763
202405131248_80,194.0,196.14189,3.4035578
202405131248_80,194.0,196.97884,3.4227822
202405131248_80,194.0,191.80954,3.3445091
202405131248_80,194.0,192.58896,3.3623445
202405131248_80,194.0,194.21178,3.3773155
202405131248_80,194.0,196.27838,3.4121666
202405131248_80,194.0,195.5706,3.4027336
202405131248_80,194.0,195.06343,3.396272
202405131248_80,194.0,193.2782,3.3720279
202405131248_80,194.0,192.38045,3.3519223
202405131248_80,194.0,196.76443,3.4205456
202405131248_80,194.0,198.37083,3.4529219
202405131248_80,194.0,192.16971,3.361814
202405131248_80,194.0,193.45956,3.3866858
202405131248_80,194.0,194.66605,3.393538
202405131248_80,194.0,193.51163,3.3826897
202405131248_80,194.0,196.03932,3.4187443
202405131248_80,194.0,196.31163,3.4251611
202405131248_80,194.0,194.09001,3.3988063
202405131248_80,194.0,193.07304,3.3749897
202405131248_81,194.0,198.08203,3.4368072
202405131248_81,194.0,198.65765,3.455969
202405131248_81,194.0,193.3004,3.3718562
202405131248_81,194.0,193.62192,3.3875878
202405131248_81,194.0,196.00232,3.4094007
202405131248_81,194.0,197.7557,3.443589
202405131248_81,194.0,196.0658,3.4197261
202405131248_81,194.0,196.49205,3.4264612
202405131248_81,194.0,195.27759,3.4060156
202405131248_81,194.0,194.84947,3.3911579
202405131248_81,194.0,197.48183,3.43712
202405131248_81,194.0,197.06961,3.4417768
202405131248_81,194.0,193.68584,3.384657
202405131248_81,194.0,192.40355,3.3808558
202405131248_81,194.0,195.87993,3.4153743
202405131248_81,194.0,194.40399,3.40473
202405131248_81,194.0,195.06448,3.414405
202405131248_81,194.0,194.91829,3.4143634
202405131248_81,194.0,195.549,3.4218261
202405131248_81,194.0,193.16458,3.3798678
202405131248_82,194.0,195.9207,3.39511
202405131248_82,194.0,196.56804,3.4045699
202405131248_82,194.0,190.50783,3.3253167
202405131248_82,194.0,191.69199,3.3428247
202405131248_82,194.0,193.34845,3.3612645
202405131248_82,194.0,193.4504,3.3646839
202405131248_82,194.0,196.04681,3.3981366
202405131248_82,194.0,194.30104,3.3751662
202405131248_82,194.0,194.26407,3.3762197
202405131248_82,194.0,193.03378,3.3471875
202405131248_82,194.0,196.70473,3.4228694
202405131248_82,194.0,196.23479,3.4225614
202405131248_82,194.0,191.1824,3.3563118
202405131248_82,194.0,191.31734,3.3640382
202405131248_82,194.0,194.22696,3.3930733
202405131248_82,194.0,194.01859,3.3937762
202405131248_82,194.0,194.2619,3.3993855
202405131248_82,194.0,193.97127,3.3960555
202405131248_82,194.0,193.6964,3.38513
202405131248_82,194.0,192.22784,3.352682
202405131248_83,194.0,195.14664,3.3839405
202405131248_83,194.0,196.9609,3.4143178
202405131248_83,194.0,190.52313,3.3223274
202405131248_83,194.0,191.67245,3.3388546
202405131248_83,194.0,193.1557,3.357249
202405131248_83,194.0,193.45474,3.3628435
202405131248_83,194.0,194.79851,3.3852465
202405131248_83,194.0,194.63657,3.3804767
202405131248_83,194.0,195.4666,3.3904676
202405131248_83,194.0,193.98717,3.369155
202405131248_83,194.0,195.44975,3.395033
202405131248_83,194.0,197.41933,3.4273047
202405131248_83,194.0,190.7729,3.336065
202405131248_83,194.0,192.16196,3.3601813
202405131248_83,194.0,193.42876,3.369667
202405131248_83,194.0,192.1511,3.3607478
202405131248_83,194.0,195.8793,3.404041
202405131248_83,194.0,195.05695,3.397153
202405131248_83,194.0,194.84016,3.3936005
202405131248_83,194.0,193.24481,3.3669155
202405131248_84,194.0,193.86423,3.3622046
202405131248_84,194.0,195.16574,3.3852077
202405131248_84,194.0,188.74435,3.3028042
202405131248_84,194.0,190.00877,3.3216186
202405131248_84,194.0,191.2259,3.3305516
202405131248_84,194.0,193.41124,3.3627467
202405131248_84,194.0,194.66484,3.3811283
202405131248_84,194.0,192.67892,3.3534508
202405131248_84,194.0,192.16217,3.3508263
202405131248_84,194.0,192.9251,3.347349
202405131248_84,194.0,196.90858,3.4148836
202405131248_84,194.0,196.81903,3.4186444
202405131248_84,194.0,191.06438,3.3392465
202405131248_84,194.0,191.2774,3.3484623
202405131248_84,194.0,194.21704,3.37919
202405131248_84,194.0,194.49303,3.385979
202405131248_84,194.0,194.5213,3.3878167
202405131248_84,194.0,194.16292,3.3838325
202405131248_84,194.0,193.3488,3.379708
202405131248_84,194.0,192.11052,3.348905
202405131248_85,194.0,197.87927,3.4139326
202405131248_85,194.0,199.02478,3.4354498
202405131248_85,194.0,192.00172,3.3312135
202405131248_85,194.0,194.0589,3.363393
202405131248_85,194.0,195.26909,3.3761358
202405131248_85,194.0,198.1344,3.4221694
202405131248_85,194.0,197.33368,3.4090078
202405131248_85,194.0,196.70831,3.4015648
202405131248_85,194.0,195.89209,3.3960252
202405131248_85,194.0,197.38509,3.407142
202405131248_85,194.0,198.47435,3.433847
202405131248_85,194.0,200.1654,3.4626837
202405131248_85,194.0,193.18259,3.3612833
202405131248_85,194.0,194.17203,3.3819783
202405131248_85,194.0,196.04346,3.4002757
202405131248_85,194.0,199.42174,3.4545538
202405131248_85,194.0,197.6576,3.4268894
202405131248_85,194.0,197.52458,3.426091
202405131248_85,194.0,197.7224,3.4246166
202405131248_85,194.0,198.37457,3.4334657
202405131248_86,194.0,195.0978,3.3733785
202405131248_86,194.0,195.86725,3.3937497
202405131248_86,194.0,191.8449,3.3328352
202405131248_86,194.0,192.03569,3.3441846
202405131248_86,194.0,193.14969,3.3493106
202405131248_86,194.0,194.9995,3.3820395
202405131248_86,194.0,194.85316,3.3826005
202405131248_86,194.0,194.12476,3.3715215
202405131248_86,194.0,195.32999,3.3812609
202405131248_86,194.0,192.41472,3.335603
202405131248_86,194.0,193.60397,3.36538
202405131248_86,194.0,195.15134,3.3963578
202405131248_86,194.0,190.06084,3.327036
202405131248_86,194.0,191.00919,3.3488815
202405131248_86,194.0,191.95102,3.3475149
202405131248_86,194.0,192.67259,3.3695655
202405131248_86,194.0,193.5523,3.3759558
202405131248_86,194.0,193.19096,3.3731916
202405131248_86,194.0,193.58418,3.3817515
202405131248_86,194.0,192.55609,3.3513894
202405131248_87,194.0,195.99762,3.3970242
202405131248_87,194.0,197.3349,3.4220648
202405131248_87,194.0,191.38708,3.3337605
202405131248_87,194.0,192.49556,3.3521647
202405131248_87,194.0,193.98207,3.3699179
202405131248_87,194.0,195.89603,3.399554
202405131248_87,194.0,195.69753,3.3970516
202405131248_87,194.0,195.23018,3.391525
202405131248_87,194.0,194.88734,3.3841584
202405131248_87,194.0,194.78247,3.3755176
202405131248_87,194.0,196.26425,3.4096084
202405131248_87,194.0,196.91599,3.4248662
202405131248_87,194.0,191.69281,3.3493598
202405131248_87,194.0,192.1524,3.362167
202405131248_87,194.0,194.29051,3.3833067
202405131248_87,194.0,194.60445,3.3947403
202405131248_87,194.0,195.6239,3.408283
202405131248_87,194.0,194.7609,3.3962219
202405131248_87,194.0,193.44974,3.3810208
202405131248_87,194.0,192.41028,3.3612216
202405131248_88,194.0,196.58513,3.3926497
202405131248_88,194.0,197.04997,3.406658
202405131248_88,194.0,191.44066,3.3246884
202405131248_88,194.0,191.9721,3.3412306
202405131248_88,194.0,194.2317,3.3616018
202405131248_88,194.0,196.76253,3.4023407
202405131248_88,194.0,196.2194,3.399222
202405131248_88,194.0,194.7632,3.3761256
202405131248_88,194.0,194.55688,3.3793046
202405131248_88,194.0,193.7899,3.3604877
202405131248_88,194.0,196.93144,3.4078054
202405131248_88,194.0,198.66064,3.4422727
202405131248_88,194.0,192.33084,3.3505847
202405131248_88,194.0,194.14197,3.3850765
202405131248_88,194.0,194.75696,3.379984
202405131248_88,194.0,198.14946,3.43734
202405131248_88,194.0,196.67966,3.4136982
202405131248_88,194.0,196.47034,3.4144764
202405131248_88,194.0,196.3141,3.4078307
202405131248_88,194.0,194.99748,3.3868372
202405131248_89,194.0,195.74352,3.3994386
202405131248_89,194.0,197.06102,3.4280956
202405131248_89,194.0,192.00798,3.3484137
202405131248_89,194.0,192.88474,3.368897
202405131248_89,194.0,194.1115,3.377297
202405131248_89,194.0,193.97775,3.3842669
202405131248_89,194.0,196.06638,3.4132009
202405131248_89,194.0,195.20929,3.401855
202405131248_89,194.0,192.6332,3.3632996
202405131248_89,194.0,193.7191,3.3670988
202405131248_89,194.0,194.28578,3.3805628
202405131248_89,194.0,195.64874,3.406627
202405131248_89,194.0,189.91121,3.3307722
202405131248_89,194.0,190.83336,3.3500106
202405131248_89,194.0,192.2765,3.3582578
202405131248_89,194.0,191.40216,3.3569717
202405131248_89,194.0,193.70117,3.3851073
202405131248_89,194.0,193.49416,3.381469
202405131248_89,194.0,195.11082,3.400739
202405131248_89,194.0,190.83269,3.336875
202405131248_9,194.0,195.74495,3.3873394
202405131248_9,194.0,196.31067,3.4010646
202405131248_9,194.0,190.94737,3.3227468
202405131248_9,194.0,191.65996,3.3399353
202405131248_9,194.0,193.58064,3.3577192
202405131248_9,194.0,191.95923,3.34591
202405131248_9,194.0,194.35645,3.379971
202405131248_9,194.0,194.1788,3.372807
202405131248_9,194.0,193.65408,3.3637714
202405131248_9,194.0,192.78268,3.3427634
202405131248_9,194.0,198.30984,3.4336584
202405131248_9,194.0,198.45369,3.439476
202405131248_9,194.0,193.53613,3.368881
202405131248_9,194.0,193.81175,3.3783941
202405131248_9,194.0,196.08331,3.4030666
202405131248_9,194.0,198.48663,3.4392076
202405131248_9,194.0,196.02281,3.4066086
202405131248_9,194.0,196.29915,3.4102468
202405131248_9,194.0,194.99469,3.3952746
202405131248_9,194.0,193.50525,3.363935
202405131248_90,194.0,197.14854,3.4079516
202405131248_90,194.0,196.6037,3.4087894
202405131248_90,194.0,190.70209,3.3206692
202405131248_90,194.0,190.94398,3.3326464
202405131248_90,194.0,194.19864,3.3669114
202405131248_90,194.0,194.71227,3.3822696
202405131248_90,194.0,194.27336,3.3782504
202405131248_90,194.0,194.01399,3.3733196
202405131248_90,194.0,194.8359,3.3804145
202405131248_90,194.0,193.38472,3.3472073
202405131248_90,194.0,195.79932,3.403864
202405131248_90,194.0,197.17401,3.4289253
202405131248_90,194.0,190.09323,3.331848
202405131248_90,194.0,191.39787,3.3524375
202405131248_90,194.0,193.19164,3.3701756
202405131248_90,194.0,195.37242,3.4051332
202405131248_90,194.0,195.05862,3.3981857
202405131248_90,194.0,194.49371,3.3926651
202405131248_90,194.0,193.02457,3.3748188
202405131248_90,194.0,192.75293,3.3572981
202405131248_91,194.0,195.0032,3.3705232
202405131248_91,194.0,195.2947,3.3798041
202405131248_91,194.0,188.0188,3.2869806
202405131248_91,194.0,188.29996,3.2951627
202405131248_91,194.0,191.58505,3.3273873
202405131248_91,194.0,189.8045,3.3115685
202405131248_91,194.0,193.02951,3.3530362
202405131248_91,194.0,191.75258,3.3354547
202405131248_91,194.0,191.3498,3.338715
202405131248_91,194.0,191.66872,3.3243947
202405131248_91,194.0,193.17543,3.368067
202405131248_91,194.0,193.39952,3.3752258
202405131248_91,194.0,186.99449,3.2942812
202405131248_91,194.0,187.22902,3.302671
202405131248_91,194.0,189.92308,3.3292012
202405131248_91,194.0,189.51297,3.3271098
202405131248_91,194.0,191.22513,3.346094
202405131248_91,194.0,190.0891,3.336526
202405131248_91,194.0,191.17491,3.3472047
202405131248_91,194.0,190.61,3.324108
202405131248_92,194.0,194.1748,3.367072
202405131248_92,194.0,195.55447,3.3937151
202405131248_92,194.0,190.9752,3.3280964
202405131248_92,194.0,192.16862,3.3528004
202405131248_92,194.0,192.8823,3.3518274
202405131248_92,194.0,194.80899,3.3867173
202405131248_92,194.0,195.46217,3.3949044
202405131248_92,194.0,194.15329,3.3776484
202405131248_92,194.0,194.88095,3.388881
202405131248_92,194.0,193.76917,3.361102
202405131248_92,194.0,195.26585,3.393792
202405131248_92,194.0,195.64636,3.4030337
202405131248_92,194.0,191.28557,3.3483346
202405131248_92,194.0,192.30687,3.3647292
202405131248_92,194.0,193.5886,3.373941
202405131248_92,194.0,196.54657,3.420367
202405131248_92,194.0,194.16902,3.382368
202405131248_92,194.0,194.23343,3.386454
202405131248_92,194.0,194.83644,3.4025595
202405131248_92,194.0,192.25089,3.350575
202405131248_93,194.0,194.64928,3.3684444
202405131248_93,194.0,195.23497,3.3799138
202405131248_93,194.0,188.02129,3.288745
202405131248_93,194.0,188.34636,3.2931006
202405131248_93,194.0,191.81209,3.3327568
202405131248_93,194.0,190.326,3.3163304
202405131248_93,194.0,193.9241,3.3650446
202405131248_93,194.0,192.38896,3.3422196
202405131248_93,194.0,194.34857,3.3779917
202405131248_93,194.0,193.79257,3.3500865
202405131248_93,194.0,195.3008,3.3843863
202405131248_93,194.0,196.45674,3.4042006
202405131248_93,194.0,188.81494,3.3089848
202405131248_93,194.0,190.07,3.3271089
202405131248_93,194.0,191.97612,3.3439717
202405131248_93,194.0,194.25142,3.3760183
202405131248_93,194.0,193.52893,3.3643003
202405131248_93,194.0,193.67674,3.3695238
202405131248_93,194.0,194.17993,3.3873138
202405131248_93,194.0,193.44847,3.3551679
202405131248_94,194.0,194.78662,3.375431
202405131248_94,194.0,194.98915,3.3827708
202405131248_94,194.0,188.58586,3.3005195
202405131248_94,194.0,188.99525,3.3148723
202405131248_94,194.0,191.54047,3.3349185
202405131248_94,194.0,191.55928,3.3410966
202405131248_94,194.0,192.95941,3.3660998
202405131248_94,194.0,192.1173,3.3490305
202405131248_94,194.0,191.98116,3.3513596
202405131248_94,194.0,191.34825,3.3246467
202405131248_94,194.0,193.50056,3.375801
202405131248_94,194.0,195.69427,3.4107766
202405131248_94,194.0,188.17584,3.311656
202405131248_94,194.0,189.63931,3.3350103
202405131248_94,194.0,190.87491,3.344557
202405131248_94,194.0,193.55266,3.3821106
202405131248_94,194.0,193.90181,3.3885288
202405131248_94,194.0,192.66922,3.3732834
202405131248_94,194.0,192.1479,3.3710785
202405131248_94,194.0,192.7244,3.3532639
202405131248_95,194.0,195.47044,3.3891978
202405131248_95,194.0,194.87672,3.3881314
202405131248_95,194.0,188.90855,3.3115866
202405131248_95,194.0,188.63249,3.316897
202405131248_95,194.0,192.32777,3.35126
202405131248_95,194.0,188.16312,3.310553
202405131248_95,194.0,191.60059,3.352452
202405131248_95,194.0,191.81773,3.3527741
202405131248_95,194.0,192.1275,3.3567634
202405131248_95,194.0,192.69392,3.3433547
202405131248_95,194.0,192.71135,3.3672335
202405131248_95,194.0,193.21059,3.3786235
202405131248_95,194.0,187.54045,3.3078434
202405131248_95,194.0,187.42564,3.3101928
202405131248_95,194.0,190.15958,3.3382545
202405131248_95,194.0,190.84178,3.350912
202405131248_95,194.0,191.37648,3.3550234
202405131248_95,194.0,190.29988,3.345055
202405131248_95,194.0,192.1302,3.3650773
202405131248_95,194.0,189.14172,3.310433
202405131248_96,194.0,195.24358,3.3854198
202405131248_96,194.0,195.66283,3.395606
202405131248_96,194.0,190.36888,3.3189497
202405131248_96,194.0,190.94496,3.334166
202405131248_96,194.0,193.12773,3.3566656
202405131248_96,194.0,192.8027,3.359111
202405131248_96,194.0,194.53075,3.3835015
202405131248_96,194.0,193.55797,3.3682985
202405131248_96,194.0,193.49504,3.3702946
202405131248_96,194.0,193.47472,3.3538435
202405131248_96,194.0,196.55385,3.4121482
202405131248_96,194.0,197.17003,3.4314501
202405131248_96,194.0,191.5871,3.3484094
202405131248_96,194.0,191.90765,3.3634818
202405131248_96,194.0,194.17502,3.381777
202405131248_96,194.0,193.53546,3.3809648
202405131248_96,194.0,195.2902,3.408481
202405131248_96,194.0,194.78981,3.3999856
202405131248_96,194.0,197.08206,3.4325445
202405131248_96,194.0,194.8618,3.3830085
202405131248_97,194.0,195.88503,3.3899565
202405131248_97,194.0,193.80225,3.3654988
202405131248_97,194.0,192.0889,3.343814
202405131248_97,194.0,189.9198,3.3225956
202405131248_97,194.0,193.17056,3.357211
202405131248_97,194.0,191.03778,3.3358824
202405131248_97,194.0,193.38708,3.3662689
202405131248_97,194.0,190.9846,3.334159
202405131248_97,194.0,193.69627,3.3641474
202405131248_97,194.0,197.36392,3.4031773
202405131248_97,194.0,196.74687,3.4037302
202405131248_97,194.0,196.46014,3.400834
202405131248_97,194.0,191.8304,3.3467855
202405131248_97,194.0,191.67682,3.3461611
202405131248_97,194.0,193.97702,3.37143
202405131248_97,194.0,193.24203,3.363282
202405131248_97,194.0,194.28183,3.3779347
202405131248_97,194.0,193.92307,3.3712497
202405131248_97,194.0,194.99814,3.3872347
202405131248_97,194.0,193.90897,3.3603232
202405131248_99,194.0,193.46948,3.356629
202405131248_99,194.0,193.75322,3.3658476
202405131248_99,194.0,188.55615,3.2952356
202405131248_99,194.0,189.05205,3.3040226
202405131248_99,194.0,191.52208,3.3308654
202405131248_99,194.0,190.58347,3.3218286
202405131248_99,194.0,192.97427,3.3526044
202405131248_99,194.0,191.8522,3.3397443
202405131248_99,194.0,191.03761,3.3323808
202405131248_99,194.0,192.97397,3.3335636
202405131248_99,194.0,192.80324,3.3541398
202405131248_99,194.0,193.52086,3.3699129
202405131248_99,194.0,188.43715,3.301872
202405131248_99,194.0,189.67152,3.3221443
