DataKey,true_days,predicted_days,predicted_std_days
202404251118_23,176.0,177.1398,3.2437756
202404251118_23,176.0,176.43015,3.2437568
202404251118_23,176.0,177.45403,3.2490294
202404251118_23,176.0,175.59715,3.234326
202404251118_23,176.0,178.84383,3.2673275
202404251118_23,176.0,177.08229,3.2527583
202404251118_23,176.0,175.94527,3.2320173
202404251118_23,176.0,177.5903,3.2684886
202404251118_23,176.0,177.48128,3.2513568
202404251118_23,176.0,177.59512,3.2584038
202404251118_23,176.0,176.0067,3.2407851
202404251118_23,176.0,176.17018,3.246105
202404251118_23,176.0,176.67004,3.247037
202404251118_23,176.0,174.08759,3.2109947
202404251118_23,176.0,177.81366,3.2609766
202404251118_23,176.0,176.7055,3.2519865
202404251118_23,176.0,177.20668,3.2573347
202404251118_23,176.0,176.66219,3.260152
202404251118_24,176.0,178.1232,3.2690623
202404251118_24,176.0,177.80988,3.2710638
202404251118_24,176.0,176.00897,3.247619
202404251118_24,176.0,176.20314,3.2555962
202404251118_24,176.0,176.9538,3.2588913
202404251118_24,176.0,175.95901,3.2495453
202404251118_24,176.0,177.69753,3.271402
202404251118_24,176.0,177.08879,3.2665658
202404251118_24,176.0,176.02882,3.2523825
202404251118_24,176.0,178.2576,3.283472
202404251118_24,176.0,176.97987,3.2598479
202404251118_24,176.0,177.57048,3.2752557
202404251118_24,176.0,175.92978,3.2519963
202404251118_24,176.0,176.15393,3.2640476
202404251118_24,176.0,176.34264,3.2552743
202404251118_24,176.0,176.291,3.2594357
202404251118_24,176.0,177.19377,3.271645
202404251118_24,176.0,176.81602,3.2704468
202404251118_24,176.0,176.38234,3.2598665
202404251118_24,176.0,177.83054,3.2792919
202404251118_25,176.0,173.99446,3.1947556
202404251118_25,176.0,172.96022,3.1964238
202404251118_25,176.0,171.21225,3.183229
202404251118_25,176.0,171.36981,3.1937206
202404251118_25,176.0,172.27165,3.185517
202404251118_25,176.0,170.01645,3.1684997
202404251118_25,176.0,174.70615,3.2259061
202404251118_25,176.0,171.67522,3.1919973
202404251118_25,176.0,170.16267,3.1657357
202404251118_25,176.0,174.69974,3.2227669
202404251118_25,176.0,170.53326,3.1594772
202404251118_25,176.0,170.61983,3.1739707
202404251118_25,176.0,169.95914,3.165667
202404251118_25,176.0,169.83263,3.1760395
202404251118_25,176.0,169.8497,3.1590989
202404251118_25,176.0,169.36484,3.17131
202404251118_25,176.0,171.10765,3.1829138
202404251118_25,176.0,170.02063,3.173038
202404251118_25,176.0,170.81203,3.1807868
202404251118_25,176.0,171.40846,3.1920497
202404251118_26,176.0,176.34442,3.2250326
202404251118_26,176.0,176.03903,3.2348359
202404251118_26,176.0,172.98932,3.2005675
202404251118_26,176.0,172.80771,3.2120588
202404251118_26,176.0,174.57703,3.2135394
202404251118_26,176.0,174.0134,3.2151024
202404251118_26,176.0,175.60588,3.2346327
202404251118_26,176.0,174.40343,3.2233334
202404251118_26,176.0,172.63867,3.2010274
202404251118_26,176.0,177.24397,3.2578077
202404251118_26,176.0,175.11162,3.2196658
202404251118_26,176.0,174.53886,3.2239316
202404251118_26,176.0,173.11732,3.2073262
202404251118_26,176.0,172.42567,3.2134018
202404251118_26,176.0,173.9947,3.2119102
202404251118_26,176.0,172.78226,3.2080154
202404251118_26,176.0,174.54944,3.2269418
202404251118_26,176.0,173.32652,3.216744
202404251118_26,176.0,173.36742,3.2227108
202404251118_26,176.0,175.8437,3.2488189
202404251118_27,176.0,176.51996,3.244096
202404251118_27,176.0,175.76979,3.2397826
202404251118_27,176.0,173.0011,3.2118483
202404251118_27,176.0,172.50798,3.211619
202404251118_27,176.0,174.74577,3.2286308
202404251118_27,176.0,172.2553,3.205732
202404251118_27,176.0,175.83649,3.245075
202404251118_27,176.0,174.18427,3.2271533
202404251118_27,176.0,174.61998,3.2385433
202404251118_27,176.0,177.26933,3.2730117
202404251118_27,176.0,177.61269,3.2603395
202404251118_27,176.0,176.9822,3.253975
202404251118_27,176.0,175.0665,3.2349381
202404251118_27,176.0,174.83458,3.2356238
202404251118_27,176.0,176.26729,3.2465546
202404251118_27,176.0,175.91048,3.2393668
202404251118_27,176.0,176.75296,3.2519743
202404251118_27,176.0,175.8517,3.243363
202404251118_27,176.0,175.02182,3.2460613
202404251118_27,176.0,177.95782,3.2804987
202404251118_28,176.0,175.42932,3.2117012
202404251118_28,176.0,173.60718,3.201231
202404251118_28,176.0,172.64714,3.194006
202404251118_28,176.0,171.50487,3.1892188
202404251118_28,176.0,173.80609,3.200494
202404251118_28,176.0,172.09554,3.1929643
202404251118_28,176.0,173.42651,3.205292
202404251118_28,176.0,172.40343,3.194099
202404251118_28,176.0,174.69298,3.2114253
202404251118_28,176.0,174.03772,3.2215557
202404251118_28,176.0,175.27641,3.224013
202404251118_28,176.0,174.74007,3.2241652
202404251118_28,176.0,173.25871,3.2115827
202404251118_28,176.0,172.87367,3.216995
202404251118_28,176.0,174.09308,3.2170258
202404251118_28,176.0,172.54031,3.2060008
202404251118_28,176.0,174.94112,3.2317204
202404251118_28,176.0,173.54907,3.217745
202404251118_28,176.0,173.84914,3.2170086
202404251118_28,176.0,175.13692,3.239476
202404251118_29,176.0,178.41708,3.2623954
202404251118_29,176.0,177.22285,3.2522175
202404251118_29,176.0,176.56924,3.2463396
202404251118_29,176.0,175.79596,3.240342
202404251118_29,176.0,177.20735,3.2530901
202404251118_29,176.0,175.32709,3.2342234
202404251118_29,176.0,176.9495,3.2514906
202404251118_29,176.0,176.21446,3.245118
202404251118_29,176.0,174.86894,3.2282386
202404251118_29,176.0,177.71672,3.2651148
202404251118_29,176.0,175.72133,3.2260103
202404251118_29,176.0,175.47697,3.2317142
202404251118_29,176.0,174.01291,3.2142637
202404251118_29,176.0,173.81041,3.2182167
202404251118_29,176.0,174.64021,3.218059
202404251118_29,176.0,173.35133,3.1960747
202404251118_29,176.0,175.2036,3.229788
202404251118_29,176.0,174.50407,3.2234
202404251118_29,176.0,175.25977,3.2323785
202404251118_29,176.0,174.68105,3.2284935
202404251118_3,176.0,174.03401,3.2172263
202404251118_3,176.0,173.93867,3.2257917
202404251118_3,176.0,171.45662,3.1988933
202404251118_3,176.0,170.9955,3.204639
202404251118_3,176.0,172.60696,3.2063632
202404251118_3,176.0,171.1793,3.2045999
202404251118_3,176.0,174.24298,3.2303329
202404251118_3,176.0,172.43103,3.2150383
202404251118_3,176.0,173.49527,3.2297697
202404251118_3,176.0,174.78848,3.24818
202404251118_3,176.0,174.864,3.2290637
202404251118_3,176.0,174.64012,3.2322514
202404251118_3,176.0,173.39459,3.2206986
202404251118_3,176.0,173.148,3.2266345
202404251118_3,176.0,173.91801,3.2216544
202404251118_3,176.0,172.68086,3.2230866
202404251118_3,176.0,174.07834,3.2261236
202404251118_3,176.0,173.67981,3.226863
202404251118_3,176.0,174.72275,3.2465677
202404251118_3,176.0,175.67635,3.255405
202404251118_30,176.0,184.52757,3.3392844
202404251118_30,176.0,182.56538,3.3234851
202404251118_30,176.0,179.79633,3.283153
202404251118_30,176.0,178.5316,3.2786515
202404251118_30,176.0,182.01624,3.3118043
202404251118_30,176.0,181.8575,3.3185995
202404251118_30,176.0,180.97385,3.3034976
202404251118_30,176.0,180.46791,3.300925
202404251118_30,176.0,180.23296,3.292766
202404251118_30,176.0,181.86113,3.3257103
202404251118_30,176.0,182.98878,3.3334658
202404251118_30,176.0,181.9576,3.3322535
202404251118_30,176.0,179.49126,3.2935953
202404251118_30,176.0,178.97702,3.2977626
202404251118_30,176.0,181.18614,3.3138747
202404251118_30,176.0,179.19629,3.2974627
202404251118_30,176.0,181.47011,3.3205585
202404251118_30,176.0,180.4899,3.3157496
202404251118_30,176.0,179.46011,3.2997742
202404251118_30,176.0,181.78566,3.3346975
202404251118_31,176.0,177.61827,3.2354152
202404251118_31,176.0,176.51451,3.2338169
202404251118_31,176.0,175.68782,3.2256465
202404251118_31,176.0,173.97437,3.2140415
202404251118_31,176.0,176.30342,3.2286742
202404251118_31,176.0,173.60814,3.2027948
202404251118_31,176.0,176.1205,3.2371624
202404251118_31,176.0,174.82475,3.2203977
202404251118_31,176.0,173.6989,3.2055628
202404251118_31,176.0,179.05725,3.2684696
202404251118_31,176.0,173.44255,3.2027051
202404251118_31,176.0,173.1084,3.2049701
202404251118_31,176.0,172.50691,3.2029078
202404251118_31,176.0,171.78412,3.2003708
202404251118_31,176.0,172.73755,3.1996238
202404251118_31,176.0,171.10088,3.194442
202404251118_31,176.0,173.29881,3.2122443
202404251118_31,176.0,172.2175,3.2004976
202404251118_31,176.0,173.29918,3.2126622
202404251118_31,176.0,174.03354,3.221597
202404251118_32,176.0,178.47542,3.2413561
202404251118_32,176.0,178.4332,3.2547922
202404251118_32,176.0,174.25644,3.2093856
202404251118_32,176.0,174.90822,3.2278728
202404251118_32,176.0,176.09514,3.2244644
202404251118_32,176.0,175.714,3.232293
202404251118_32,176.0,178.08153,3.2570531
202404251118_32,176.0,176.49474,3.240836
202404251118_32,176.0,174.69678,3.2099857
202404251118_32,176.0,178.93526,3.2651155
202404251118_32,176.0,176.1923,3.244798
202404251118_32,176.0,175.40749,3.240978
202404251118_32,176.0,173.94067,3.2254827
202404251118_32,176.0,173.18362,3.2255268
202404251118_32,176.0,175.00745,3.2341957
202404251118_32,176.0,174.45778,3.2343905
202404251118_32,176.0,174.07924,3.2272375
202404251118_32,176.0,174.26744,3.2335656
202404251118_32,176.0,172.27513,3.2045217
202404251118_32,176.0,175.40991,3.2379415
202404251118_33,176.0,175.80351,3.2353497
202404251118_33,176.0,175.43108,3.241751
202404251118_33,176.0,173.0865,3.2138045
202404251118_33,176.0,172.63097,3.2224994
202404251118_33,176.0,174.22011,3.222452
202404251118_33,176.0,172.95493,3.2242885
202404251118_33,176.0,174.24043,3.2294552
202404251118_33,176.0,173.99977,3.232885
202404251118_33,176.0,172.45966,3.206492
202404251118_33,176.0,175.28593,3.2456036
202404251118_33,176.0,175.72531,3.2413259
202404251118_33,176.0,175.22581,3.246448
202404251118_33,176.0,174.32903,3.230212
202404251118_33,176.0,173.21095,3.232857
202404251118_33,176.0,174.87442,3.2343767
202404251118_33,176.0,173.24721,3.231219
202404251118_33,176.0,174.57971,3.2389941
202404251118_33,176.0,174.1007,3.2391667
202404251118_33,176.0,173.86429,3.2279763
