DataKey,true_totEarWeight,predicted_totEarWeight,predicted_std_totEarWeight
202404301146_46,531.6,570.5151,5.408871
202404301146_46,531.6,573.05994,5.392005
202404301146_46,531.6,565.96155,5.3476133
202404301146_46,531.6,595.79987,5.65233
202404301146_47,670.97,706.7741,6.4451375
202404301146_47,670.97,701.3943,6.430109
202404301146_47,670.97,694.375,6.405524
202404301146_47,670.97,685.4521,6.395267
202404301146_47,670.97,711.88727,6.4904094
202404301146_47,670.97,700.4673,6.5050263
202404301146_47,670.97,722.39233,6.5707498
202404301146_47,670.97,702.9424,6.4694896
202404301146_47,670.97,643.4341,5.9957123
202404301146_47,670.97,622.58057,5.904086
202404301146_47,670.97,631.94965,5.856222
202404301146_47,670.97,636.7966,5.9247084
202404301146_47,670.97,621.3387,5.806159
202404301146_47,670.97,629.5105,5.879672
202404301146_47,670.97,634.003,5.882052
202404301146_47,670.97,634.1387,5.9277263
202404301146_47,670.97,639.8074,6.034288
202404301146_47,670.97,641.5605,5.9563913
202404301146_47,670.97,651.1151,6.0920334
202404301146_47,670.97,617.2764,5.949308
202404301146_48,544.77,567.28015,5.326397
202404301146_48,544.77,546.7145,5.137186
202404301146_48,544.77,575.0557,5.395493
202404301146_48,544.77,549.39185,5.17914
202404301146_48,544.77,571.1869,5.353334
202404301146_48,544.77,578.21106,5.362405
202404301146_48,544.77,592.88776,5.480674
202404301146_48,544.77,550.0408,5.1718793
202404301146_48,544.77,607.2191,5.694079
202404301146_48,544.77,566.6528,5.5010233
202404301146_48,544.77,549.5437,5.2088866
202404301146_48,544.77,552.04443,5.1818676
202404301146_48,544.77,561.13824,5.327704
202404301146_48,544.77,555.4308,5.2542877
202404301146_48,544.77,554.1682,5.250965
202404301146_48,544.77,549.81824,5.192684
202404301146_48,544.77,531.7164,5.1405354
202404301146_48,544.77,553.8255,5.203763
202404301146_48,544.77,562.6009,5.2997336
202404301146_48,544.77,610.4155,5.8518996
202404301146_49,855.2,874.4577,7.332512
202404301146_49,855.2,908.0041,7.6047993
202404301146_49,855.2,865.50415,7.3300557
202404301146_49,855.2,905.3636,7.6318755
202404301146_49,855.2,883.4619,7.431263
202404301146_49,855.2,879.4175,7.357726
202404301146_49,855.2,916.9925,7.630067
202404301146_49,855.2,918.25024,7.7121067
202404301146_49,855.2,1008.3266,8.630453
202404301146_49,855.2,832.051,7.2798176
202404301146_49,855.2,870.90015,7.3815804
202404301146_49,855.2,863.1561,7.3287888
202404301146_49,855.2,839.34,7.208216
202404301146_49,855.2,837.1453,7.2283225
202404301146_49,855.2,862.97614,7.3523927
202404301146_49,855.2,806.5866,6.985937
202404301146_49,855.2,859.3549,7.238225
202404301146_49,855.2,857.2462,7.320066
202404301146_49,855.2,961.23975,8.103071
202404301146_49,855.2,869.9614,7.4517856
202404301146_5,755.92,887.24695,7.571969
202404301146_5,755.92,904.55597,7.5901904
202404301146_5,755.92,926.21344,7.9024887
202404301146_5,755.92,954.6843,8.032595
202404301146_5,755.92,909.41534,7.7486916
202404301146_5,755.92,954.14545,8.036796
202404301146_5,755.92,890.2712,7.4960246
202404301146_5,755.92,941.6322,7.9119587
202404301146_5,755.92,995.53424,8.348095
202404301146_5,755.92,798.31586,6.878797
202404301146_5,755.92,964.0546,8.305583
202404301146_5,755.92,960.2156,8.187009
202404301146_5,755.92,970.2792,8.380151
202404301146_5,755.92,973.58746,8.287289
202404301146_5,755.92,978.0949,8.437479
202404301146_5,755.92,974.8594,8.320864
202404301146_5,755.92,955.1563,7.9955096
202404301146_5,755.92,971.3329,8.281579
202404301146_5,755.92,985.075,8.350248
202404301146_5,755.92,905.6213,7.8438706
202404301146_50,751.75,782.5822,6.71954
202404301146_50,751.75,771.00616,6.60908
202404301146_50,751.75,756.8208,6.5347395
202404301146_50,751.75,758.52783,6.543604
202404301146_50,751.75,767.2971,6.621703
202404301146_50,751.75,737.2817,6.345826
202404301146_50,751.75,754.99005,6.542856
202404301146_50,751.75,770.48785,6.6128683
202404301146_50,751.75,774.7772,6.690587
202404301146_50,751.75,763.20306,6.672379
202404301146_50,751.75,777.2619,6.673319
202404301146_50,751.75,733.9591,6.2875247
202404301146_50,751.75,733.4692,6.3844137
202404301146_50,751.75,722.5525,6.219036
202404301146_50,751.75,759.7943,6.5633216
202404301146_50,751.75,748.08374,6.3740263
202404301146_50,751.75,699.5129,6.024472
202404301146_50,751.75,738.8881,6.3250766
202404301146_50,751.75,759.42114,6.7229
202404301146_50,751.75,745.96136,6.556803
202404301146_51,633.22,610.4407,5.695628
202404301146_51,633.22,596.25836,5.616337
202404301146_51,633.22,625.4241,5.853725
202404301146_51,633.22,599.3712,5.653147
202404301146_51,633.22,617.0077,5.765781
202404301146_51,633.22,602.0154,5.6098127
202404301146_51,633.22,623.1403,5.8370137
202404301146_51,633.22,597.4522,5.6245184
202404301146_51,633.22,733.4645,6.565459
202404301146_51,633.22,621.1333,5.893426
202404301146_51,633.22,609.9654,5.7463145
202404301146_51,633.22,601.1909,5.704484
202404301146_51,633.22,626.8034,5.847502
202404301146_51,633.22,617.32886,5.7951064
202404301146_51,633.22,619.0042,5.80675
202404301146_51,633.22,616.7218,5.800753
202404301146_51,633.22,621.6499,5.9010963
202404301146_51,633.22,607.90234,5.7311273
202404301146_51,633.22,642.1186,6.054468
202404301146_51,633.22,581.65454,5.645785
202404301146_52,787.63,759.69257,6.5220766
202404301146_52,787.63,775.86206,6.6552744
202404301146_52,787.63,748.8357,6.481779
202404301146_52,787.63,803.07495,6.8664174
202404301146_52,787.63,758.18134,6.5265446
202404301146_52,787.63,782.2906,6.647411
202404301146_52,787.63,793.9069,6.7741747
202404301146_52,787.63,785.01984,6.724524
202404301146_52,787.63,780.09705,6.8254795
202404301146_52,787.63,809.29517,7.1737466
202404301146_52,787.63,751.2621,6.562638
202404301146_52,787.63,780.4596,6.694135
202404301146_52,787.63,748.42377,6.5600004
202404301146_52,787.63,756.28436,6.567235
202404301146_52,787.63,751.76514,6.5730667
202404301146_52,787.63,773.5527,6.6638336
202404301146_52,787.63,790.3717,6.7409544
202404301146_52,787.63,773.6242,6.6635666
202404301146_52,787.63,778.8509,6.601864
202404301146_52,787.63,782.9632,6.7547574
202404301146_53,565.74,512.10815,5.1973743
202404301146_53,565.74,541.02423,5.2819605
202404301146_53,565.74,532.04474,5.3297215
202404301146_53,565.74,567.24713,5.478621
202404301146_53,565.74,530.1942,5.3036137
202404301146_53,565.74,555.5646,5.33337
202404301146_53,565.74,547.02814,5.4805617
202404301146_53,565.74,554.5421,5.361373
202404301146_53,565.74,592.0872,5.846639
202404301146_53,565.74,589.9817,5.958378
202404301146_53,565.74,561.21545,5.5357795
202404301146_53,565.74,599.2205,5.798025
202404301146_53,565.74,569.82886,5.6010065
202404301146_53,565.74,606.94617,5.8668513
202404301146_53,565.74,567.75287,5.5894594
202404301146_53,565.74,581.6189,5.763752
202404301146_53,565.74,603.8316,5.912411
202404301146_53,565.74,603.7916,5.8330946
202404301146_53,565.74,566.4136,5.5114164
202404301146_53,565.74,576.52545,5.7582636
202404301146_54,800.58,779.357,6.7198257
202404301146_54,800.58,824.74567,6.999718
202404301146_54,800.58,769.16144,6.6866083
202404301146_54,800.58,809.6847,6.950457
202404301146_54,800.58,778.8839,6.7237225
202404301146_54,800.58,811.51337,6.892589
202404301146_54,800.58,784.11224,6.734585
202404301146_54,800.58,819.4526,6.9693813
202404301146_54,800.58,732.1236,6.395984
202404301146_54,800.58,748.02,6.625177
202404301146_54,800.58,759.95953,6.520111
202404301146_54,800.58,794.3412,6.706514
202404301146_54,800.58,756.0482,6.550289
202404301146_54,800.58,787.60736,6.741801
202404301146_54,800.58,768.28174,6.5935774
202404301146_54,800.58,775.78754,6.6002874
202404301146_54,800.58,829.8683,7.0266337
202404301146_54,800.58,797.5625,6.765226
202404301146_54,800.58,749.3323,6.4638305
202404301146_54,800.58,795.29193,6.9215794
202404301146_55,468.72,457.18503,4.7842345
202404301146_55,468.72,459.5615,4.729493
202404301146_55,468.72,451.26965,4.7749677
202404301146_55,468.72,442.23706,4.6500635
202404301146_55,468.72,449.3113,4.736232
202404301146_55,468.72,476.4713,4.8690786
202404301146_55,468.72,457.59366,4.7714534
202404301146_55,468.72,450.71088,4.671003
202404301146_55,468.72,472.9632,4.9594345
202404301146_55,468.72,442.81946,4.6793137
202404301146_55,468.72,477.31192,4.854412
202404301146_55,468.72,481.27026,4.9345965
202404301146_55,468.72,466.851,4.7997613
202404301146_55,468.72,471.68707,4.8668847
202404301146_55,468.72,470.96094,4.813671
202404301146_55,468.72,488.05194,4.9985
202404301146_55,468.72,486.5797,5.010295
202404301146_55,468.72,476.26205,4.9006953
202404301146_55,468.72,494.66846,5.020927
202404301146_55,468.72,470.9906,4.919782
202404301146_56,350.66,296.4438,4.8561544
202404301146_56,350.66,283.10284,4.6387434
202404301146_56,350.66,282.32333,4.6772733
202404301146_56,350.66,272.2995,4.537884
202404301146_56,350.66,288.43314,4.7651687
202404301146_56,350.66,276.87445,4.551108
202404301146_56,350.66,288.51218,4.8792768
202404301146_56,350.66,275.4028,4.552833
202404301146_56,350.66,282.02786,4.731519
202404301146_56,350.66,298.75912,4.9714026
202404301146_56,350.66,315.71112,4.8524933
202404301146_56,350.66,308.6159,4.822578
202404301146_56,350.66,301.27185,4.659442
202404301146_56,350.66,295.42438,4.7093987
202404301146_56,350.66,308.8864,4.749837
202404301146_56,350.66,298.1669,4.7136884
202404301146_56,350.66,307.5708,4.903896
202404301146_56,350.66,301.08856,4.7535563
202404301146_56,350.66,307.19977,4.837945
202404301146_56,350.66,289.901,4.735547
202404301146_57,487.4,487.95288,5.049166
202404301146_57,487.4,488.27917,4.908528
202404301146_57,487.4,504.45068,5.1545095
202404301146_57,487.4,499.1778,5.016983
202404301146_57,487.4,500.02863,5.125316
202404301146_57,487.4,495.68643,5.0229383
202404301146_57,487.4,483.31,4.9995394
202404301146_57,487.4,492.9839,4.942326
202404301146_57,487.4,460.328,4.877308
202404301146_57,487.4,435.42523,4.945892
202404301146_57,487.4,497.4737,5.168008
202404301146_57,487.4,473.05313,5.0902405
202404301146_57,487.4,513.5128,5.287281
202404301146_57,487.4,486.969,5.217046
202404301146_57,487.4,504.7799,5.220023
202404301146_57,487.4,487.18744,5.2231116
202404301146_57,487.4,484.75397,5.17324
202404301146_57,487.4,481.56265,5.195771
202404301146_57,487.4,495.98795,5.2522492
202404301146_57,487.4,508.48926,5.6369543
202404301146_58,718.0,878.8046,7.455339
202404301146_58,718.0,851.95,7.254842
202404301146_58,718.0,922.9764,7.910755
202404301146_58,718.0,925.4071,7.9495087
202404301146_58,718.0,907.3919,7.7337103
202404301146_58,718.0,864.255,7.474816
202404301146_58,718.0,864.3105,7.3758597
202404301146_58,718.0,895.62726,7.6353717
202404301146_58,718.0,903.43835,7.8127522
202404301146_58,718.0,808.2763,7.115897
202404301146_58,718.0,907.5539,7.895193
202404301146_58,718.0,863.96014,7.3384814
202404301146_58,718.0,979.71173,8.342514
202404301146_58,718.0,890.4094,7.67529
202404301146_58,718.0,956.6114,8.241732
202404301146_58,718.0,903.9375,7.718375
202404301146_58,718.0,891.3739,7.5954037
202404301146_58,718.0,886.96106,7.5770106
202404301146_58,718.0,888.5949,7.614308
202404301146_58,718.0,775.5729,7.050359
202404301146_59,353.22,335.01318,5.2705603
202404301146_59,353.22,310.22534,4.866729
202404301146_59,353.22,316.5829,5.17006
202404301146_59,353.22,296.67624,4.7719674
202404301146_59,353.22,324.52805,5.2030826
202404301146_59,353.22,300.05923,4.705375
202404301146_59,353.22,297.12488,4.849044
202404301146_59,353.22,296.3878,4.7379217
202404301146_59,353.22,349.10022,4.9093313
202404301146_59,353.22,313.04504,5.087593
202404301146_59,353.22,314.05804,4.7063193
202404301146_59,353.22,335.73206,4.754199
202404301146_59,353.22,304.89575,4.6293316
202404301146_59,353.22,322.13928,4.702691
202404301146_59,353.22,304.78094,4.6194873
202404301146_59,353.22,317.61667,4.6541753
202404301146_59,353.22,310.9857,4.664546
202404301146_59,353.22,327.0133,4.7162414
202404301146_59,353.22,364.1689,4.9377093
202404301146_59,353.22,344.89255,5.07207
202404301146_6,896.55,874.99994,7.4947553
202404301146_6,896.55,922.4966,7.8143544
202404301146_6,896.55,870.3769,7.445694
202404301146_6,896.55,916.2386,7.80172
202404301146_6,896.55,874.9997,7.495453
202404301146_6,896.55,918.2838,7.815157
202404301146_6,896.55,905.6764,7.6351914
202404301146_6,896.55,924.85815,7.8566017
202404301146_6,896.55,977.97723,8.330497
202404301146_6,896.55,918.3338,7.95039
202404301146_6,896.55,925.0264,7.9240046
202404301146_6,896.55,874.5963,7.4466386
202404301146_6,896.55,925.4081,7.967616
202404301146_6,896.55,875.8781,7.4971433
202404301146_6,896.55,929.7846,7.9906087
202404301146_6,896.55,871.4655,7.4233
202404301146_6,896.55,897.9668,7.597447
202404301146_6,896.55,876.8009,7.487997
202404301146_6,896.55,956.7458,8.118056
202404301146_6,896.55,972.30347,8.396699
202404301146_60,610.78,645.4766,6.3263755
202404301146_60,610.78,631.6635,6.060864
202404301146_60,610.78,672.69305,6.5540013
202404301146_60,610.78,650.3727,6.234803
202404301146_60,610.78,663.9101,6.4601693
202404301146_60,610.78,640.8046,6.142498
202404301146_60,610.78,669.98126,6.438343
202404301146_60,610.78,644.864,6.1496105
202404301146_60,610.78,546.115,5.796984
202404301146_60,610.78,616.88806,6.2612934
202404301146_60,610.78,590.64453,5.7519407
202404301146_60,610.78,590.8122,5.716402
202404301146_60,610.78,584.15515,5.7379465
202404301146_60,610.78,591.42926,5.7779207
202404301146_60,610.78,589.44934,5.740623
202404301146_60,610.78,583.64026,5.7357945
202404301146_60,610.78,582.94214,5.7264485
202404301146_60,610.78,592.5273,5.7383795
202404301146_60,610.78,540.00397,5.5203915
202404301146_60,610.78,628.9298,6.110946
202404301146_61,565.09,584.6744,5.544582
202404301146_61,565.09,564.52435,5.4819903
202404301146_61,565.09,578.70435,5.5203786
202404301146_61,565.09,573.12744,5.5523195
202404301146_61,565.09,590.7013,5.579589
202404301146_61,565.09,545.041,5.414535
202404301146_61,565.09,570.95715,5.677979
202404301146_61,565.09,577.4616,5.54487
202404301146_61,565.09,539.25543,5.46206
202404301146_61,565.09,541.1303,5.2463923
202404301146_61,565.09,584.46954,5.9733677
202404301146_61,565.09,528.70056,5.331395
202404301146_61,565.09,580.49,5.934284
202404301146_61,565.09,523.9925,5.335009
202404301146_61,565.09,589.8755,5.9956336
202404301146_61,565.09,518.82324,5.2596016
202404301146_61,565.09,538.8431,5.5344815
202404301146_61,565.09,534.1251,5.386373
202404301146_61,565.09,554.6974,5.5350122
202404301146_61,565.09,517.9179,5.556488
202404301146_62,269.85,269.84457,4.2154427
202404301146_62,269.85,242.88002,3.9701958
202404301146_62,269.85,253.87314,4.0612426
202404301146_62,269.85,235.24268,3.8877568
202404301146_62,269.85,260.6392,4.1080523
202404301146_62,269.85,240.704,3.9471602
202404301146_62,269.85,246.36589,3.97132
202404301146_62,269.85,238.11086,3.9128528
202404301146_62,269.85,270.5833,4.169576
202404301146_62,269.85,248.59558,4.0501733
202404301146_62,269.85,269.6324,4.1433396
202404301146_62,269.85,250.23677,3.9502528
202404301146_62,269.85,252.62167,4.007322
202404301146_62,269.85,238.83426,3.8624263
202404301146_62,269.85,260.19232,4.0696893
202404301146_62,269.85,255.3498,3.9494543
202404301146_62,269.85,247.28423,3.9444146
202404301146_62,269.85,242.89146,3.880182
202404301146_62,269.85,269.36325,4.14491
202404301146_62,269.85,251.1888,4.023971
202404301146_63,306.76,271.01398,4.6853886
202404301146_63,306.76,259.99,4.506291
202404301146_63,306.76,264.02472,4.5200562
202404301146_63,306.76,258.1378,4.437716
202404301146_63,306.76,269.2531,4.6292176
202404301146_63,306.76,253.56345,4.4411798
202404301146_63,306.76,274.7778,4.790936
202404301146_63,306.76,258.16678,4.455152
202404301146_63,306.76,281.27908,4.7869577
202404301146_63,306.76,238.09451,4.3733664
202404301146_63,306.76,279.17264,4.6863356
202404301146_63,306.76,279.66232,4.6455035
202404301146_63,306.76,272.82797,4.6097507
202404301146_63,306.76,274.69455,4.540752
202404301146_63,306.76,273.92316,4.6404696
202404301146_63,306.76,266.0415,4.545768
202404301146_63,306.76,285.86154,4.6612916
202404301146_63,306.76,275.65698,4.572875
202404301146_63,306.76,293.58966,4.9166455
202404301146_63,306.76,257.1619,4.470948
202404301146_64,406.87,403.10507,5.500859
202404301146_64,406.87,406.37027,5.3396153
202404301146_64,406.87,383.63596,5.347495
202404301146_64,406.87,390.57806,5.452318
202404301146_64,406.87,400.81277,5.36979
202404301146_64,406.87,377.66058,5.1771493
202404301146_64,406.87,382.7604,5.464854
202404301146_64,406.87,399.24582,5.3940725
202404301146_64,406.87,412.39236,5.5844936
202404301146_64,406.87,368.60867,5.976756
202404301146_64,406.87,372.46472,5.1049147
202404301146_64,406.87,383.13327,5.0711894
202404301146_64,406.87,367.9853,5.2814937
202404301146_64,406.87,385.94794,5.0293384
202404301146_64,406.87,368.99408,5.1841583
202404301146_64,406.87,380.03967,4.882198
202404301146_64,406.87,351.00165,4.9852915
202404301146_64,406.87,378.56345,5.028111
202404301146_64,406.87,348.4599,5.0813518
202404301146_64,406.87,352.98853,5.3338475
202404301146_65,431.12,455.08856,5.2347856
202404301146_65,431.12,479.27112,5.212535
202404301146_65,431.12,469.2138,5.25891
202404301146_65,431.12,476.24677,5.2764816
202404301146_65,431.12,460.21606,5.2129974
202404301146_65,431.12,492.42993,5.240873
202404301146_65,431.12,433.8509,5.2129865
202404301146_65,431.12,479.77475,5.217104
202404301146_65,431.12,525.0919,5.68963
202404301146_65,431.12,425.476,5.285528
202404301146_65,431.12,493.91498,5.2298994
202404301146_65,431.12,481.97873,5.3290205
202404301146_65,431.12,531.27167,5.5275545
202404301146_65,431.12,546.93805,5.822486
202404301146_65,431.12,507.75223,5.31502
202404301146_65,431.12,554.06836,5.8443794
202404301146_65,431.12,520.92456,5.7980914
202404301146_65,431.12,522.09296,5.635505
202404301146_65,431.12,431.07272,4.958837
202404301146_65,431.12,421.81876,5.343657
202404301146_66,376.16,305.46915,5.1673594
202404301146_66,376.16,298.43863,5.13197
202404301146_66,376.16,327.8904,5.296454
202404301146_66,376.16,307.8369,5.101891
202404301146_66,376.16,324.52774,5.36095
202404301146_66,376.16,314.46448,5.2621713
202404301146_66,376.16,316.8013,5.285621
202404301146_66,376.16,309.8021,5.2134037
202404301146_66,376.16,293.31262,5.075427
202404301146_66,376.16,286.84195,5.2570972
202404301146_66,376.16,332.82144,5.290243
202404301146_66,376.16,309.23727,5.0179553
202404301146_66,376.16,345.9509,5.3008966
202404301146_66,376.16,332.0867,5.3013144
202404301146_66,376.16,341.40503,5.3351526
202404301146_66,376.16,313.97287,4.928427
202404301146_66,376.16,292.9601,4.8624215
202404301146_66,376.16,314.26184,5.1128097
202404301146_66,376.16,292.32666,4.8949957
202404301146_66,376.16,276.4202,5.0065203
202404301146_67,327.38,312.09814,5.075733
202404301146_67,327.38,282.96036,4.684989
202404301146_67,327.38,293.0565,4.891427
202404301146_67,327.38,285.96048,4.687095
202404301146_67,327.38,303.1219,4.989367
202404301146_67,327.38,299.2438,4.680894
202404301146_67,327.38,269.06967,4.5706663
202404301146_67,327.38,284.07727,4.682017
202404301146_67,327.38,317.77863,5.095678
202404301146_67,327.38,284.54044,4.9774346
202404301146_67,327.38,298.17358,4.9945884
202404301146_67,327.38,304.2557,5.011308
202404301146_67,327.38,299.29413,4.9801483
202404301146_67,327.38,298.56177,4.8742948
202404301146_67,327.38,295.94052,4.94973
202404301146_67,327.38,293.2538,4.8432007
202404301146_67,327.38,290.25424,4.7894473
202404301146_67,327.38,298.63788,4.89189
202404301146_67,327.38,282.3467,4.715582
202404301146_67,327.38,276.11218,4.854578
202404301146_68,293.07,250.21944,4.571331
202404301146_68,293.07,248.90735,4.5372844
202404301146_68,293.07,260.33984,4.6713524
202404301146_68,293.07,243.09097,4.379292
202404301146_68,293.07,250.5406,4.557555
202404301146_68,293.07,242.51775,4.430889
202404301146_68,293.07,250.90642,4.474678
202404301146_68,293.07,245.91493,4.4438777
202404301146_68,293.07,267.0029,4.6766453
202404301146_68,293.07,240.97327,4.5717034
202404301146_68,293.07,249.2186,4.440765
202404301146_68,293.07,279.62833,4.8077545
202404301146_68,293.07,238.7388,4.2519245
202404301146_68,293.07,274.7657,4.767745
202404301146_68,293.07,242.46857,4.3313823
202404301146_68,293.07,280.41046,4.9511495
202404301146_68,293.07,277.2033,4.815461
202404301146_68,293.07,277.042,4.7974606
202404301146_68,293.07,247.95088,4.2421727
202404301146_68,293.07,247.5126,4.563763
202404301146_69,176.21,249.22182,4.457547
202404301146_69,176.21,246.04375,4.4557104
202404301146_69,176.21,251.49036,4.410907
202404301146_69,176.21,244.27591,4.3268867
202404301146_69,176.21,248.46626,4.429531
202404301146_69,176.21,242.72864,4.223989
202404301146_69,176.21,239.59837,4.3273816
202404301146_69,176.21,243.26962,4.362468
202404301146_69,176.21,234.89435,4.4304996
202404301146_69,176.21,236.78981,4.646108
202404301146_69,176.21,239.24995,4.3195114
202404301146_69,176.21,226.64879,4.1324944
202404301146_69,176.21,241.35583,4.290864
202404301146_69,176.21,227.42265,4.0676417
202404301146_69,176.21,237.84647,4.2890406
202404301146_69,176.21,222.34639,3.993852
202404301146_69,176.21,224.62158,4.1360517
202404301146_69,176.21,225.11714,4.0903997
202404301146_69,176.21,231.35007,4.362601
202404301146_69,176.21,225.53616,4.2247543
202404301146_7,880.78,882.5243,7.4639134
202404301146_7,880.78,940.50134,7.976643
202404301146_7,880.78,896.43646,7.618375
202404301146_7,880.78,946.456,8.089999
202404301146_7,880.78,895.93994,7.577784
202404301146_7,880.78,939.8934,8.000004
202404301146_7,880.78,866.26636,7.2829413
202404301146_7,880.78,952.1481,8.1114855
202404301146_7,880.78,876.8601,7.302109
202404301146_7,880.78,854.22424,7.461999
202404301146_7,880.78,903.17804,7.5247445
202404301146_7,880.78,866.0595,7.2092333
202404301146_7,880.78,927.3715,7.772686
202404301146_7,880.78,878.30927,7.361744
202404301146_7,880.78,912.6713,7.623524
202404301146_7,880.78,876.6281,7.3257275
202404301146_7,880.78,833.88495,6.9190245
202404301146_7,880.78,875.82855,7.305453
202404301146_7,880.78,808.2608,6.809704
202404301146_7,880.78,871.6542,7.4039946
202404301146_70,265.95,278.96024,4.709871
202404301146_70,265.95,262.37396,4.4121485
202404301146_70,265.95,268.38544,4.609825
202404301146_70,265.95,276.90665,4.6055946
202404301146_70,265.95,272.25772,4.6263194
202404301146_70,265.95,297.89554,4.6083007
202404301146_70,265.95,261.44342,4.517458
202404301146_70,265.95,268.96576,4.4939632
202404301146_70,265.95,279.91455,4.731723
202404301146_70,265.95,282.5792,4.9043193
202404301146_70,265.95,277.27573,4.5861177
202404301146_70,265.95,291.5046,4.6553254
202404301146_70,265.95,267.61896,4.419575
202404301146_70,265.95,304.26978,4.832618
202404301146_70,265.95,270.6808,4.4792476
202404301146_70,265.95,279.04337,4.474852
202404301146_70,265.95,281.74374,4.6667147
202404301146_70,265.95,296.4163,4.730789
202404301146_70,265.95,320.96616,4.7682247
202404301146_70,265.95,282.5287,4.776032
202404301146_71,293.9,313.19705,4.8926706
202404301146_71,293.9,292.23395,4.7692943
202404301146_71,293.9,281.55936,4.623571
202404301146_71,293.9,282.65796,4.689832
202404301146_71,293.9,292.01132,4.7030344
202404301146_71,293.9,318.15057,4.8996525
202404301146_71,293.9,279.24554,4.683927
202404301146_71,293.9,286.08572,4.7177672
202404301146_71,293.9,287.36542,4.666675
202404301146_71,293.9,301.7881,5.187438
202404301146_71,293.9,255.40132,4.3010826
202404301146_71,293.9,260.2436,4.273876
202404301146_71,293.9,249.83522,4.182927
202404301146_71,293.9,278.3642,4.5280128
202404301146_71,293.9,249.6489,4.2018175
202404301146_71,293.9,268.4811,4.3210545
202404301146_71,293.9,255.39917,4.2216372
202404301146_71,293.9,260.5624,4.2770987
202404301146_71,293.9,279.9869,4.668505
202404301146_71,293.9,244.06279,4.2525473
202404301146_72,630.8,622.93335,5.9578104
202404301146_72,630.8,603.5226,5.706706
202404301146_72,630.8,640.52045,6.076879
202404301146_72,630.8,626.5931,5.8803267
202404301146_72,630.8,636.4947,6.044941
202404301146_72,630.8,621.4266,5.838071
202404301146_72,630.8,576.3207,5.606303
202404301146_72,630.8,614.1317,5.7844157
202404301146_72,630.8,607.67267,5.8811426
202404301146_72,630.8,604.06104,5.956723
202404301146_72,630.8,639.78424,6.079577
202404301146_72,630.8,614.0052,5.8469143
202404301146_72,630.8,645.93146,6.1354294
202404301146_72,630.8,619.5201,5.885086
202404301146_72,630.8,656.1904,6.195372
202404301146_72,630.8,596.9282,5.750584
202404301146_72,630.8,579.8258,5.6216373
202404301146_72,630.8,617.85535,5.8743243
202404301146_72,630.8,571.0689,5.496506
202404301146_72,630.8,658.8256,6.2242465
202404301146_73,501.76,511.90222,5.3791804
202404301146_73,501.76,521.8869,5.301234
202404301146_73,501.76,504.25732,5.434499
202404301146_73,501.76,498.17307,5.2830787
202404301146_73,501.76,506.19263,5.381057
202404301146_73,501.76,499.92554,5.241993
202404301146_73,501.76,533.0907,5.665954
202404301146_73,501.76,511.19296,5.263897
202404301146_73,501.76,488.4003,5.2684298
202404301146_73,501.76,473.76447,5.277251
202404301146_73,501.76,500.0964,5.190558
202404301146_73,501.76,516.32733,5.2173004
202404301146_73,501.76,496.32483,5.1222878
202404301146_73,501.76,520.9853,5.2695384
202404301146_73,501.76,501.49286,5.1576943
202404301146_73,501.76,514.2055,5.2000837
202404301146_73,501.76,515.55035,5.285399
202404301146_73,501.76,521.2044,5.2612853
202404301146_73,501.76,521.1964,5.456422
202404301146_73,501.76,461.2751,5.0493965
202404301146_74,294.75,302.34204,5.2372465
202404301146_74,294.75,262.77618,4.665326
202404301146_74,294.75,295.41052,5.2584004
202404301146_74,294.75,248.41434,4.4811177
202404301146_74,294.75,308.6649,5.397291
202404301146_74,294.75,256.17194,4.486927
202404301146_74,294.75,250.6977,4.504338
202404301146_74,294.75,257.8749,4.6047654
202404301146_74,294.75,350.143,5.8965387
202404301146_74,294.75,292.75354,5.5797043
202404301146_74,294.75,342.61444,5.9404078
202404301146_74,294.75,282.2258,4.8893547
202404301146_74,294.75,322.57007,5.688706
202404301146_74,294.75,269.70966,4.7021923
202404301146_74,294.75,338.53128,5.8522015
202404301146_74,294.75,280.64807,4.8801775
202404301146_74,294.75,260.32578,4.6535363
202404301146_74,294.75,276.8984,4.8112855
202404301146_74,294.75,288.18283,5.0600157
202404301146_74,294.75,274.5486,5.047717
202404301146_75,246.35,294.15024,5.4152145
202404301146_75,246.35,259.14093,4.7160425
202404301146_75,246.35,289.5117,5.1877656
202404301146_75,246.35,278.83246,4.855504
202404301146_75,246.35,295.29257,5.3741217
202404301146_75,246.35,278.81393,4.9022546
202404301146_75,246.35,285.02402,5.0401735
202404301146_75,246.35,276.3236,4.911131
202404301146_75,246.35,370.0895,6.207072
202404301146_75,246.35,285.35153,5.273303
202404301146_75,246.35,282.94885,5.024091
202404301146_75,246.35,315.27545,5.4528484
202404301146_75,246.35,350.82156,5.840533
202404301146_75,246.35,344.77856,5.7989125
202404301146_75,246.35,318.70328,5.5509057
202404301146_75,246.35,268.79202,4.8163576
202404301146_75,246.35,299.01077,5.2114644
202404301146_75,246.35,340.71997,5.7747436
202404301146_75,246.35,345.052,6.303787
202404301146_75,246.35,345.01935,6.3244476
202404301146_76,228.85,229.0728,4.123118
202404301146_76,228.85,213.6073,3.8835897
202404301146_76,228.85,216.53207,3.965527
202404301146_76,228.85,204.16023,3.7758126
202404301146_76,228.85,220.27074,4.0094795
202404301146_76,228.85,222.287,3.9105735
