DataKey,true_totEarWeight,predicted_totEarWeight,predicted_std_totEarWeight
202404251118_2,974.34,926.1971,8.00902
202404251118_2,974.34,909.6718,7.8805156
202404251118_2,974.34,922.8283,8.068757
202404251118_2,974.34,920.1499,7.9843655
202404251118_2,974.34,923.1995,8.019309
202404251118_2,974.34,949.6666,8.192681
202404251118_2,974.34,889.4291,7.680769
202404251118_2,974.34,919.81696,7.964955
202404251118_2,974.34,831.28516,7.3349175
202404251118_2,974.34,914.4913,7.933475
202404251118_20,930.48,970.6026,8.222876
202404251118_20,930.48,965.0698,8.204209
202404251118_20,930.48,963.1805,8.229133
202404251118_20,930.48,976.5893,8.341616
202404251118_20,930.48,968.40515,8.23422
202404251118_20,930.48,990.24066,8.431054
202404251118_20,930.48,994.17645,8.513055
202404251118_20,930.48,974.96,8.3125515
202404251118_20,930.48,938.0831,7.8097277
202404251118_20,930.48,982.6787,8.48756
202404251118_20,930.48,887.3608,7.4908724
202404251118_20,930.48,880.3144,7.4557076
202404251118_20,930.48,858.59875,7.278294
202404251118_20,930.48,875.7281,7.4195294
202404251118_20,930.48,874.24884,7.381489
202404251118_20,930.48,831.2966,6.9926977
202404251118_20,930.48,856.445,7.2561874
202404251118_20,930.48,869.6967,7.3734174
202404251118_20,930.48,884.1193,7.409741
202404251118_20,930.48,951.0373,8.140756
202404251118_21,647.56,595.1236,5.8818836
202404251118_21,647.56,572.1585,5.6993346
202404251118_21,647.56,612.4292,6.1424866
202404251118_21,647.56,616.28613,6.145106
202404251118_21,647.56,603.6178,5.9689436
202404251118_21,647.56,587.4068,5.8977757
202404251118_21,647.56,547.9752,5.5595336
202404251118_21,647.56,591.1606,5.8488593
202404251118_21,647.56,611.73975,5.969369
202404251118_21,647.56,526.5478,5.7170496
202404251118_21,647.56,550.3168,5.536252
202404251118_21,647.56,590.5286,5.8040204
202404251118_21,647.56,570.77905,5.7113256
202404251118_21,647.56,618.6151,6.198611
202404251118_21,647.56,561.6273,5.615015
202404251118_21,647.56,606.6598,6.138182
202404251118_21,647.56,598.94293,6.0570946
202404251118_21,647.56,600.4689,5.934043
202404251118_21,647.56,603.238,5.9133177
202404251118_21,647.56,563.8339,5.91005
202404251118_22,588.9,866.58856,7.420706
202404251118_22,588.9,882.1996,7.485175
202404251118_22,588.9,881.12024,7.553648
202404251118_22,588.9,895.1579,7.6370435
202404251118_22,588.9,875.79144,7.4933853
202404251118_22,588.9,930.3521,7.8126574
202404251118_22,588.9,918.53906,7.74414
202404251118_22,588.9,890.80927,7.570009
202404251118_22,588.9,923.5355,7.6747503
202404251118_22,588.9,907.29144,8.009562
202404251118_22,588.9,873.7537,7.229483
202404251118_22,588.9,837.13916,7.0770745
202404251118_22,588.9,876.5882,7.3407106
202404251118_22,588.9,852.1908,7.2457232
202404251118_22,588.9,872.1051,7.2532134
202404251118_22,588.9,857.9544,7.1540585
202404251118_22,588.9,824.1589,7.027361
202404251118_22,588.9,838.2679,7.106007
202404251118_22,588.9,886.7159,7.3665223
202404251118_22,588.9,953.2909,7.9440703
202404251118_23,795.56,742.88116,6.7060175
202404251118_23,795.56,740.97205,6.570729
202404251118_23,795.56,760.8156,6.9418707
202404251118_23,795.56,751.82794,6.787229
202404251118_23,795.56,745.784,6.7702103
202404251118_23,795.56,743.3067,6.631835
202404251118_23,795.56,750.3475,6.655745
202404251118_23,795.56,748.7824,6.6906047
202404251118_23,795.56,820.92896,7.2669754
202404251118_23,795.56,743.0767,6.7187276
202404251118_23,795.56,747.96747,6.6987276
202404251118_23,795.56,725.18567,6.5277762
202404251118_23,795.56,735.47437,6.74465
202404251118_23,795.56,721.1548,6.5632567
202404251118_23,795.56,734.6435,6.651745
202404251118_23,795.56,738.5749,6.65175
202404251118_23,795.56,734.86456,6.657674
202404251118_23,795.56,718.41864,6.502522
202404251118_23,795.56,799.29956,6.94327
202404251118_23,795.56,758.4718,6.8309474
202404251118_24,720.93,738.4228,6.5738173
202404251118_24,720.93,727.1004,6.410508
202404251118_24,720.93,732.7287,6.6149144
202404251118_24,720.93,727.7618,6.4807343
202404251118_24,720.93,740.8173,6.62955
202404251118_24,720.93,730.39764,6.418821
202404251118_24,720.93,707.61017,6.2430406
202404251118_24,720.93,725.02637,6.4243703
202404251118_24,720.93,639.5537,5.8546834
202404251118_24,720.93,677.41504,6.117309
202404251118_24,720.93,703.8551,6.319998
202404251118_24,720.93,727.8545,6.3798246
202404251118_24,720.93,695.0992,6.305854
202404251118_24,720.93,718.09033,6.372115
202404251118_24,720.93,699.8994,6.305725
202404251118_24,720.93,727.1496,6.327588
202404251118_24,720.93,710.58325,6.3238187
202404251118_24,720.93,722.4287,6.365769
202404251118_24,720.93,644.3237,5.905219
202404251118_24,720.93,683.52783,6.1151342
202404251118_25,907.43,850.56946,7.2343516
202404251118_25,907.43,892.7974,7.551694
202404251118_25,907.43,846.71277,7.2610083
202404251118_25,907.43,910.20935,7.7671123
202404251118_25,907.43,855.6477,7.3126445
202404251118_25,907.43,882.88916,7.327257
202404251118_25,907.43,907.2365,7.6598973
202404251118_25,907.43,903.4497,7.6793118
202404251118_25,907.43,910.87585,7.7012143
202404251118_25,907.43,920.52203,7.894021
202404251118_25,907.43,913.1401,7.8344917
202404251118_25,907.43,896.5754,7.6791177
202404251118_25,907.43,909.42255,7.7897
202404251118_25,907.43,896.07275,7.705738
202404251118_25,907.43,910.534,7.802261
202404251118_25,907.43,891.8138,7.6046033
202404251118_25,907.43,917.6102,7.7755737
202404251118_25,907.43,896.42053,7.698854
202404251118_25,907.43,970.58405,8.447112
202404251118_25,907.43,1012.30023,8.645584
202404251118_26,935.17,908.033,7.768901
202404251118_26,935.17,914.0062,7.90554
202404251118_26,935.17,942.5764,8.122143
202404251118_26,935.17,953.3844,8.2476425
202404251118_26,935.17,928.0033,7.9805
202404251118_26,935.17,977.2683,8.3919735
202404251118_26,935.17,894.9884,7.7079835
202404251118_26,935.17,936.77435,8.10692
202404251118_26,935.17,894.4901,7.4357224
202404251118_26,935.17,983.75836,8.569044
202404251118_26,935.17,926.2742,7.785309
202404251118_26,935.17,969.1997,8.134044
202404251118_26,935.17,899.44684,7.630804
202404251118_26,935.17,955.1841,8.039148
202404251118_26,935.17,912.1761,7.717084
202404251118_26,935.17,987.94147,8.260232
202404251118_26,935.17,937.9121,7.8198004
202404251118_26,935.17,958.484,8.054921
202404251118_26,935.17,926.9565,7.656076
202404251118_26,935.17,930.2996,7.9129205
202404251118_27,623.19,621.3895,5.7955594
202404251118_27,623.19,612.2274,5.7248697
202404251118_27,623.19,632.9186,5.913549
202404251118_27,623.19,634.1961,5.904555
202404251118_27,623.19,628.1217,5.8482985
202404251118_27,623.19,625.8212,5.836971
202404251118_27,623.19,625.6643,5.8769517
202404251118_27,623.19,625.01764,5.822037
202404251118_27,623.19,622.08685,5.82495
202404251118_27,623.19,640.3401,6.113057
202404251118_27,623.19,610.0513,5.7713656
202404251118_27,623.19,591.25275,5.6528277
202404251118_27,623.19,611.0343,5.801194
202404251118_27,623.19,608.7878,5.834305
202404251118_27,623.19,610.05646,5.7696605
202404251118_27,623.19,601.00433,5.8382926
202404251118_27,623.19,620.7516,5.9238086
202404251118_27,623.19,600.974,5.744707
202404251118_27,623.19,623.67816,5.834549
202404251118_27,623.19,578.0422,5.6565604
202404251118_28,706.52,651.0137,6.0052595
202404251118_28,706.52,749.0016,6.5316787
202404251118_28,706.52,631.8288,5.939422
202404251118_28,706.52,758.45825,6.643037
202404251118_28,706.52,641.7963,5.9707656
202404251118_28,706.52,752.1026,6.615732
202404251118_28,706.52,732.23096,6.515168
202404251118_28,706.52,748.91187,6.5318575
202404251118_28,706.52,757.9681,6.8912964
202404251118_28,706.52,738.7582,6.7180676
202404251118_28,706.52,652.02765,6.1624956
202404251118_28,706.52,706.4027,6.3807163
202404251118_28,706.52,659.38617,6.2093377
202404251118_28,706.52,704.67645,6.5022683
202404251118_28,706.52,655.77893,6.1891356
202404251118_28,706.52,720.45197,6.5647645
202404251118_28,706.52,703.9327,6.4230986
202404251118_28,706.52,707.4492,6.4365845
202404251118_28,706.52,629.60785,5.949153
202404251118_28,706.52,673.5839,6.182795
202404251118_29,852.04,832.6242,7.2380733
202404251118_29,852.04,849.3634,7.2405076
202404251118_29,852.04,859.42944,7.474312
202404251118_29,852.04,860.00946,7.381516
202404251118_29,852.04,844.8752,7.3340917
202404251118_29,852.04,882.9943,7.5194
202404251118_29,852.04,824.67035,7.03207
202404251118_29,852.04,855.37714,7.300414
202404251118_29,852.04,806.05237,6.9699554
202404251118_29,852.04,855.5476,7.4102306
202404251118_29,852.04,793.1802,6.7914586
202404251118_29,852.04,785.01404,6.768127
202404251118_29,852.04,817.017,7.0265393
202404251118_29,852.04,824.2564,7.0926495
202404251118_29,852.04,805.2395,6.904998
202404251118_29,852.04,850.936,7.2736034
202404251118_29,852.04,810.6037,6.9801373
202404251118_29,852.04,804.22375,6.9117413
202404251118_29,852.04,836.94073,7.240779
202404251118_29,852.04,825.9523,7.301141
202404251118_3,524.38,505.16602,5.1785603
202404251118_3,524.38,523.0645,5.08174
202404251118_3,524.38,514.96454,5.352885
202404251118_3,524.38,528.8939,5.134674
202404251118_3,524.38,512.67883,5.2385316
202404251118_3,524.38,516.9349,5.062874
202404251118_3,524.38,513.02435,5.0853915
202404251118_3,524.38,525.9594,5.0943375
202404251118_3,524.38,517.03973,5.2206297
202404251118_3,524.38,500.81497,5.0895615
202404251118_3,524.38,495.08627,5.0762677
202404251118_3,524.38,495.7291,5.0833793
202404251118_3,524.38,516.05444,5.2097898
202404251118_3,524.38,514.98175,5.232793
202404251118_3,524.38,506.3021,5.158427
202404251118_3,524.38,504.53598,5.2100368
202404251118_3,524.38,504.5993,5.224013
202404251118_3,524.38,503.46774,5.137953
202404251118_3,524.38,488.60706,5.043689
202404251118_3,524.38,504.18298,5.2443094
202404251118_30,1001.05,977.79047,8.416265
202404251118_30,1001.05,999.6319,8.638903
202404251118_30,1001.05,961.98096,8.378399
202404251118_30,1001.05,1003.6394,8.790402
202404251118_30,1001.05,976.7345,8.46058
202404251118_30,1001.05,987.53204,8.616093
202404251118_30,1001.05,966.8197,8.389368
202404251118_30,1001.05,1000.87695,8.709114
202404251118_30,1001.05,1046.6792,9.0570345
202404251118_30,1001.05,937.006,8.215666
202404251118_30,1001.05,954.96735,8.167639
202404251118_30,1001.05,1015.6478,8.686667
202404251118_30,1001.05,948.29614,8.108455
202404251118_30,1001.05,1010.1959,8.703547
202404251118_30,1001.05,951.90125,8.130431
202404251118_30,1001.05,1017.7262,8.785462
202404251118_30,1001.05,1001.1767,8.612131
202404251118_30,1001.05,1014.9506,8.707121
202404251118_30,1001.05,956.51715,8.2857685
202404251118_30,1001.05,994.39294,8.425938
202404251118_31,851.09,793.3486,6.9291244
202404251118_31,851.09,855.3,7.377985
202404251118_31,851.09,814.9171,7.0756574
202404251118_31,851.09,872.88995,7.590625
202404251118_31,851.09,814.9249,7.062555
202404251118_31,851.09,866.44446,7.393543
202404251118_31,851.09,785.6533,6.940273
202404251118_31,851.09,870.4236,7.5207
202404251118_31,851.09,795.14874,6.7835236
202404251118_31,851.09,867.6688,7.713622
202404251118_31,851.09,802.85803,7.008562
202404251118_31,851.09,787.754,6.8778467
202404251118_31,851.09,840.7008,7.2726884
202404251118_31,851.09,795.1559,6.892664
202404251118_31,851.09,820.40375,7.1186657
202404251118_31,851.09,800.2202,6.905908
202404251118_31,851.09,799.9265,6.9495273
202404251118_31,851.09,788.40717,6.84103
202404251118_31,851.09,873.3798,7.361706
202404251118_31,851.09,912.0423,7.9720225
202404251118_32,847.07,899.7915,7.6638436
202404251118_32,847.07,843.5122,7.187928
202404251118_32,847.07,923.69855,7.871286
202404251118_32,847.07,845.29004,7.234018
202404251118_32,847.07,909.334,7.7485437
202404251118_32,847.07,858.7846,7.305928
202404251118_32,847.07,884.06573,7.557269
202404251118_32,847.07,840.61755,7.1831937
202404251118_32,847.07,1013.2033,8.273388
202404251118_32,847.07,952.6792,8.207804
202404251118_32,847.07,807.6431,6.871313
202404251118_32,847.07,803.40717,6.835888
202404251118_32,847.07,787.0574,6.8002486
202404251118_32,847.07,806.7369,6.9291935
202404251118_32,847.07,793.7053,6.798796
202404251118_32,847.07,802.93744,6.9150505
202404251118_32,847.07,844.0637,7.1547227
202404251118_32,847.07,801.9626,6.852652
202404251118_32,847.07,872.08545,7.2483115
202404251118_32,847.07,992.82025,8.316312
202404251118_33,516.48,497.0559,5.0726924
202404251118_33,516.48,500.46112,5.043854
202404251118_33,516.48,506.64783,5.1091566
202404251118_33,516.48,507.39822,5.1083217
202404251118_33,516.48,505.36124,5.0981035
202404251118_33,516.48,505.5169,5.1104817
202404251118_33,516.48,515.6047,5.167992
202404251118_33,516.48,505.6196,5.0821443
202404251118_33,516.48,532.0595,5.215501
202404251118_33,516.48,522.75726,5.136368
202404251118_33,516.48,537.5333,5.268738
202404251118_33,516.48,527.3887,5.136791
202404251118_33,516.48,534.2464,5.234026
202404251118_33,516.48,541.2985,5.2221665
202404251118_33,516.48,533.76263,5.2372603
202404251118_33,516.48,534.58044,5.183976
202404251118_33,516.48,532.3652,5.192421
202404251118_33,516.48,533.8898,5.1680746
