DataKey,true_totalSeedWeightAfterDry,predicted_totalSeedWeightAfterDry,predicted_std_totalSeedWeightAfterDry
202405311536_13,99.92,84.11851,2.5344076
202405311536_13,99.92,98.0042,2.7630455
202405311536_13,99.92,98.32821,2.5599365
202405311536_13,99.92,98.75642,2.518544
202405311536_13,99.92,100.218376,2.5686274
202405311536_13,99.92,99.49241,2.5237274
202405311536_13,99.92,99.94246,2.5736916
202405311536_13,99.92,100.442795,2.490385
202405311536_13,99.92,94.67219,2.544469
202405311536_13,99.92,99.348915,2.530045
202405311536_13,99.92,96.514084,2.5293357
202405311536_13,99.92,103.24949,2.803638
202405311536_14,101.77,99.0899,2.5980372
202405311536_14,101.77,113.10035,2.576644
202405311536_14,101.77,101.65102,2.6384728
202405311536_14,101.77,114.91222,2.591441
202405311536_14,101.77,101.21012,2.6366107
202405311536_14,101.77,112.55156,2.5116403
202405311536_14,101.77,115.112114,2.739422
202405311536_14,101.77,113.33002,2.5850646
202405311536_14,101.77,109.094986,2.6803715
202405311536_14,101.77,129.37665,3.005143
202405311536_14,101.77,97.60945,2.4702888
202405311536_14,101.77,97.12626,2.4023328
202405311536_14,101.77,102.99154,2.521869
202405311536_14,101.77,99.00098,2.40787
202405311536_14,101.77,99.396355,2.4893918
202405311536_14,101.77,103.16616,2.4252512
202405311536_14,101.77,95.31578,2.4062288
202405311536_14,101.77,97.64864,2.3984249
202405311536_14,101.77,88.003235,2.4216719
202405311536_14,101.77,98.06558,2.6517925
202405311536_15,119.78,112.21992,2.8174422
202405311536_15,119.78,115.47468,2.7340555
202405311536_15,119.78,111.95761,2.7853317
202405311536_15,119.78,115.93701,2.7342043
202405311536_15,119.78,112.8747,2.808166
202405311536_15,119.78,119.876205,2.7441652
202405311536_15,119.78,111.6553,2.7952015
202405311536_15,119.78,115.9143,2.728046
202405311536_15,119.78,114.25153,2.9304023
202405311536_15,119.78,115.15435,2.960124
202405311536_15,119.78,111.1507,2.712402
202405311536_15,119.78,112.70442,2.7576358
202405311536_15,119.78,113.69456,2.7021673
202405311536_15,119.78,112.29685,2.7853768
202405311536_15,119.78,112.50636,2.7079618
202405311536_15,119.78,110.79122,2.7238603
202405311536_15,119.78,103.81581,2.726091
202405311536_15,119.78,113.307884,2.7739942
202405311536_15,119.78,116.05285,2.8345006
202405311536_15,119.78,113.62952,2.9372954
202405311536_16,51.01,52.13699,2.1017916
202405311536_16,51.01,51.483727,2.1106007
202405311536_16,51.01,54.552628,2.122624
202405311536_16,51.01,52.283104,2.1248853
202405311536_16,51.01,52.96012,2.1048987
202405311536_16,51.01,52.428223,2.1148639
202405311536_16,51.01,50.669945,2.1518514
202405311536_16,51.01,51.23916,2.1122997
202405311536_16,51.01,55.378284,2.2389565
202405311536_16,51.01,65.44091,2.3841887
202405311536_16,51.01,51.499428,2.091146
202405311536_16,51.01,53.106976,2.0708232
202405311536_16,51.01,51.513542,2.0636694
202405311536_16,51.01,54.264816,2.047619
202405311536_16,51.01,50.904316,2.0694826
202405311536_16,51.01,55.667538,2.076693
202405311536_16,51.01,50.126976,2.0300913
202405311536_16,51.01,53.36525,2.0565114
202405311536_16,51.01,51.47094,2.1677911
202405311536_16,51.01,60.38147,2.260086
202405311536_17,137.09,138.22456,2.8241324
202405311536_17,137.09,134.82784,2.726828
202405311536_17,137.09,130.98381,2.7535026
202405311536_17,137.09,134.50778,2.7427368
202405311536_17,137.09,137.02602,2.8057215
202405311536_17,137.09,140.61217,2.7811294
202405311536_17,137.09,123.607544,2.6434484
202405311536_17,137.09,135.6683,2.7389169
202405311536_17,137.09,143.1837,2.9038696
202405311536_17,137.09,123.195816,2.7926595
202405311536_17,137.09,127.461716,2.8658926
202405311536_17,137.09,126.07959,2.8291113
202405311536_17,137.09,135.93546,2.8775034
202405311536_17,137.09,135.1559,2.9220998
202405311536_17,137.09,132.23488,2.8913772
202405311536_17,137.09,121.57348,2.8495278
202405311536_17,137.09,123.66501,2.8299692
202405311536_17,137.09,129.33594,2.8631659
202405311536_17,137.09,129.92523,2.7241747
202405311536_17,137.09,115.43327,2.8206196
202405311536_18,157.37,160.54099,3.328348
202405311536_18,157.37,168.84656,3.247935
202405311536_18,157.37,164.7056,3.3076677
202405311536_18,157.37,169.86841,3.230878
202405311536_18,157.37,162.65872,3.3267665
202405311536_18,157.37,168.18121,3.2577882
202405311536_18,157.37,156.26274,3.2685225
202405311536_18,157.37,171.31816,3.2453887
202405311536_18,157.37,158.35072,3.2105956
202405311536_18,157.37,178.04915,3.5553765
202405311536_18,157.37,144.64526,3.0911825
202405311536_18,157.37,145.09438,2.9922998
202405311536_18,157.37,141.94888,3.0258365
202405311536_18,157.37,141.91151,2.9233584
202405311536_18,157.37,142.37402,3.0484684
202405311536_18,157.37,137.39201,3.028237
202405311536_18,157.37,148.0944,3.0345328
202405311536_18,157.37,143.48877,2.9566293
202405311536_18,157.37,139.45866,3.135786
202405311536_18,157.37,151.37033,3.2940612
202405311536_19,219.74,209.9344,3.2985513
202405311536_19,219.74,218.72679,3.3486443
202405311536_19,219.74,206.99693,3.2988694
202405311536_19,219.74,209.49393,3.2868018
202405311536_19,219.74,211.37581,3.3184323
202405311536_19,219.74,206.2268,3.2638712
202405311536_19,219.74,214.49158,3.393008
202405311536_19,219.74,216.92477,3.3333144
202405311536_19,219.74,194.85672,3.1868536
202405311536_19,219.74,220.2365,3.7188504
202405311536_19,219.74,210.37994,3.3306198
202405311536_19,219.74,210.42993,3.3202136
202405311536_19,219.74,206.03345,3.2538984
202405311536_19,219.74,203.4777,3.261634
202405311536_19,219.74,208.872,3.308283
202405311536_19,219.74,199.55301,3.250388
202405311536_19,219.74,191.35646,3.185047
202405311536_19,219.74,209.89636,3.3193297
202405311536_19,219.74,204.01936,3.268749
202405311536_19,219.74,195.06686,3.4693553
202405311536_2,251.11,228.40712,3.4847202
202405311536_2,251.11,245.89928,3.6124382
202405311536_2,251.11,230.87868,3.5285099
202405311536_2,251.11,244.19528,3.6084054
202405311536_2,251.11,233.496,3.5380442
202405311536_2,251.11,245.50713,3.6334789
202405311536_2,251.11,231.50452,3.4992688
202405311536_2,251.11,249.15195,3.652516
202405311536_2,251.11,207.44772,3.3459187
202405311536_2,251.11,249.11592,3.8429356
202405311536_2,251.11,234.6439,3.5502112
202405311536_2,251.11,250.05104,3.7064757
202405311536_2,251.11,236.56197,3.5561006
202405311536_2,251.11,250.19502,3.7045095
202405311536_2,251.11,238.35674,3.5812275
202405311536_2,251.11,244.37798,3.6423485
202405311536_2,251.11,240.03629,3.605656
202405311536_2,251.11,252.31961,3.7273726
202405311536_2,251.11,222.66496,3.5227678
202405311536_2,251.11,237.43916,3.736771
202405311536_20,196.07,190.47209,3.1875932
202405311536_20,196.07,202.94803,3.2521043
202405311536_20,196.07,184.30876,3.0950887
202405311536_20,196.07,191.94705,3.1701798
202405311536_20,196.07,190.82253,3.1602318
202405311536_20,196.07,193.51695,3.2118578
202405311536_20,196.07,197.05806,3.4427679
202405311536_20,196.07,201.20529,3.2345645
202405311536_20,196.07,173.03247,3.0785375
202405311536_20,196.07,196.85004,3.494619
202405311536_20,196.07,183.65286,3.056934
202405311536_20,196.07,186.8308,3.024279
202405311536_20,196.07,182.27258,3.006347
202405311536_20,196.07,188.49544,3.0102358
202405311536_20,196.07,184.94145,3.050911
202405311536_20,196.07,187.14803,3.0315282
202405311536_20,196.07,179.96196,3.0100574
202405311536_20,196.07,188.49155,3.0250068
202405311536_20,196.07,183.69952,3.1216476
202405311536_20,196.07,185.47722,3.2926507
202405311536_21,101.17,109.83398,2.647838
202405311536_21,101.17,107.72561,2.6914637
202405311536_21,101.17,106.774826,2.6236272
202405311536_21,101.17,103.0457,2.639043
202405311536_21,101.17,110.101074,2.6475704
202405311536_21,101.17,105.723366,2.6216407
202405311536_21,101.17,101.50276,2.6693926
202405311536_21,101.17,106.33628,2.6726105
202405311536_21,101.17,101.42662,2.6070192
202405311536_21,101.17,95.20778,2.628461
202405311536_21,101.17,110.934296,2.680971
202405311536_21,101.17,118.78829,2.7258706
202405311536_21,101.17,106.893196,2.6554925
202405311536_21,101.17,114.967995,2.7138827
202405311536_21,101.17,109.211914,2.6756678
202405311536_21,101.17,113.658485,2.7581213
202405311536_21,101.17,116.32131,2.7626817
202405311536_21,101.17,117.888794,2.7288647
202405311536_21,101.17,107.47068,2.6455069
202405311536_21,101.17,100.43841,2.711371
202405311536_22,98.19,98.5879,2.6812935
202405311536_22,98.19,92.4945,2.526176
202405311536_22,98.19,94.82483,2.6939127
202405311536_22,98.19,88.666756,2.4666293
202405311536_22,98.19,97.510506,2.6924694
202405311536_22,98.19,91.08258,2.4827304
202405311536_22,98.19,90.255165,2.5797858
202405311536_22,98.19,90.753586,2.4959424
202405311536_22,98.19,97.81326,2.7508097
202405311536_22,98.19,99.58178,2.8290298
202405311536_22,98.19,98.824745,2.632857
202405311536_22,98.19,101.20371,2.73408
202405311536_22,98.19,96.59127,2.6290317
202405311536_22,98.19,99.407234,2.684186
202405311536_22,98.19,96.908615,2.6160705
202405311536_22,98.19,100.13303,2.7105572
202405311536_22,98.19,96.94967,2.6600013
202405311536_22,98.19,100.438255,2.718272
202405311536_22,98.19,111.210045,2.7204375
202405311536_22,98.19,100.77016,2.9912398
202405311536_23,158.77,156.1237,2.9381802
202405311536_23,158.77,164.47888,3.1077871
202405311536_23,158.77,152.08542,2.931338
202405311536_23,158.77,160.24246,3.1119018
202405311536_23,158.77,157.40422,2.958238
202405311536_23,158.77,162.97643,3.1513417
202405311536_23,158.77,150.9728,3.010061
202405311536_23,158.77,165.98479,3.1292531
202405311536_23,158.77,135.60075,2.7968588
202405311536_23,158.77,150.91383,3.1709013
202405311536_23,158.77,147.66786,2.9617784
202405311536_23,158.77,147.69574,2.9085994
202405311536_23,158.77,152.68031,2.9530082
202405311536_23,158.77,150.25597,2.9168112
202405311536_23,158.77,150.4516,2.971356
202405311536_23,158.77,139.083,2.916784
202405311536_23,158.77,137.74722,2.8580816
202405311536_23,158.77,149.17555,2.9187386
202405311536_23,158.77,138.52649,2.9548385
202405311536_23,158.77,159.28131,3.4558878
202405311536_24,124.28,106.48798,2.7360964
202405311536_24,124.28,113.617874,2.6745715
202405311536_24,124.28,105.31731,2.7500243
202405311536_24,124.28,112.11052,2.660294
202405311536_24,124.28,106.00676,2.7509308
202405311536_24,124.28,121.29501,2.6952846
202405311536_24,124.28,112.62647,2.7181573
202405311536_24,124.28,112.924,2.668537
202405311536_24,124.28,137.19487,3.038908
202405311536_24,124.28,106.15379,2.7097976
202405311536_24,124.28,111.24467,2.5631282
202405311536_24,124.28,116.63082,2.5900335
202405311536_24,124.28,111.440865,2.5499732
202405311536_24,124.28,117.009605,2.5912614
202405311536_24,124.28,111.57832,2.5565758
202405311536_24,124.28,113.23731,2.5998592
202405311536_24,124.28,113.0457,2.5867758
202405311536_24,124.28,115.86298,2.5798872
202405311536_24,124.28,139.86812,2.9673731
202405311536_24,124.28,113.346466,2.7520578
202405311536_25,149.78,156.88416,2.8673525
202405311536_25,149.78,155.63159,2.8519425
202405311536_25,149.78,148.6106,2.8067365
202405311536_25,149.78,150.79358,2.8214047
202405311536_25,149.78,154.3208,2.8473125
202405311536_25,149.78,158.63283,2.8421397
202405311536_25,149.78,148.89766,2.9159045
202405311536_25,149.78,153.67381,2.8415046
202405311536_25,149.78,161.24321,2.886912
202405311536_25,149.78,171.61743,3.1692772
202405311536_25,149.78,149.41087,2.8568084
202405311536_25,149.78,150.22403,2.8635461
202405311536_25,149.78,150.09111,2.8592525
202405311536_25,149.78,149.89963,2.8585675
202405311536_25,149.78,150.60924,2.8661394
202405311536_25,149.78,149.00023,2.8188465
202405311536_25,149.78,153.21082,2.871401
202405311536_25,149.78,149.57619,2.870036
202405311536_25,149.78,149.80667,2.853708
202405311536_25,149.78,170.82384,3.157862
202405311536_26,205.31,204.3605,3.208659
202405311536_26,205.31,199.3806,3.2041712
202405311536_26,205.31,210.21568,3.2658184
202405311536_26,205.31,202.41415,3.2238429
202405311536_26,205.31,211.6353,3.282039
202405311536_26,205.31,199.54752,3.1909583
202405311536_26,205.31,199.43457,3.2559695
202405311536_26,205.31,203.57172,3.2379076
202405311536_26,205.31,175.94392,3.066706
202405311536_26,205.31,198.35571,3.3389769
202405311536_26,205.31,197.46982,3.265031
202405311536_26,205.31,202.49884,3.2546642
202405311536_26,205.31,210.82521,3.2878876
202405311536_26,205.31,208.46399,3.2387297
202405311536_26,205.31,203.20464,3.2773812
202405311536_26,205.31,204.13985,3.209862
202405311536_26,205.31,196.37625,3.1985528
202405311536_26,205.31,206.06926,3.2497637
202405311536_26,205.31,175.63177,3.1278892
202405311536_26,205.31,202.84447,3.4734344
202405311536_27,138.13,130.04375,2.9031034
202405311536_27,138.13,130.35101,2.8422298
202405311536_27,138.13,133.21494,2.855351
202405311536_27,138.13,129.01411,2.7911994
202405311536_27,138.13,134.06882,2.9156227
202405311536_27,138.13,133.34229,2.7957838
202405311536_27,138.13,122.86709,2.7691321
202405311536_27,138.13,129.61014,2.8222532
202405311536_27,138.13,121.22151,2.8402295
202405311536_27,138.13,124.925995,2.993761
202405311536_27,138.13,134.6608,2.9364014
202405311536_27,138.13,127.77183,2.7809532
202405311536_27,138.13,138.5145,2.900608
202405311536_27,138.13,126.557014,2.7376413
202405311536_27,138.13,134.56435,2.9082642
202405311536_27,138.13,128.13174,2.7822216
202405311536_27,138.13,123.773476,2.8211477
202405311536_27,138.13,127.22785,2.7591064
202405311536_27,138.13,125.98451,2.9043553
202405311536_27,138.13,125.88862,3.039562
202405311536_28,136.25,128.60843,2.8750849
202405311536_28,136.25,134.98819,2.9208899
202405311536_28,136.25,116.79739,2.7462475
202405311536_28,136.25,123.41009,2.8131204
202405311536_28,136.25,123.85897,2.8490202
202405311536_28,136.25,135.82376,2.9112623
202405311536_28,136.25,129.50104,2.836458
202405311536_28,136.25,131.11902,2.8940856
202405311536_28,136.25,122.12753,2.8191364
202405311536_28,136.25,125.21427,3.069627
202405311536_28,136.25,127.95144,2.7509024
202405311536_28,136.25,131.0107,2.8440735
202405311536_28,136.25,127.55232,2.7264223
202405311536_28,136.25,127.85998,2.7828999
202405311536_28,136.25,129.23248,2.746945
202405311536_28,136.25,121.47353,2.8006382
202405311536_28,136.25,127.86728,2.8287907
202405311536_28,136.25,129.9441,2.8180516
202405311536_28,136.25,150.91602,3.08005
202405311536_28,136.25,141.52657,3.0041263
202405311536_29,173.44,171.9645,3.1242843
202405311536_29,173.44,165.9834,3.1343997
202405311536_29,173.44,168.54007,3.0765245
202405311536_29,173.44,166.32391,3.1291332
202405311536_29,173.44,173.96234,3.1246495
202405311536_29,173.44,165.03511,3.054919
202405311536_29,173.44,132.25307,2.9818497
202405311536_29,173.44,168.49184,3.1351848
202405311536_29,173.44,142.35213,2.85358
202405311536_29,173.44,164.70338,3.4063668
202405311536_29,173.44,165.17444,2.9956007
202405311536_29,173.44,170.71169,3.002802
202405311536_29,173.44,171.55829,3.0114653
202405311536_29,173.44,178.31122,3.017498
202405311536_29,173.44,170.13872,3.012602
202405311536_29,173.44,179.89645,3.052362
202405311536_29,173.44,176.24602,3.0323274
202405311536_29,173.44,175.8333,3.012398
202405311536_29,173.44,155.37512,3.0367568
202405311536_29,173.44,162.20456,3.152613
202405311536_3,104.59,98.379845,2.5533562
202405311536_3,104.59,97.8194,2.4993684
202405311536_3,104.59,100.18183,2.5778956
202405311536_3,104.59,99.76318,2.5346358
202405311536_3,104.59,98.82576,2.5632148
202405311536_3,104.59,98.06671,2.5404427
202405311536_3,104.59,93.719315,2.5812178
202405311536_3,104.59,98.05181,2.502267
202405311536_3,104.59,103.17484,2.5667028
202405311536_3,104.59,95.99197,2.6468866
202405311536_3,104.59,102.03858,2.5153413
202405311536_3,104.59,106.75821,2.4914246
202405311536_3,104.59,105.9015,2.570604
202405311536_3,104.59,108.70705,2.5026574
202405311536_3,104.59,103.16799,2.5416458
202405311536_3,104.59,103.18055,2.4692528
202405311536_3,104.59,109.89009,2.502765
202405311536_3,104.59,107.83175,2.5006306
202405311536_3,104.59,100.34708,2.5035777
202405311536_3,104.59,101.16226,2.5777624
202405311536_30,242.44,196.25331,3.1536303
202405311536_30,242.44,188.882,3.1061256
202405311536_30,242.44,195.35008,3.1652243
202405311536_30,242.44,186.58028,3.0978765
202405311536_30,242.44,196.49734,3.163884
202405311536_30,242.44,180.68098,3.0632195
202405311536_30,242.44,203.59138,3.2240007
202405311536_30,242.44,189.18953,3.119634
202405311536_30,242.44,183.16379,3.1979575
202405311536_30,242.44,187.78654,3.3324957
202405311536_30,242.44,227.94983,3.6657982
202405311536_30,242.44,211.94722,3.4329731
202405311536_30,242.44,224.78023,3.611885
202405311536_30,242.44,212.89218,3.387684
202405311536_30,242.44,224.75839,3.637832
202405311536_30,242.44,213.66182,3.3936381
202405311536_30,242.44,207.36865,3.2932246
202405311536_30,242.44,210.81902,3.3971088
202405311536_30,242.44,196.80997,3.5752435
202405311536_30,242.44,205.74464,3.526657
202405311536_31,148.71,137.05368,2.8743904
202405311536_31,148.71,152.71327,2.9985247
202405311536_31,148.71,133.38998,2.8823125
202405311536_31,148.71,151.0613,3.0148592
202405311536_31,148.71,134.79114,2.8587039
202405311536_31,148.71,152.30605,3.004555
202405311536_31,148.71,140.28323,2.944603
202405311536_31,148.71,154.24619,3.0225546
202405311536_31,148.71,148.83997,3.0330348
202405311536_31,148.71,133.58124,3.6294518
202405311536_31,148.71,142.24019,2.8394363
202405311536_31,148.71,145.65323,2.8504033
202405311536_31,148.71,146.76874,2.8096342
202405311536_31,148.71,153.40495,2.8699846
202405311536_31,148.71,147.79382,2.8413482
202405311536_31,148.71,148.90622,2.9103236
202405311536_31,148.71,144.3421,2.9384484
202405311536_31,148.71,150.85037,2.8620028
202405311536_31,148.71,152.24957,2.88936
202405311536_31,148.71,134.04558,3.44693
202405311536_32,144.22,147.05081,3.1228824
202405311536_32,144.22,130.70573,2.8900063
202405311536_32,144.22,140.79716,3.0495965
202405311536_32,144.22,127.97014,2.875342
202405311536_32,144.22,143.5742,3.1021912
202405311536_32,144.22,132.10672,2.8673933
202405311536_32,144.22,127.06298,3.0151165
202405311536_32,144.22,130.67781,2.90107
202405311536_32,144.22,157.42432,3.0918279
202405311536_32,144.22,158.30423,4.223116
202405311536_32,144.22,141.33853,3.0776174
202405311536_32,144.22,130.96715,2.9106607
202405311536_32,144.22,145.82866,3.0447958
202405311536_32,144.22,134.37375,2.8642623
202405311536_32,144.22,144.86261,3.0545478
202405311536_32,144.22,132.5067,2.9166346
202405311536_32,144.22,136.44612,3.0137925
202405311536_32,144.22,131.66544,2.8891647
202405311536_32,144.22,117.272675,2.9847474
202405311536_32,144.22,127.68466,3.373203
202405311536_33,84.68,104.714165,2.8620782
202405311536_33,84.68,107.49214,2.6277676
202405311536_33,84.68,100.77165,2.8377914
202405311536_33,84.68,104.84232,2.600658
202405311536_33,84.68,104.15985,2.8701959
202405311536_33,84.68,108.28276,2.5924494
202405311536_33,84.68,102.53458,2.6866972
202405311536_33,84.68,106.86689,2.6146717
202405311536_33,84.68,109.396996,2.810732
202405311536_33,84.68,94.840546,2.736243
202405311536_33,84.68,98.93816,2.7346206
202405311536_33,84.68,110.182495,2.7983875
202405311536_33,84.68,98.3709,2.6988413
202405311536_33,84.68,107.03916,2.7358234
202405311536_33,84.68,98.73064,2.7301223
202405311536_33,84.68,103.20601,2.6962547
202405311536_33,84.68,104.01473,2.697259
202405311536_33,84.68,109.161385,2.7750962
202405311536_33,84.68,99.106316,2.948256
202405311536_33,84.68,120.80472,2.9531548
202405311536_34,183.33,181.7989,3.1040678
202405311536_34,183.33,184.80994,3.149065
202405311536_34,183.33,172.71202,3.0474474
202405311536_34,183.33,178.6522,3.0848162
202405311536_34,183.33,180.25534,3.084675
202405311536_34,183.33,180.27766,3.141233
202405311536_34,183.33,171.76587,3.0100245
202405311536_34,183.33,183.08897,3.1316957
202405311536_34,183.33,176.01831,3.1594315
202405311536_34,183.33,155.05371,3.2367177
202405311536_34,183.33,168.6233,3.0528643
202405311536_34,183.33,176.01122,3.0683568
202405311536_34,183.33,173.69994,3.0485485
202405311536_34,183.33,182.43408,3.0792031
202405311536_34,183.33,170.81374,3.0557778
202405311536_34,183.33,170.90549,3.0106883
202405311536_34,183.33,181.53868,3.1060717
202405311536_34,183.33,178.35873,3.0691009
202405311536_34,183.33,166.2342,3.001506
202405311536_34,183.33,172.11462,3.384509
202405311536_35,68.1,83.57077,2.3296354
202405311536_35,68.1,89.45709,2.38264
202405311536_35,68.1,82.40528,2.345943
202405311536_35,68.1,92.40822,2.4391584
202405311536_35,68.1,83.057175,2.3337915
202405311536_35,68.1,90.60714,2.4272535
202405311536_35,68.1,92.0424,2.493388
202405311536_35,68.1,91.330345,2.4023216
202405311536_35,68.1,75.6432,2.4139059
202405311536_35,68.1,90.21343,2.490814
202405311536_35,68.1,90.67778,2.5949993
202405311536_35,68.1,87.369125,2.5741165
202405311536_35,68.1,89.87457,2.5793874
202405311536_35,68.1,84.988556,2.561168
202405311536_35,68.1,90.23921,2.5972548
202405311536_35,68.1,85.94556,2.6386173
202405311536_35,68.1,86.446144,2.5351307
202405311536_35,68.1,86.42615,2.5668802
202405311536_35,68.1,88.318146,2.42344
202405311536_35,68.1,91.51511,2.715437
202405311536_36,109.65,106.32951,2.6525855
202405311536_36,109.65,109.1166,2.6074393
202405311536_36,109.65,106.07801,2.6283529
202405311536_36,109.65,104.52809,2.5753913
202405311536_36,109.65,106.348236,2.634836
202405311536_36,109.65,108.18394,2.6204555
202405311536_36,109.65,105.256874,2.6483912
202405311536_36,109.65,107.1544,2.599862
202405311536_36,109.65,103.47901,2.7855546
202405311536_36,109.65,109.121765,2.7914019
202405311536_36,109.65,108.31168,2.6412566
202405311536_36,109.65,108.62702,2.575726
202405311536_36,109.65,107.65506,2.6295662
202405311536_36,109.65,109.424225,2.576676
202405311536_36,109.65,108.59942,2.6407955
202405311536_36,109.65,108.38235,2.5940528
202405311536_36,109.65,112.054474,2.6760092
202405311536_36,109.65,109.394066,2.5832126
202405311536_36,109.65,106.77681,2.7072186
202405311536_36,109.65,116.464325,2.773115
202405311536_37,67.1,66.6352,2.2775586
202405311536_37,67.1,63.38762,2.2800019
202405311536_37,67.1,69.87798,2.3176458
202405311536_37,67.1,60.179222,2.2519717
202405311536_37,67.1,66.778015,2.2741876
202405311536_37,67.1,64.37243,2.208241
202405311536_37,67.1,69.12694,2.4896212
202405311536_37,67.1,62.96972,2.2739499
202405311536_37,67.1,69.96748,2.389469
202405311536_37,67.1,65.58871,2.3804758
202405311536_37,67.1,66.90747,2.2755828
202405311536_37,67.1,67.90611,2.2308269
202405311536_37,67.1,68.76989,2.30934
202405311536_37,67.1,68.82086,2.2728465
202405311536_37,67.1,67.18885,2.2895112
202405311536_37,67.1,65.815094,2.2191436
202405311536_37,67.1,67.401146,2.281938
202405311536_37,67.1,66.88923,2.2318866
202405311536_37,67.1,61.21626,2.1683404
202405311536_37,67.1,62.489723,2.288371
202405311536_38,158.0,108.97105,2.8205175
202405311536_38,158.0,109.32225,2.7593834
202405311536_38,158.0,106.66585,2.7433655
202405311536_38,158.0,115.20239,2.8271034
202405311536_38,158.0,108.779884,2.8069124
202405311536_38,158.0,112.99325,2.831931
202405311536_38,158.0,122.15115,2.9084265
202405311536_38,158.0,115.87629,2.8354602
202405311536_38,158.0,89.13295,2.5307624
202405311536_38,158.0,97.93202,2.8836222
202405311536_38,158.0,105.21165,2.7679656
202405311536_38,158.0,102.304085,2.6795633
202405311536_38,158.0,106.74384,2.7839775
202405311536_38,158.0,104.87023,2.6485338
202405311536_38,158.0,108.28351,2.7932687
202405311536_38,158.0,99.92164,2.655061
202405311536_38,158.0,105.6242,2.7806382
202405311536_38,158.0,104.586334,2.679445
202405311536_38,158.0,95.199165,2.6371467
202405311536_38,158.0,90.30889,2.8272014
202405311536_39,125.4,112.34095,2.6918852
202405311536_39,125.4,122.06477,2.7272477
202405311536_39,125.4,112.39547,2.6856565
202405311536_39,125.4,115.92861,2.6380374
202405311536_39,125.4,112.90854,2.6914635
202405311536_39,125.4,120.22763,2.6842291
202405311536_39,125.4,108.09719,2.6986933
202405311536_39,125.4,119.86925,2.6897635
202405311536_39,125.4,116.50411,2.9618495
202405311536_39,125.4,121.15687,3.0210934
202405311536_39,125.4,113.58415,2.6501393
202405311536_39,125.4,125.1573,2.7110345
202405311536_39,125.4,115.43569,2.6505864
202405311536_39,125.4,125.38474,2.6798325
202405311536_39,125.4,116.14218,2.6592326
202405311536_39,125.4,122.42846,2.6873336
202405311536_39,125.4,118.89167,2.6760771
202405311536_39,125.4,125.168625,2.693382
202405311536_39,125.4,113.525925,2.804082
202405311536_39,125.4,122.89156,2.8663404
202405311536_4,117.22,104.26222,2.6191394
202405311536_4,117.22,113.34147,2.775315
202405311536_4,117.22,100.06492,2.5830495
202405311536_4,117.22,113.76871,2.7827926
202405311536_4,117.22,102.082726,2.606567
202405311536_4,117.22,116.650764,2.768481
202405311536_4,117.22,110.381516,2.7735176
202405311536_4,117.22,115.197174,2.8098166
202405311536_4,117.22,109.2817,2.716635
202405311536_4,117.22,105.73883,2.7290878
202405311536_4,117.22,116.40984,2.6546948
202405311536_4,117.22,120.96246,2.6838415
202405311536_4,117.22,117.038216,2.6406913
202405311536_4,117.22,120.31536,2.6901424
202405311536_4,117.22,116.49517,2.6469
202405311536_4,117.22,118.53574,2.7019114
202405311536_4,117.22,118.91792,2.7554216
202405311536_4,117.22,121.24149,2.6998298
202405311536_4,117.22,113.37005,2.701289
202405311536_4,117.22,117.16618,2.9547415
202405311536_40,75.3,74.400154,2.2260082
202405311536_40,75.3,79.33974,2.3442004
202405311536_40,75.3,72.4933,2.2297137
202405311536_40,75.3,76.62705,2.3541882
202405311536_40,75.3,73.94671,2.2278905
202405311536_40,75.3,75.60441,2.3969529
202405311536_40,75.3,79.75656,2.4552941
202405311536_40,75.3,77.84659,2.3540092
202405311536_40,75.3,72.9948,2.320967
202405311536_40,75.3,85.032845,2.5318089
202405311536_40,75.3,75.468315,2.2338982
202405311536_40,75.3,76.18604,2.2511103
202405311536_40,75.3,75.76462,2.2397342
202405311536_40,75.3,77.5303,2.2524188
202405311536_40,75.3,75.98823,2.2418888
202405311536_40,75.3,76.45694,2.24955
202405311536_40,75.3,75.030914,2.2223003
202405311536_40,75.3,77.14052,2.256809
202405311536_40,75.3,76.04681,2.2218916
202405311536_40,75.3,80.973114,2.4486642
202405311536_41,95.51,88.10174,2.4899275
202405311536_41,95.51,99.2848,2.5970535
202405311536_41,95.51,85.029594,2.5258129
202405311536_41,95.51,102.874084,2.6750472
202405311536_41,95.51,88.33792,2.5257063
202405311536_41,95.51,102.88703,2.63728
202405311536_41,95.51,96.558,2.6832705
202405311536_41,95.51,101.77553,2.634903
202405311536_41,95.51,85.519135,2.6071258
202405311536_41,95.51,95.54354,2.7327359
202405311536_41,95.51,92.21204,2.563996
202405311536_41,95.51,93.000656,2.5644045
202405311536_41,95.51,95.75931,2.6194432
202405311536_41,95.51,94.47864,2.5709827
202405311536_41,95.51,93.97293,2.5851445
202405311536_41,95.51,97.14967,2.5750818
202405311536_41,95.51,97.70205,2.6736834
202405311536_41,95.51,94.64657,2.5693228
202405311536_41,95.51,94.26699,2.5663812
202405311536_41,95.51,86.80819,2.766264
202405311536_42,80.82,76.65273,2.3471062
202405311536_42,80.82,80.71817,2.4762678
202405311536_42,80.82,76.51407,2.3575845
202405311536_42,80.82,79.46886,2.4783401
202405311536_42,80.82,77.754395,2.3757267
202405311536_42,80.82,80.32643,2.481782
202405311536_42,80.82,75.52652,2.5546544
202405311536_42,80.82,80.5304,2.485644
