DataKey,true_totalSeedWeightAfterDry,predicted_totalSeedWeightAfterDry,predicted_std_totalSeedWeightAfterDry
202405071327_26,205.31,204.16148,3.3438826
202405071327_26,205.31,208.04301,3.3581805
202405071327_26,205.31,206.68036,3.386171
202405071327_26,205.31,205.19038,3.5047119
202405071327_26,205.31,207.7036,3.3627484
202405071327_26,205.31,213.21552,3.3933678
202405071327_26,205.31,200.96571,3.3238692
202405071327_26,205.31,214.33708,3.4206355
202405071327_26,205.31,208.029,3.3774345
202405071327_26,205.31,211.07094,3.3665445
202405071327_26,205.31,211.92694,3.404213
202405071327_26,205.31,215.60518,3.4219344
202405071327_26,205.31,190.1457,3.2775998
202405071327_26,205.31,225.31816,3.711412
202405071327_27,138.13,131.2171,2.697446
202405071327_27,138.13,125.79977,2.594146
202405071327_27,138.13,130.3807,2.6925611
202405071327_27,138.13,124.5083,2.59291
202405071327_27,138.13,131.37776,2.6905835
202405071327_27,138.13,124.70158,2.5931814
202405071327_27,138.13,137.4391,2.73811
202405071327_27,138.13,125.87657,2.595872
202405071327_27,138.13,130.77925,2.8146071
202405071327_27,138.13,124.395676,2.788314
202405071327_27,138.13,136.27402,2.8162224
202405071327_27,138.13,133.54216,2.7845016
202405071327_27,138.13,136.32326,2.8405743
202405071327_27,138.13,128.97632,2.748846
202405071327_27,138.13,136.89061,2.8315096
202405071327_27,138.13,132.42125,2.7830331
202405071327_27,138.13,133.24863,2.8450418
202405071327_27,138.13,131.6059,2.7643626
202405071327_27,138.13,126.636635,2.6482427
202405071327_27,138.13,124.75044,2.8784957
202405071327_28,136.25,135.43199,2.7988582
202405071327_28,136.25,129.95058,2.7023554
202405071327_28,136.25,139.21802,2.8629992
202405071327_28,136.25,132.38698,2.7385955
202405071327_28,136.25,138.30878,2.8454182
202405071327_28,136.25,129.13258,2.727036
202405071327_28,136.25,137.561,2.8016922
202405071327_28,136.25,130.42676,2.7074232
202405071327_28,136.25,140.66733,2.9185636
202405071327_28,136.25,125.57892,2.7963955
202405071327_28,136.25,129.39519,2.707441
202405071327_28,136.25,141.91907,2.8468413
202405071327_28,136.25,125.623184,2.6717036
202405071327_28,136.25,141.03168,2.8568
202405071327_28,136.25,127.85318,2.6931896
202405071327_28,136.25,139.85611,2.8503911
202405071327_28,136.25,140.3555,2.8573232
202405071327_28,136.25,140.87267,2.8522513
202405071327_28,136.25,133.9093,2.714378
202405071327_28,136.25,132.50502,2.9589968
202405071327_29,173.44,173.49495,3.071447
202405071327_29,173.44,176.20743,3.1112218
202405071327_29,173.44,174.95114,3.1265626
202405071327_29,173.44,174.01256,3.1340477
202405071327_29,173.44,174.48357,3.0923977
202405071327_29,173.44,171.71936,3.1287334
202405071327_29,173.44,182.41585,3.186381
202405071327_29,173.44,176.0976,3.1237519
202405071327_29,173.44,178.64336,3.20107
202405071327_29,173.44,172.42323,3.266521
202405071327_29,173.44,161.58551,3.021277
202405071327_29,173.44,174.89262,3.0928218
202405071327_29,173.44,159.35107,3.0254097
202405071327_29,173.44,170.87589,3.1297057
202405071327_29,173.44,164.02235,3.0499501
202405071327_29,173.44,171.56525,3.158133
202405071327_29,173.44,171.89938,3.1278582
202405071327_29,173.44,174.75679,3.1152084
202405071327_29,173.44,181.37633,3.1993737
202405071327_29,173.44,160.40723,3.2419813
202405071327_3,104.59,99.823746,2.4144185
202405071327_3,104.59,98.150955,2.3770745
202405071327_3,104.59,102.61302,2.4369047
202405071327_3,104.59,99.069565,2.3828876
202405071327_3,104.59,102.58311,2.4337344
202405071327_3,104.59,97.53001,2.3650863
202405071327_3,104.59,92.66734,2.392211
202405071327_3,104.59,98.47619,2.3740995
202405071327_3,104.59,90.052895,2.3836045
202405071327_3,104.59,91.236694,2.4102662
202405071327_3,104.59,87.951515,2.3150692
202405071327_3,104.59,96.37248,2.3706877
202405071327_3,104.59,90.9824,2.3493898
202405071327_3,104.59,98.28852,2.39835
202405071327_3,104.59,89.40324,2.326709
202405071327_3,104.59,97.888435,2.3994157
202405071327_3,104.59,97.05389,2.398266
202405071327_3,104.59,97.595436,2.3844178
202405071327_3,104.59,90.54252,2.2949889
202405071327_3,104.59,84.95711,2.3543582
202405071327_30,242.44,240.84538,3.656091
202405071327_30,242.44,263.3977,3.9381425
202405071327_30,242.44,239.37852,3.6926212
202405071327_30,242.44,261.05664,3.9443743
202405071327_30,242.44,241.80305,3.6825702
202405071327_30,242.44,253.08363,3.872591
202405071327_30,242.44,256.74014,3.8701181
202405071327_30,242.44,265.1377,3.9732718
202405071327_30,242.44,227.67564,3.6308339
202405071327_30,242.44,236.1917,3.8420324
202405071327_30,242.44,245.37344,3.674024
202405071327_30,242.44,240.81671,3.5960417
202405071327_30,242.44,240.1862,3.6546097
202405071327_30,242.44,240.97105,3.6340334
202405071327_30,242.44,246.411,3.6985018
202405071327_30,242.44,243.02444,3.6442716
202405071327_30,242.44,228.63231,3.4759834
202405071327_30,242.44,243.42221,3.6413336
202405071327_30,242.44,220.54742,3.520084
202405071327_30,242.44,223.22897,3.5988572
202405071327_31,148.71,129.1001,2.7051039
202405071327_31,148.71,136.46745,2.7546766
202405071327_31,148.71,137.15602,2.8145943
202405071327_31,148.71,142.48799,2.8245838
202405071327_31,148.71,131.72803,2.7333677
202405071327_31,148.71,139.76631,2.8112447
202405071327_31,148.71,126.0979,2.721029
202405071327_31,148.71,139.15614,2.780826
202405071327_31,148.71,135.18405,2.8781586
202405071327_31,148.71,141.1339,3.0087798
202405071327_31,148.71,140.86757,2.755148
202405071327_31,148.71,148.05048,2.82214
202405071327_31,148.71,148.57257,2.8391404
202405071327_31,148.71,155.4868,2.8967314
202405071327_31,148.71,145.7998,2.8028092
202405071327_31,148.71,152.01384,2.8731885
202405071327_31,148.71,142.1017,2.7876456
202405071327_31,148.71,151.35817,2.8577569
202405071327_31,148.71,162.53732,2.951072
202405071327_31,148.71,159.07019,3.051579
202405071327_32,144.22,152.64116,2.8727849
202405071327_32,144.22,148.83769,2.855072
202405071327_32,144.22,156.60768,2.8933532
202405071327_32,144.22,155.45233,2.9143226
202405071327_32,144.22,153.55963,2.8708074
202405071327_32,144.22,149.08646,2.883425
202405071327_32,144.22,141.4673,2.8522506
202405071327_32,144.22,150.236,2.8696532
202405071327_32,144.22,165.38661,3.0058029
202405071327_32,144.22,161.12167,3.1923873
202405071327_32,144.22,147.2057,2.87668
202405071327_32,144.22,148.76888,2.8808422
202405071327_32,144.22,149.03499,2.9174013
202405071327_32,144.22,146.84868,2.9176235
202405071327_32,144.22,149.00497,2.899126
202405071327_32,144.22,143.08105,2.9514859
202405071327_32,144.22,141.44653,2.8421202
202405071327_32,144.22,149.20912,2.9113097
202405071327_32,144.22,157.51488,2.9900312
202405071327_32,144.22,158.2189,3.0774143
202405071327_33,84.68,78.20089,2.3433962
202405071327_33,84.68,75.63708,2.238962
202405071327_33,84.68,74.7,2.3396044
202405071327_33,84.68,73.69203,2.2389581
202405071327_33,84.68,76.7274,2.3512933
202405071327_33,84.68,74.9269,2.2462764
202405071327_33,84.68,74.01139,2.2482586
202405071327_33,84.68,74.814804,2.2419956
202405071327_33,84.68,79.0153,2.5029502
202405071327_33,84.68,76.47258,2.3201337
202405071327_33,84.68,79.25016,2.437971
202405071327_33,84.68,80.74356,2.4427943
202405071327_33,84.68,86.041,2.6034098
202405071327_33,84.68,82.270226,2.5401978
202405071327_33,84.68,82.28904,2.512762
202405071327_33,84.68,81.035324,2.530474
202405071327_33,84.68,84.12482,2.541064
202405071327_33,84.68,81.89312,2.4961538
202405071327_33,84.68,76.83071,2.3076234
202405071327_33,84.68,81.9505,2.5791893
202405071327_34,183.33,161.63254,2.9877918
202405071327_34,183.33,176.05586,3.1251745
202405071327_34,183.33,169.82053,3.0866044
202405071327_34,183.33,177.41968,3.1581545
202405071327_34,183.33,165.85068,3.0334527
202405071327_34,183.33,176.85112,3.1245537
202405071327_34,183.33,170.75851,3.0934489
202405071327_34,183.33,178.61485,3.1507304
202405071327_34,183.33,172.09378,3.2478669
202405071327_34,183.33,184.46257,3.4786296
202405071327_34,183.33,179.41122,3.2029083
202405071327_34,183.33,185.76918,3.259726
202405071327_34,183.33,194.076,3.3922403
202405071327_34,183.33,201.20834,3.4966428
202405071327_34,183.33,186.16322,3.2774436
202405071327_34,183.33,195.47537,3.4215443
202405071327_34,183.33,192.9965,3.4152892
202405071327_34,183.33,192.53503,3.3681955
202405071327_34,183.33,183.02084,3.1780457
202405071327_34,183.33,169.79819,3.4382288
202405071327_35,68.1,76.88708,2.2535255
202405071327_35,68.1,79.49715,2.2766774
202405071327_35,68.1,77.003555,2.3144314
202405071327_35,68.1,74.09445,2.2424839
202405071327_35,68.1,76.53643,2.2665086
202405071327_35,68.1,75.5878,2.2705464
202405071327_35,68.1,83.84991,2.3415544
202405071327_35,68.1,77.35455,2.2628515
202405071327_35,68.1,67.72005,2.3047478
202405071327_35,68.1,80.06355,2.3295078
202405071327_35,68.1,97.75633,2.4658148
202405071327_35,68.1,87.82262,2.3868124
202405071327_35,68.1,100.33432,2.561875
202405071327_35,68.1,84.82636,2.3850536
202405071327_35,68.1,99.193115,2.4999804
202405071327_35,68.1,88.24717,2.3830292
202405071327_35,68.1,85.4852,2.4316235
202405071327_35,68.1,87.51978,2.3958108
202405071327_35,68.1,76.27315,2.4364038
202405071327_35,68.1,92.05976,2.6628604
202405071327_36,109.65,124.70062,2.6887028
202405071327_36,109.65,140.83331,2.8432038
202405071327_36,109.65,133.98198,2.8612635
202405071327_36,109.65,158.20607,2.9871023
202405071327_36,109.65,129.58858,2.7761788
202405071327_36,109.65,153.05283,2.944569
202405071327_36,109.65,157.97363,2.9629633
202405071327_36,109.65,151.80318,2.9367857
202405071327_36,109.65,155.60492,3.155425
202405071327_36,109.65,161.79977,3.1848376
202405071327_36,109.65,114.909065,2.5731323
202405071327_36,109.65,129.17693,2.724466
202405071327_36,109.65,129.03494,2.7916827
202405071327_36,109.65,148.45908,2.9553313
202405071327_36,109.65,120.83006,2.6667545
202405071327_36,109.65,131.89287,2.820063
202405071327_36,109.65,139.6847,2.8518875
202405071327_36,109.65,137.03528,2.8327787
202405071327_36,109.65,157.45059,3.148946
202405071327_36,109.65,127.51054,2.812242
202405071327_37,67.1,63.034122,2.1937962
202405071327_37,67.1,61.299294,2.137251
202405071327_37,67.1,61.70075,2.2086344
202405071327_37,67.1,59.076096,2.1488578
202405071327_37,67.1,61.722668,2.1923907
202405071327_37,67.1,59.036945,2.125423
202405071327_37,67.1,61.322514,2.1204252
202405071327_37,67.1,59.69653,2.1340413
202405071327_37,67.1,62.679466,2.269257
202405071327_37,67.1,72.329605,2.3393764
202405071327_37,67.1,63.534348,2.181157
202405071327_37,67.1,62.54503,2.163315
202405071327_37,67.1,63.78179,2.2396855
202405071327_37,67.1,59.31679,2.172756
202405071327_37,67.1,63.67586,2.2122796
202405071327_37,67.1,64.13246,2.1958582
202405071327_37,67.1,62.654217,2.1602788
202405071327_37,67.1,60.77942,2.1647213
202405071327_37,67.1,66.90787,2.3531117
202405071327_37,67.1,68.0007,2.252383
202405071327_38,158.0,102.88242,2.5135605
202405071327_38,158.0,107.13302,2.5427127
202405071327_38,158.0,104.18542,2.594132
202405071327_38,158.0,112.022446,2.6302152
202405071327_38,158.0,103.14489,2.548582
202405071327_38,158.0,108.871,2.5613775
202405071327_38,158.0,108.97441,2.6722505
202405071327_38,158.0,109.587234,2.5833988
202405071327_38,158.0,99.69007,2.5382729
202405071327_38,158.0,113.791046,2.6657343
202405071327_38,158.0,93.604485,2.4974618
202405071327_38,158.0,101.83674,2.5371246
202405071327_38,158.0,92.97416,2.5375817
202405071327_38,158.0,105.322205,2.6067414
202405071327_38,158.0,92.74601,2.5158908
202405071327_38,158.0,104.73661,2.5832357
202405071327_38,158.0,99.938065,2.530673
202405071327_38,158.0,104.10931,2.5745625
202405071327_38,158.0,97.16655,2.5498362
202405071327_38,158.0,110.7608,2.6032493
202405071327_39,125.4,123.052826,2.555854
202405071327_39,125.4,121.25735,2.5456166
202405071327_39,125.4,123.44169,2.573916
202405071327_39,125.4,122.08788,2.5726795
202405071327_39,125.4,124.83623,2.573661
202405071327_39,125.4,125.18527,2.5957801
202405071327_39,125.4,117.96437,2.5816412
202405071327_39,125.4,122.87937,2.571149
202405071327_39,125.4,111.902245,2.5783432
202405071327_39,125.4,115.84338,2.6492877
202405071327_39,125.4,109.22593,2.5285964
202405071327_39,125.4,114.75759,2.5609193
202405071327_39,125.4,110.947845,2.5606043
202405071327_39,125.4,111.7701,2.5700526
202405071327_39,125.4,110.080734,2.541308
202405071327_39,125.4,118.498726,2.5791507
202405071327_39,125.4,112.06992,2.5876503
202405071327_39,125.4,113.69982,2.5664537
202405071327_39,125.4,122.95849,2.5893865
202405071327_39,125.4,105.040375,2.648279
202405071327_4,117.22,111.58139,2.5001948
202405071327_4,117.22,108.73001,2.4356906
202405071327_4,117.22,114.196724,2.54989
202405071327_4,117.22,111.28559,2.4832656
202405071327_4,117.22,112.27133,2.5155497
202405071327_4,117.22,110.86248,2.455671
202405071327_4,117.22,112.64095,2.4834049
202405071327_4,117.22,109.901146,2.460928
202405071327_4,117.22,117.695145,2.564131
202405071327_4,117.22,108.17128,2.5890572
202405071327_4,117.22,114.74312,2.4750946
202405071327_4,117.22,113.8977,2.4727378
202405071327_4,117.22,114.99905,2.4963264
202405071327_4,117.22,114.9995,2.5011532
202405071327_4,117.22,114.36688,2.4756372
202405071327_4,117.22,115.97584,2.489965
202405071327_4,117.22,115.00834,2.5044887
202405071327_4,117.22,114.832634,2.491815
202405071327_4,117.22,112.388,2.4555736
202405071327_4,117.22,105.2524,2.5390036
202405071327_40,75.3,68.6715,2.1702633
202405071327_40,75.3,76.156975,2.2170453
202405071327_40,75.3,69.7658,2.2415345
202405071327_40,75.3,75.34699,2.2443101
202405071327_40,75.3,69.655594,2.2033808
202405071327_40,75.3,75.30955,2.2236352
202405071327_40,75.3,76.34751,2.2810414
202405071327_40,75.3,76.0219,2.2331426
202405071327_40,75.3,75.84064,2.3584912
202405071327_40,75.3,83.87734,2.3365428
202405071327_40,75.3,71.59615,2.2260525
202405071327_40,75.3,70.633514,2.1978793
202405071327_40,75.3,75.99303,2.2880332
202405071327_40,75.3,69.40342,2.1949503
202405071327_40,75.3,73.86657,2.2691581
202405071327_40,75.3,67.63634,2.1898572
202405071327_40,75.3,69.806274,2.2197115
202405071327_40,75.3,70.01992,2.1995804
202405071327_40,75.3,70.32459,2.1983018
202405071327_40,75.3,75.83998,2.2771854
202405071327_41,95.51,91.0243,2.424087
202405071327_41,95.51,91.5076,2.398059
202405071327_41,95.51,90.37684,2.452749
202405071327_41,95.51,91.84352,2.4375768
202405071327_41,95.51,91.56461,2.444194
202405071327_41,95.51,90.453094,2.4279246
202405071327_41,95.51,87.302734,2.364305
202405071327_41,95.51,91.992516,2.4163084
202405071327_41,95.51,95.4208,2.5709028
202405071327_41,95.51,94.09897,2.551835
202405071327_41,95.51,91.32893,2.3866584
202405071327_41,95.51,89.2187,2.3436546
202405071327_41,95.51,89.056175,2.3990803
202405071327_41,95.51,87.70621,2.377765
202405071327_41,95.51,90.25266,2.3879428
202405071327_41,95.51,91.56919,2.37209
202405071327_41,95.51,82.799576,2.3471038
202405071327_41,95.51,88.44429,2.3574731
202405071327_41,95.51,86.575554,2.4431443
202405071327_41,95.51,94.9921,2.5401173
202405071327_42,80.82,81.83742,2.3207579
202405071327_42,80.82,84.6047,2.3676631
202405071327_42,80.82,76.50193,2.2872941
202405071327_42,80.82,84.10063,2.3639505
202405071327_42,80.82,80.07842,2.3214114
202405071327_42,80.82,83.98914,2.3505013
202405071327_42,80.82,78.39708,2.2701273
202405071327_42,80.82,84.88246,2.364589
202405071327_42,80.82,75.5277,2.3957608
202405071327_42,80.82,73.08804,2.3305893
202405071327_42,80.82,77.06784,2.271327
202405071327_42,80.82,73.36788,2.211262
202405071327_42,80.82,74.6277,2.2667913
202405071327_42,80.82,73.97161,2.2486076
202405071327_42,80.82,75.85868,2.2699513
202405071327_42,80.82,77.87628,2.2419214
202405071327_42,80.82,71.86087,2.2532222
202405071327_42,80.82,73.12647,2.2279515
202405071327_42,80.82,78.60245,2.4041734
202405071327_42,80.82,71.623566,2.245482
202405071327_43,122.86,121.13284,2.7361298
202405071327_43,122.86,121.72368,2.7754772
202405071327_43,122.86,120.91184,2.7494032
202405071327_43,122.86,124.94744,2.8084164
202405071327_43,122.86,121.991104,2.7503161
202405071327_43,122.86,122.74387,2.7776005
202405071327_43,122.86,114.61002,2.7515697
202405071327_43,122.86,124.532524,2.8003473
202405071327_43,122.86,118.57752,2.8023262
202405071327_43,122.86,117.73994,2.7857397
202405071327_43,122.86,129.22168,2.7518647
202405071327_43,122.86,120.72972,2.7282004
202405071327_43,122.86,122.30024,2.7066967
202405071327_43,122.86,115.0979,2.768007
202405071327_43,122.86,128.31062,2.757569
202405071327_43,122.86,118.24876,2.7596347
202405071327_43,122.86,112.78311,2.7710547
202405071327_43,122.86,119.41629,2.749175
202405071327_43,122.86,119.14023,2.624021
202405071327_43,122.86,109.38289,2.6328971
202405071327_44,167.14,168.83508,3.0509655
202405071327_44,167.14,176.89255,3.0781546
202405071327_44,167.14,173.99261,3.1314766
202405071327_44,167.14,183.54033,3.1548455
202405071327_44,167.14,172.3863,3.087048
202405071327_44,167.14,179.65665,3.0951746
202405071327_44,167.14,167.97508,3.046133
202405071327_44,167.14,182.57535,3.1328192
202405071327_44,167.14,154.3299,3.0465887
202405071327_44,167.14,170.9301,3.2357912
202405071327_44,167.14,162.65286,2.995712
202405071327_44,167.14,182.6412,3.146188
202405071327_44,167.14,161.72452,3.0020998
202405071327_44,167.14,180.19424,3.14336
202405071327_44,167.14,161.9259,2.9858453
202405071327_44,167.14,173.77602,3.1386998
202405071327_44,167.14,172.15834,3.0873907
202405071327_44,167.14,181.21992,3.1371367
202405071327_44,167.14,157.25363,3.1267798
202405071327_44,167.14,189.62743,3.3155818
202405071327_45,68.06,67.03355,2.1849906
202405071327_45,68.06,67.50939,2.153007
202405071327_45,68.06,68.414604,2.249642
202405071327_45,68.06,69.609215,2.2327452
202405071327_45,68.06,67.05079,2.1986723
202405071327_45,68.06,61.596035,2.0888014
202405071327_45,68.06,67.05609,2.160409
202405071327_45,68.06,68.627174,2.1815927
202405071327_45,68.06,67.27571,2.319567
202405071327_45,68.06,72.09316,2.2219834
202405071327_45,68.06,61.927444,2.2202408
202405071327_45,68.06,60.737427,2.2601974
202405071327_45,68.06,60.218414,2.218962
202405071327_45,68.06,60.57328,2.3073142
202405071327_45,68.06,60.922115,2.2165456
202405071327_45,68.06,62.653645,2.3145568
202405071327_45,68.06,60.736897,2.23803
202405071327_45,68.06,60.47806,2.2778065
202405071327_45,68.06,66.45035,2.1761696
202405071327_45,68.06,67.45979,2.5406911
202405071327_46,77.74,74.05528,2.163549
202405071327_46,77.74,72.64212,2.165096
202405071327_46,77.74,72.323494,2.1664937
202405071327_46,77.74,73.0282,2.1886828
202405071327_46,77.74,73.202545,2.158595
202405071327_46,77.74,72.18372,2.2020626
202405071327_46,77.74,71.033516,2.2288342
202405071327_46,77.74,72.65196,2.1770048
202405071327_46,77.74,77.36631,2.277
202405071327_46,77.74,75.85514,2.3063576
202405071327_46,77.74,74.79567,2.219133
202405071327_46,77.74,71.45735,2.2462914
202405071327_46,77.74,74.57583,2.2403095
202405071327_46,77.74,71.86721,2.234068
202405071327_46,77.74,74.50743,2.2294214
202405071327_46,77.74,67.90634,2.2363214
202405071327_46,77.74,70.952995,2.2359257
202405071327_46,77.74,71.82458,2.2420168
202405071327_46,77.74,69.562126,2.1767998
202405071327_46,77.74,82.0581,2.4529166
202405071327_47,116.42,106.034935,2.4322135
202405071327_47,116.42,109.701706,2.4601572
202405071327_47,116.42,110.43538,2.4828966
202405071327_47,116.42,111.12307,2.4919748
202405071327_47,116.42,109.00174,2.4597757
202405071327_47,116.42,111.001884,2.471797
202405071327_47,116.42,109.69021,2.5021803
202405071327_47,116.42,111.140945,2.482823
202405071327_47,116.42,104.02361,2.5846887
202405071327_47,116.42,115.03009,2.5888705
202405071327_47,116.42,117.23861,2.6000843
202405071327_47,116.42,105.67462,2.487408
202405071327_47,116.42,115.97212,2.5859542
202405071327_47,116.42,108.71204,2.52264
202405071327_47,116.42,116.65883,2.5859146
202405071327_47,116.42,107.07778,2.5145235
202405071327_47,116.42,110.583,2.5670047
202405071327_47,116.42,107.71609,2.5088208
202405071327_47,116.42,111.17399,2.7110312
202405071327_47,116.42,104.68449,2.5357795
202405071327_48,91.53,93.757576,2.4346452
202405071327_48,91.53,88.37334,2.325506
202405071327_48,91.53,89.71558,2.380019
202405071327_48,91.53,86.173775,2.336756
202405071327_48,91.53,93.770485,2.4373672
202405071327_48,91.53,90.34341,2.3579702
202405071327_48,91.53,81.70158,2.32104
202405071327_48,91.53,88.0837,2.3350177
202405071327_48,91.53,91.78669,2.4855938
202405071327_48,91.53,89.453995,2.4408154
202405071327_48,91.53,87.381035,2.332119
202405071327_48,91.53,88.67829,2.3653061
202405071327_48,91.53,85.5236,2.3583024
202405071327_48,91.53,88.47705,2.4111571
202405071327_48,91.53,86.17328,2.3356817
202405071327_48,91.53,88.554085,2.356612
202405071327_48,91.53,86.62367,2.3646214
202405071327_48,91.53,88.08463,2.381002
202405071327_48,91.53,86.15637,2.3894315
202405071327_48,91.53,92.81139,2.4909291
202405071327_49,135.42,133.5977,2.8762748
202405071327_49,135.42,133.13345,2.778116
202405071327_49,135.42,145.31705,2.9371433
202405071327_49,135.42,136.31183,2.8220286
202405071327_49,135.42,141.68755,2.9196467
202405071327_49,135.42,127.99161,2.768206
202405071327_49,135.42,152.9227,2.9459937
202405071327_49,135.42,136.32812,2.8062239
202405071327_49,135.42,164.44006,3.015521
202405071327_49,135.42,133.79146,2.9383528
202405071327_49,135.42,152.8196,2.809817
202405071327_49,135.42,155.69989,2.8363233
202405071327_49,135.42,155.19298,2.8469946
202405071327_49,135.42,152.77103,2.8311768
202405071327_49,135.42,154.71748,2.834489
202405071327_49,135.42,150.02357,2.823122
202405071327_49,135.42,153.24547,2.8155046
202405071327_49,135.42,155.15112,2.841868
202405071327_49,135.42,132.32675,2.7688494
202405071327_49,135.42,158.52934,2.9988415
202405071327_5,149.09,159.62526,3.1185093
202405071327_5,149.09,144.89825,3.0004175
202405071327_5,149.09,160.96489,3.1017203
202405071327_5,149.09,150.35832,3.03502
202405071327_5,149.09,162.0137,3.1226377
202405071327_5,149.09,145.81682,2.9448535
202405071327_5,149.09,135.144,2.8722935
202405071327_5,149.09,146.0702,3.0070195
202405071327_5,149.09,161.9446,3.2114701
202405071327_5,149.09,136.0039,3.167368
202405071327_5,149.09,138.47392,2.8255603
202405071327_5,149.09,139.74704,2.8553338
202405071327_5,149.09,137.74326,2.8238833
202405071327_5,149.09,135.60648,2.827763
202405071327_5,149.09,137.83797,2.820534
202405071327_5,149.09,136.80643,2.8122995
202405071327_5,149.09,136.95456,2.898294
202405071327_5,149.09,137.60895,2.8369281
202405071327_5,149.09,160.82512,3.1080675
202405071327_5,149.09,144.37701,3.0463629
202405071327_50,113.02,105.97053,2.529803
202405071327_50,113.02,104.89027,2.4715176
202405071327_50,113.02,107.27213,2.5865335
202405071327_50,113.02,107.599106,2.5410058
202405071327_50,113.02,107.023705,2.5609615
202405071327_50,113.02,106.723465,2.497423
202405071327_50,113.02,108.12119,2.5442672
202405071327_50,113.02,106.20503,2.4982882
202405071327_50,113.02,110.07856,2.7558084
202405071327_50,113.02,104.110855,2.6685576
202405071327_50,113.02,110.67097,2.5780756
202405071327_50,113.02,101.47994,2.4500177
202405071327_50,113.02,110.796364,2.6128137
202405071327_50,113.02,103.97977,2.487808
202405071327_50,113.02,111.86559,2.5985737
202405071327_50,113.02,102.269806,2.4601817
202405071327_50,113.02,97.53564,2.4155867
202405071327_50,113.02,102.482,2.4643807
202405071327_50,113.02,108.81854,2.6759667
202405071327_50,113.02,109.417755,2.5983856
202405071327_51,121.41,114.54518,2.5784318
202405071327_51,121.41,117.81064,2.5888581
202405071327_51,121.41,114.61838,2.6378343
202405071327_51,121.41,117.731255,2.6115663
202405071327_51,121.41,114.95444,2.6133544
202405071327_51,121.41,118.71563,2.5983598
202405071327_51,121.41,116.74839,2.6380334
202405071327_51,121.41,118.37752,2.6069283
202405071327_51,121.41,116.5736,2.7337155
202405071327_51,121.41,113.18941,2.7735965
202405071327_51,121.41,121.278145,2.7031913
202405071327_51,121.41,113.13314,2.6161819
202405071327_51,121.41,118.157875,2.7185862
202405071327_51,121.41,111.25245,2.6424801
202405071327_51,121.41,120.408134,2.7151852
202405071327_51,121.41,113.04637,2.678691
202405071327_51,121.41,119.27754,2.7408342
202405071327_51,121.41,111.864296,2.6326115
202405071327_51,121.41,124.87505,2.675676
202405071327_51,121.41,105.09518,2.7309313
202405071327_52,107.68,100.7493,2.5027869
202405071327_52,107.68,97.62145,2.4492474
202405071327_52,107.68,97.28292,2.503342
202405071327_52,107.68,96.06229,2.4611952
202405071327_52,107.68,99.49771,2.5081186
202405071327_52,107.68,96.70809,2.4638977
202405071327_52,107.68,100.35862,2.5218334
202405071327_52,107.68,96.80004,2.447768
202405071327_52,107.68,104.371284,2.5617323
202405071327_52,107.68,98.774025,2.6658475
202405071327_52,107.68,105.69328,2.5137203
202405071327_52,107.68,98.61341,2.452619
202405071327_52,107.68,106.195786,2.5513763
202405071327_52,107.68,98.521454,2.4866636
202405071327_52,107.68,106.26679,2.5291607
202405071327_52,107.68,97.75716,2.4350202
202405071327_52,107.68,96.888664,2.482791
202405071327_52,107.68,98.5596,2.4672298
202405071327_52,107.68,108.13663,2.5469368
202405071327_52,107.68,106.54594,2.7251375
202405071327_53,108.9,106.3373,2.4155235
202405071327_53,108.9,102.218414,2.3851097
202405071327_53,108.9,106.81802,2.4340832
202405071327_53,108.9,103.687874,2.4041102
202405071327_53,108.9,106.907074,2.4269958
202405071327_53,108.9,105.35163,2.4432476
202405071327_53,108.9,101.74428,2.4226124
202405071327_53,108.9,103.38988,2.3961692
202405071327_53,108.9,102.21154,2.5340297
202405071327_53,108.9,106.53064,2.505157
202405071327_53,108.9,107.68686,2.4889684
202405071327_53,108.9,108.24848,2.4979494
202405071327_53,108.9,106.63671,2.500677
202405071327_53,108.9,108.39405,2.5134485
202405071327_53,108.9,107.95657,2.5034242
202405071327_53,108.9,109.15749,2.5138383
202405071327_53,108.9,108.55529,2.5325928
202405071327_53,108.9,108.69076,2.5092456
202405071327_53,108.9,101.34587,2.5339262
202405071327_53,108.9,107.859795,2.509523
202405071327_54,137.08,123.947136,2.647478
202405071327_54,137.08,130.89082,2.699688
202405071327_54,137.08,124.12781,2.6835039
202405071327_54,137.08,129.32019,2.7113912
202405071327_54,137.08,125.510254,2.6636302
202405071327_54,137.08,133.85585,2.7493367
202405071327_54,137.08,129.80676,2.7153397
202405071327_54,137.08,131.23145,2.7064512
202405071327_54,137.08,127.32042,2.744768
202405071327_54,137.08,124.97084,2.8081887
202405071327_54,137.08,127.35425,2.6803372
202405071327_54,137.08,129.89215,2.6544583
202405071327_54,137.08,124.18227,2.698306
202405071327_54,137.08,127.48318,2.6736856
202405071327_54,137.08,126.82435,2.6910863
202405071327_54,137.08,128.61613,2.6489694
202405071327_54,137.08,121.224335,2.5977058
202405071327_54,137.08,128.22742,2.6474745
202405071327_54,137.08,132.09602,2.861339
202405071327_54,137.08,126.452896,2.7127185
202405071327_55,75.13,74.609474,2.1960514
202405071327_55,75.13,71.594246,2.1883373
202405071327_55,75.13,73.14897,2.1946204
202405071327_55,75.13,68.2548,2.1525552
202405071327_55,75.13,73.528854,2.1943638
202405071327_55,75.13,70.15396,2.1615508
