DataKey,true_LAI,predicted_LAI,predicted_std_LAI
202404251118_19,1.6915,1.5294018,0.31720328
202404251118_19,1.6915,1.487119,0.31343755
202404251118_19,1.6915,1.5228286,0.31665444
202404251118_19,1.6915,1.5191481,0.31713504
202404251118_19,1.6915,1.5201311,0.31647098
202404251118_19,1.6915,1.507848,0.318722
202404251118_19,1.6915,1.5406158,0.31865504
202404251118_19,1.6915,1.4950724,0.31466538
202404251118_19,1.6915,1.5674124,0.31198034
202404251118_19,1.6915,1.5311587,0.32010338
202404251118_2,2.45,2.3100321,0.3776009
202404251118_2,2.45,2.3323092,0.38140187
202404251118_2,2.45,2.2637007,0.37978074
202404251118_2,2.45,2.284001,0.3810548
202404251118_2,2.45,2.3049173,0.37934387
202404251118_2,2.45,2.249583,0.37565836
202404251118_2,2.45,2.3127348,0.38823348
202404251118_2,2.45,2.3166425,0.38150403
202404251118_2,2.45,2.419933,0.4096371
202404251118_2,2.45,2.4563515,0.42048573
202404251118_2,2.45,2.3039365,0.3740864
202404251118_2,2.45,2.3100903,0.3663667
202404251118_2,2.45,2.2787762,0.37913617
202404251118_2,2.45,2.2662206,0.36584327
202404251118_2,2.45,2.301198,0.37526998
202404251118_2,2.45,2.3017263,0.36866778
202404251118_2,2.45,2.2737463,0.36443257
202404251118_2,2.45,2.2999477,0.3651058
202404251118_2,2.45,2.2983441,0.38373533
202404251118_2,2.45,2.293682,0.40058684
202404251118_20,3.171,2.9199657,0.43900093
202404251118_20,3.171,3.0785537,0.44863352
202404251118_20,3.171,2.9652529,0.4415277
202404251118_20,3.171,3.094946,0.44934124
202404251118_20,3.171,2.9504936,0.44116735
202404251118_20,3.171,3.1254811,0.4552651
202404251118_20,3.171,3.101864,0.45294535
202404251118_20,3.171,3.0961525,0.44991076
202404251118_20,3.171,2.948001,0.44726628
202404251118_20,3.171,3.0220685,0.47433877
202404251118_20,3.171,2.957666,0.44658247
202404251118_20,3.171,3.061474,0.4494304
202404251118_20,3.171,2.971675,0.44498572
202404251118_20,3.171,3.051743,0.44722718
202404251118_20,3.171,2.9782856,0.4482525
202404251118_20,3.171,3.0576339,0.45321953
202404251118_20,3.171,3.059085,0.45163897
202404251118_20,3.171,3.0709643,0.44992253
202404251118_20,3.171,2.9707334,0.44657746
202404251118_20,3.171,3.055971,0.4844885
202404251118_21,2.609,2.4620245,0.38916698
202404251118_21,2.609,2.5021112,0.39632982
202404251118_21,2.609,2.459965,0.3883549
202404251118_21,2.609,2.4752207,0.3968346
202404251118_21,2.609,2.4518533,0.38675272
202404251118_21,2.609,2.5017965,0.39376742
202404251118_21,2.609,2.4718292,0.4157632
202404251118_21,2.609,2.4933312,0.39472106
202404251118_21,2.609,2.4763277,0.41468617
202404251118_21,2.609,2.4960954,0.4355876
202404251118_21,2.609,2.3270602,0.3699487
202404251118_21,2.609,2.4182558,0.3795459
202404251118_21,2.609,2.3402104,0.37299633
202404251118_21,2.609,2.4155061,0.38265175
202404251118_21,2.609,2.3199816,0.36929604
202404251118_21,2.609,2.4407768,0.3848289
202404251118_21,2.609,2.4172094,0.38454035
202404251118_21,2.609,2.4089,0.37887743
202404251118_21,2.609,2.4420278,0.39468834
202404251118_21,2.609,2.3589418,0.42197472
202404251118_22,2.4,2.1523907,0.3720929
202404251118_22,2.4,2.1467063,0.36565456
202404251118_22,2.4,2.1578884,0.37647885
202404251118_22,2.4,2.177773,0.36810902
202404251118_22,2.4,2.1607409,0.37241468
202404251118_22,2.4,2.1524034,0.3619367
202404251118_22,2.4,2.1059113,0.3617655
202404251118_22,2.4,2.1599197,0.36510947
202404251118_22,2.4,2.1845322,0.36291888
202404251118_22,2.4,2.1458807,0.389349
202404251118_22,2.4,2.2284038,0.3684036
202404251118_22,2.4,2.2921803,0.36154014
202404251118_22,2.4,2.2539907,0.37168187
202404251118_22,2.4,2.3078063,0.36449882
202404251118_22,2.4,2.2449455,0.3702456
202404251118_22,2.4,2.2728088,0.36170492
202404251118_22,2.4,2.2897837,0.3657068
202404251118_22,2.4,2.2973406,0.36157018
202404251118_22,2.4,2.1769605,0.36856294
202404251118_22,2.4,2.4203274,0.40017515
202404251118_23,2.2195,1.9516919,0.3461974
202404251118_23,2.2195,1.8971035,0.34288618
202404251118_23,2.2195,1.9573979,0.35605893
202404251118_23,2.2195,1.8664422,0.34650144
202404251118_23,2.2195,1.9517145,0.34975654
202404251118_23,2.2195,1.8923812,0.35350657
202404251118_23,2.2195,1.9568684,0.35095716
202404251118_23,2.2195,1.880739,0.34295642
202404251118_23,2.2195,2.0825684,0.377436
202404251118_23,2.2195,1.9219062,0.35372368
202404251118_23,2.2195,2.0260918,0.35764897
202404251118_23,2.2195,2.0638924,0.35304767
202404251118_23,2.2195,1.9669559,0.35376272
202404251118_23,2.2195,2.0348625,0.35688946
202404251118_23,2.2195,2.007413,0.3552881
202404251118_23,2.2195,2.00385,0.35714585
202404251118_23,2.2195,2.0125647,0.35867774
202404251118_23,2.2195,2.0528405,0.3543254
202404251118_23,2.2195,2.0062761,0.3442953
202404251118_23,2.2195,2.0936303,0.36937737
202404251118_24,2.5075,2.333984,0.37997833
202404251118_24,2.5075,2.3222651,0.37702608
202404251118_24,2.5075,2.364388,0.3874546
202404251118_24,2.5075,2.304518,0.37805644
202404251118_24,2.5075,2.3428876,0.3812702
202404251118_24,2.5075,2.300765,0.37634557
202404251118_24,2.5075,2.37754,0.3853172
202404251118_24,2.5075,2.320296,0.3763881
202404251118_24,2.5075,2.2690046,0.38136235
202404251118_24,2.5075,2.2726977,0.3894082
202404251118_24,2.5075,2.3302298,0.36743972
202404251118_24,2.5075,2.2978258,0.36287266
202404251118_24,2.5075,2.3293495,0.3669065
202404251118_24,2.5075,2.286819,0.36129558
202404251118_24,2.5075,2.3311152,0.36722606
202404251118_24,2.5075,2.2415683,0.3621456
202404251118_24,2.5075,2.2763267,0.3616585
202404251118_24,2.5075,2.2941682,0.36170506
202404251118_24,2.5075,2.306063,0.37621656
202404251118_24,2.5075,2.3146272,0.38497037
202404251118_25,3.2005,3.050342,0.47339496
202404251118_25,3.2005,2.9989724,0.45520842
202404251118_25,3.2005,3.0120728,0.47026816
202404251118_25,3.2005,2.9848065,0.45573637
202404251118_25,3.2005,3.04402,0.47266784
202404251118_25,3.2005,2.9343364,0.44609472
202404251118_25,3.2005,3.0253792,0.45952836
202404251118_25,3.2005,2.9974391,0.45527208
202404251118_25,3.2005,2.9627829,0.46138284
202404251118_25,3.2005,3.0452058,0.49491307
202404251118_25,3.2005,2.9107995,0.4530452
202404251118_25,3.2005,2.9312255,0.4408968
202404251118_25,3.2005,2.9116573,0.46013507
202404251118_25,3.2005,2.9110034,0.4426566
202404251118_25,3.2005,2.9176762,0.45660985
202404251118_25,3.2005,2.957156,0.451236
202404251118_25,3.2005,2.9153268,0.44041967
202404251118_25,3.2005,2.9264562,0.44145778
202404251118_25,3.2005,2.9294925,0.44539505
202404251118_25,3.2005,3.0257854,0.49339667
202404251118_26,2.4525,2.3130848,0.42128685
202404251118_26,2.4525,2.2416131,0.40032104
202404251118_26,2.4525,2.1672556,0.40476173
202404251118_26,2.4525,2.265291,0.40537924
202404251118_26,2.4525,2.2505095,0.41375807
202404251118_26,2.4525,2.2548368,0.40651247
202404251118_26,2.4525,2.1697524,0.40249377
202404251118_26,2.4525,2.2545652,0.40321144
202404251118_26,2.4525,2.2052233,0.3966917
202404251118_26,2.4525,2.4232247,0.47332308
202404251118_26,2.4525,2.3305087,0.4015078
202404251118_26,2.4525,2.329186,0.3839204
202404251118_26,2.4525,2.273055,0.40295032
202404251118_26,2.4525,2.288999,0.38505298
202404251118_26,2.4525,2.3083758,0.40441042
202404251118_26,2.4525,2.3053317,0.3882083
202404251118_26,2.4525,2.3359585,0.3996376
202404251118_26,2.4525,2.3198562,0.38528943
202404251118_26,2.4525,2.3902447,0.41901204
202404251118_26,2.4525,2.6796508,0.499958
202404251118_27,2.6205,2.3627565,0.38491967
202404251118_27,2.6205,2.431314,0.39227653
202404251118_27,2.6205,2.3639152,0.39613798
202404251118_27,2.6205,2.4232879,0.39704722
202404251118_27,2.6205,2.3711166,0.38883376
202404251118_27,2.6205,2.457571,0.40665108
202404251118_27,2.6205,2.4172297,0.39592427
202404251118_27,2.6205,2.4395437,0.39301485
202404251118_27,2.6205,2.4490006,0.41599673
202404251118_27,2.6205,2.5273461,0.42957819
202404251118_27,2.6205,2.4560196,0.3924263
202404251118_27,2.6205,2.4695952,0.3888302
202404251118_27,2.6205,2.4827878,0.39525816
202404251118_27,2.6205,2.47655,0.3987355
202404251118_27,2.6205,2.4729316,0.39207852
202404251118_27,2.6205,2.4758153,0.39613152
202404251118_27,2.6205,2.4712076,0.3925803
202404251118_27,2.6205,2.472194,0.39274156
202404251118_27,2.6205,2.475045,0.3995736
202404251118_27,2.6205,2.4751642,0.41599864
202404251118_28,2.9845,2.7634425,0.42443198
202404251118_28,2.9845,2.7600489,0.42323962
202404251118_28,2.9845,2.7744522,0.4255682
202404251118_28,2.9845,2.7729418,0.42524338
202404251118_28,2.9845,2.771822,0.4241182
202404251118_28,2.9845,2.7713745,0.42485908
202404251118_28,2.9845,2.7400181,0.42950946
202404251118_28,2.9845,2.7704937,0.42312962
202404251118_28,2.9845,2.7693057,0.4349005
202404251118_28,2.9845,2.8122609,0.4426874
202404251118_28,2.9845,2.7266793,0.43293685
202404251118_28,2.9845,2.7424533,0.4271427
202404251118_28,2.9845,2.7148948,0.43588957
202404251118_28,2.9845,2.7395942,0.42857796
202404251118_28,2.9845,2.7224922,0.43196335
202404251118_28,2.9845,2.745137,0.427876
202404251118_28,2.9845,2.7415764,0.4338175
202404251118_28,2.9845,2.7472396,0.427579
202404251118_28,2.9845,2.7000434,0.4249955
202404251118_28,2.9845,2.7673357,0.44489342
202404251118_29,2.9565,2.8587136,0.45170817
202404251118_29,2.9565,2.777833,0.43875754
202404251118_29,2.9565,2.8251956,0.4553264
202404251118_29,2.9565,2.7327075,0.43543425
202404251118_29,2.9565,2.861668,0.45607224
202404251118_29,2.9565,2.824914,0.45308873
202404251118_29,2.9565,2.7670963,0.4484334
202404251118_29,2.9565,2.7748098,0.439487
202404251118_29,2.9565,2.9052763,0.4656704
202404251118_29,2.9565,2.8725243,0.48122883
202404251118_29,2.9565,2.8581183,0.44873902
202404251118_29,2.9565,2.804112,0.42659143
202404251118_29,2.9565,2.7709966,0.44577086
202404251118_29,2.9565,2.7273955,0.421973
202404251118_29,2.9565,2.8347142,0.4483732
202404251118_29,2.9565,2.7916899,0.43209583
202404251118_29,2.9565,2.7584226,0.42392027
202404251118_29,2.9565,2.773817,0.4237761
202404251118_29,2.9565,2.6891143,0.42936394
202404251118_29,2.9565,2.8839011,0.47279257
202404251118_3,2.5625,2.3527887,0.36898562
202404251118_3,2.5625,2.3455188,0.3723231
202404251118_3,2.5625,2.3793418,0.3720542
202404251118_3,2.5625,2.3613663,0.37622425
202404251118_3,2.5625,2.3693786,0.36941057
202404251118_3,2.5625,2.3319151,0.37940222
202404251118_3,2.5625,2.3733773,0.38365754
202404251118_3,2.5625,2.3564107,0.3737637
202404251118_3,2.5625,2.4719255,0.4050479
202404251118_3,2.5625,2.348857,0.40922567
202404251118_3,2.5625,2.3500745,0.3715213
202404251118_3,2.5625,2.3315358,0.37477002
202404251118_3,2.5625,2.3550541,0.3752045
202404251118_3,2.5625,2.3231342,0.37883538
202404251118_3,2.5625,2.3584764,0.37201867
202404251118_3,2.5625,2.3241665,0.3787444
202404251118_3,2.5625,2.354499,0.3821685
202404251118_3,2.5625,2.334933,0.37626722
202404251118_3,2.5625,2.3896232,0.40082812
202404251118_3,2.5625,2.3278365,0.4024461
202404251118_30,2.0625,1.9805522,0.35172853
202404251118_30,2.0625,1.934427,0.33413303
202404251118_30,2.0625,1.9083934,0.34293273
202404251118_30,2.0625,1.9003959,0.32775348
202404251118_30,2.0625,1.951572,0.34763652
202404251118_30,2.0625,1.9045434,0.3334698
202404251118_30,2.0625,1.923307,0.3329256
202404251118_30,2.0625,1.9112508,0.32951218
202404251118_30,2.0625,1.8300583,0.33012056
202404251118_30,2.0625,1.940867,0.35820654
202404251118_30,2.0625,1.8599772,0.32487658
202404251118_30,2.0625,1.8665822,0.322185
202404251118_30,2.0625,1.8471906,0.32074496
202404251118_30,2.0625,1.8377283,0.31451824
202404251118_30,2.0625,1.849642,0.32049075
202404251118_30,2.0625,1.858918,0.31647217
202404251118_30,2.0625,1.8908644,0.32354775
202404251118_30,2.0625,1.8506658,0.3163821
202404251118_30,2.0625,1.8404117,0.32915255
202404251118_30,2.0625,1.988219,0.34910306
202404251118_31,2.853,2.6116152,0.41115728
202404251118_31,2.853,2.594966,0.41033497
202404251118_31,2.853,2.5591977,0.4141653
202404251118_31,2.853,2.5819457,0.4147532
202404251118_31,2.853,2.611337,0.41288635
202404251118_31,2.853,2.538263,0.4153349
202404251118_31,2.853,2.58825,0.43168274
202404251118_31,2.853,2.6053126,0.41346234
202404251118_31,2.853,2.7371447,0.428696
202404251118_31,2.853,2.6797233,0.46032372
202404251118_31,2.853,2.6990886,0.42502284
202404251118_31,2.853,2.7757,0.4134465
202404251118_31,2.853,2.6842453,0.4288701
202404251118_31,2.853,2.7410457,0.4150209
202404251118_31,2.853,2.7004986,0.42848322
202404251118_31,2.853,2.7573571,0.41933125
202404251118_31,2.853,2.598772,0.4142025
