DataKey,true_LAI,predicted_LAI,predicted_std_LAI
202404301146_42,1.606,1.4589288,0.3008646
202404301146_42,1.606,1.5557079,0.31717783
202404301146_43,2.111,1.9836147,0.3456454
202404301146_43,2.111,2.0156393,0.3501479
202404301146_43,2.111,1.9797626,0.3466044
202404301146_43,2.111,2.0084672,0.35528848
202404301146_43,2.111,1.9885738,0.34630847
202404301146_43,2.111,2.0343583,0.36173472
202404301146_43,2.111,2.006799,0.35578963
202404301146_43,2.111,2.0179498,0.3521056
202404301146_43,2.111,2.0278022,0.35020655
202404301146_43,2.111,2.1574173,0.38408983
202404301146_43,2.111,2.0143807,0.3400655
202404301146_43,2.111,2.026987,0.34160933
202404301146_43,2.111,2.0053666,0.34724534
202404301146_43,2.111,2.0480795,0.34930912
202404301146_43,2.111,2.0081832,0.3426367
202404301146_43,2.111,2.1342723,0.3638362
202404301146_43,2.111,2.0827022,0.34916902
202404301146_43,2.111,2.0364785,0.3455821
202404301146_43,2.111,2.0887716,0.36991367
202404301146_43,2.111,2.1074533,0.37598553
202404301146_44,2.5945,2.339611,0.3762868
202404301146_44,2.5945,2.3735976,0.3773753
202404301146_44,2.5945,2.3934462,0.38524976
202404301146_44,2.5945,2.4421656,0.38577774
202404301146_44,2.5945,2.3676348,0.38031566
202404301146_44,2.5945,2.3735375,0.38033676
202404301146_44,2.5945,2.4227064,0.38538927
202404301146_44,2.5945,2.4034414,0.38123623
202404301146_44,2.5945,2.5380714,0.39405808
202404301146_44,2.5945,2.527084,0.42599517
202404301146_44,2.5945,2.363861,0.37241995
202404301146_44,2.5945,2.4005532,0.372488
202404301146_44,2.5945,2.3683388,0.37716508
202404301146_44,2.5945,2.4237888,0.37971875
202404301146_44,2.5945,2.3673477,0.37494832
202404301146_44,2.5945,2.4049497,0.3759568
202404301146_44,2.5945,2.4397988,0.3820171
202404301146_44,2.5945,2.4106476,0.37520686
202404301146_44,2.5945,2.4705644,0.3950956
202404301146_44,2.5945,2.4930182,0.40818793
202404301146_45,1.833,1.6427329,0.2940224
202404301146_45,1.833,1.6396966,0.29211536
202404301146_45,1.833,1.638783,0.29918122
202404301146_45,1.833,1.6526232,0.29477042
202404301146_45,1.833,1.6396172,0.29492065
202404301146_45,1.833,1.6479607,0.29359847
202404301146_45,1.833,1.6670432,0.2970712
202404301146_45,1.833,1.644058,0.29169196
202404301146_45,1.833,1.6741216,0.31986725
202404301146_45,1.833,1.7014794,0.3189817
202404301146_45,1.833,1.73314,0.3138962
202404301146_45,1.833,1.6453943,0.29455063
202404301146_45,1.833,1.7647927,0.31989285
202404301146_45,1.833,1.6718357,0.30286604
202404301146_45,1.833,1.7527707,0.3166638
202404301146_45,1.833,1.6837885,0.30142233
202404301146_45,1.833,1.6572351,0.30182067
202404301146_45,1.833,1.6543388,0.29702938
202404301146_45,1.833,1.7130859,0.31982478
202404301146_45,1.833,1.6988387,0.3162758
202404301146_46,1.75,1.6161003,0.30374244
202404301146_46,1.75,1.6209679,0.2977136
202404301146_46,1.75,1.6009121,0.30506644
202404301146_46,1.75,1.6023588,0.29477274
202404301146_46,1.75,1.6085887,0.3039619
202404301146_46,1.75,1.6342349,0.30034226
202404301146_46,1.75,1.6165228,0.30083388
202404301146_46,1.75,1.6139033,0.29604718
202404301146_46,1.75,1.6216176,0.30743548
202404301146_46,1.75,1.6787112,0.3132555
202404301146_46,1.75,1.616879,0.2972879
202404301146_46,1.75,1.6175573,0.30086774
202404301146_46,1.75,1.6101723,0.29779
202404301146_46,1.75,1.6165454,0.29828513
202404301146_46,1.75,1.6129241,0.29720375
202404301146_46,1.75,1.6530185,0.31387758
202404301146_46,1.75,1.6146727,0.2994164
202404301146_46,1.75,1.6169405,0.29938442
202404301146_46,1.75,1.6563098,0.2976102
202404301146_46,1.75,1.6631603,0.31184682
202404301146_47,2.255,2.213077,0.38975373
202404301146_47,2.255,2.1147594,0.35398132
202404301146_47,2.255,2.1563175,0.38115355
202404301146_47,2.255,2.0847814,0.3490565
202404301146_47,2.255,2.1951804,0.3879029
202404301146_47,2.255,2.0896697,0.35141572
202404301146_47,2.255,2.138959,0.36145037
202404301146_47,2.255,2.0998929,0.35112667
202404301146_47,2.255,2.104781,0.3626199
202404301146_47,2.255,1.9925961,0.36928964
202404301146_47,2.255,2.1539776,0.37661654
202404301146_47,2.255,2.1380851,0.36215252
202404301146_47,2.255,2.1361456,0.3840112
202404301146_47,2.255,2.0950897,0.36433473
202404301146_47,2.255,2.1454062,0.37954837
202404301146_47,2.255,2.1189392,0.364413
202404301146_47,2.255,2.101659,0.35851017
202404301146_47,2.255,2.1148784,0.36130813
202404301146_47,2.255,2.1551397,0.37524283
202404301146_47,2.255,1.9946795,0.37834722
202404301146_48,1.907,1.7564056,0.30781013
202404301146_48,1.907,1.7039545,0.30520704
202404301146_48,1.907,1.7459791,0.30437773
202404301146_48,1.907,1.6895268,0.305113
202404301146_48,1.907,1.7449415,0.30336303
202404301146_48,1.907,1.7112153,0.30282375
202404301146_48,1.907,1.701518,0.30889615
202404301146_48,1.907,1.7001858,0.3045798
202404301146_48,1.907,1.6930823,0.32656562
202404301146_48,1.907,1.8274016,0.3447486
202404301146_48,1.907,1.7663951,0.29507595
202404301146_48,1.907,1.7783992,0.30905318
202404301146_48,1.907,1.7813637,0.29729772
202404301146_48,1.907,1.7938015,0.30961406
202404301146_48,1.907,1.771529,0.2948448
202404301146_48,1.907,1.8008008,0.30980155
202404301146_48,1.907,1.7974818,0.3113551
202404301146_48,1.907,1.789716,0.30886853
202404301146_48,1.907,1.6590204,0.31158608
202404301146_48,1.907,1.7599304,0.32323858
202404301146_49,1.938,1.7583523,0.29902586
202404301146_49,1.938,1.7552569,0.30080286
202404301146_49,1.938,1.7546401,0.29949692
202404301146_49,1.938,1.757765,0.3001303
202404301146_49,1.938,1.7659855,0.29893717
202404301146_49,1.938,1.7628446,0.3032834
202404301146_49,1.938,1.7197366,0.30494726
202404301146_49,1.938,1.7574751,0.29934978
202404301146_49,1.938,1.8008752,0.30903324
202404301146_49,1.938,1.7883065,0.3181084
202404301146_49,1.938,1.7842591,0.32055447
202404301146_49,1.938,1.7704988,0.30959722
202404301146_49,1.938,1.8321257,0.32324854
202404301146_49,1.938,1.7849095,0.3096384
202404301146_49,1.938,1.8076513,0.3210926
202404301146_49,1.938,1.7628436,0.30264768
202404301146_49,1.938,1.7784147,0.31124324
202404301146_49,1.938,1.7782323,0.3092835
202404301146_49,1.938,1.7530556,0.3134142
202404301146_49,1.938,1.8106604,0.3265027
202404301146_5,2.4325,2.368715,0.3794305
202404301146_5,2.4325,2.3856814,0.3789037
202404301146_5,2.4325,2.378371,0.38830796
202404301146_5,2.4325,2.3645568,0.3840828
202404301146_5,2.4325,2.3728964,0.3849351
202404301146_5,2.4325,2.3896513,0.386494
202404301146_5,2.4325,2.3170083,0.3814004
202404301146_5,2.4325,2.3745973,0.3805551
202404301146_5,2.4325,2.3823662,0.3845724
202404301146_5,2.4325,2.5304768,0.41336694
202404301146_5,2.4325,2.411799,0.3915187
202404301146_5,2.4325,2.3939729,0.38547322
202404301146_5,2.4325,2.4474983,0.39931673
202404301146_5,2.4325,2.3794703,0.3916905
202404301146_5,2.4325,2.4280286,0.3954614
202404301146_5,2.4325,2.3931954,0.38998732
202404301146_5,2.4325,2.3586142,0.39128584
202404301146_5,2.4325,2.3914812,0.38807783
202404301146_5,2.4325,2.4380572,0.39965555
202404301146_5,2.4325,2.3412094,0.41759646
202404301146_50,2.087,1.9209757,0.32378763
202404301146_50,2.087,1.8729649,0.3139283
202404301146_50,2.087,1.9181011,0.31969297
202404301146_50,2.087,1.8772528,0.31300068
202404301146_50,2.087,1.9167802,0.32084975
202404301146_50,2.087,1.887444,0.3150547
202404301146_50,2.087,1.8304069,0.31430796
202404301146_50,2.087,1.8732233,0.31202635
202404301146_50,2.087,1.864984,0.33923352
202404301146_50,2.087,1.9852996,0.33690122
202404301146_50,2.087,1.8990448,0.31768557
202404301146_50,2.087,1.9439204,0.31416726
202404301146_50,2.087,1.8738072,0.31689677
202404301146_50,2.087,1.9071872,0.31084993
202404301146_50,2.087,1.886905,0.31496915
202404301146_50,2.087,1.9329214,0.31209657
202404301146_50,2.087,1.9186835,0.31970483
202404301146_50,2.087,1.9288392,0.31133524
202404301146_50,2.087,1.9554567,0.35240507
202404301146_50,2.087,2.0158203,0.33480087
202404301146_51,2.648,2.3665073,0.3869094
202404301146_51,2.648,2.4913623,0.40019512
202404301146_51,2.648,2.3825948,0.39199772
202404301146_51,2.648,2.4817078,0.40316248
202404301146_51,2.648,2.3722248,0.38758332
202404301146_51,2.648,2.4835832,0.4018826
202404301146_51,2.648,2.5098345,0.42159963
202404301146_51,2.648,2.4912193,0.40088594
202404301146_51,2.648,2.362606,0.39973825
202404301146_51,2.648,2.3761232,0.39654988
202404301146_51,2.648,2.3701658,0.38229522
202404301146_51,2.648,2.3707318,0.37763166
202404301146_51,2.648,2.3999097,0.39174798
202404301146_51,2.648,2.3763552,0.38051832
202404301146_51,2.648,2.3903813,0.3872173
202404301146_51,2.648,2.3996696,0.38263744
202404301146_51,2.648,2.3445852,0.38166785
202404301146_51,2.648,2.377222,0.37893775
202404301146_51,2.648,2.3429406,0.3815627
202404301146_51,2.648,2.6030445,0.4195144
202404301146_52,2.292,2.5768256,0.42112646
202404301146_52,2.292,2.6371741,0.4082154
202404301146_52,2.292,2.6493235,0.41176245
202404301146_52,2.292,2.6688664,0.40327412
202404301146_52,2.292,2.6074479,0.41200307
202404301146_52,2.292,2.6528692,0.40901664
202404301146_52,2.292,2.608915,0.40955734
202404301146_52,2.292,2.6380398,0.40161535
202404301146_52,2.292,2.552051,0.40364894
202404301146_52,2.292,2.7994611,0.4316365
202404301146_52,2.292,2.611021,0.40564054
202404301146_52,2.292,2.5200984,0.39506105
202404301146_52,2.292,2.6332984,0.4082667
202404301146_52,2.292,2.528169,0.3951603
202404301146_52,2.292,2.6197171,0.4053604
202404301146_52,2.292,2.5288496,0.3973492
202404301146_52,2.292,2.5185356,0.39465013
202404301146_52,2.292,2.5197263,0.3942847
202404301146_52,2.292,2.656112,0.41415378
202404301146_52,2.292,2.5628397,0.4179225
202404301146_53,1.628,1.5135529,0.32079056
202404301146_53,1.628,1.5331867,0.32585397
202404301146_53,1.628,1.5181489,0.31981313
202404301146_53,1.628,1.5255177,0.32343084
202404301146_53,1.628,1.5258794,0.31769523
202404301146_53,1.628,1.5532372,0.32774708
202404301146_53,1.628,1.5149028,0.32828128
202404301146_53,1.628,1.5350621,0.3225764
202404301146_53,1.628,1.503959,0.31511346
202404301146_53,1.628,1.5291376,0.33327818
202404301146_53,1.628,1.488972,0.31289086
202404301146_53,1.628,1.4941883,0.30445108
202404301146_53,1.628,1.4805229,0.31320226
202404301146_53,1.628,1.4835124,0.30208904
202404301146_53,1.628,1.4862835,0.3106921
202404301146_53,1.628,1.4916592,0.32085744
202404301146_53,1.628,1.4812872,0.30686086
202404301146_53,1.628,1.4930155,0.30199805
202404301146_53,1.628,1.5280983,0.3249318
202404301146_53,1.628,1.5514157,0.32182476
202404301146_54,2.5045,2.31319,0.37051097
202404301146_54,2.5045,2.3558087,0.37178522
202404301146_54,2.5045,2.3124094,0.3731178
202404301146_54,2.5045,2.3523452,0.36908516
202404301146_54,2.5045,2.3276954,0.37323618
202404301146_54,2.5045,2.3694453,0.37322855
202404301146_54,2.5045,2.357444,0.3705594
202404301146_54,2.5045,2.3608453,0.37074983
202404301146_54,2.5045,2.4228961,0.40132156
202404301146_54,2.5045,2.3232114,0.38561758
202404301146_54,2.5045,2.4474134,0.38047546
202404301146_54,2.5045,2.3238418,0.3635717
202404301146_54,2.5045,2.425395,0.3798022
202404301146_54,2.5045,2.3080122,0.36508152
202404301146_54,2.5045,2.440781,0.37924638
202404301146_54,2.5045,2.3433135,0.3675553
202404301146_54,2.5045,2.3079276,0.37083474
202404301146_54,2.5045,2.3145971,0.36304817
202404301146_54,2.5045,2.4359186,0.39762565
202404301146_54,2.5045,2.3869858,0.39119765
202404301146_55,1.6885,1.558322,0.31083882
202404301146_55,1.6885,1.5404754,0.3017854
202404301146_55,1.6885,1.5491347,0.30817598
202404301146_55,1.6885,1.5331526,0.30034533
202404301146_55,1.6885,1.551105,0.3092467
202404301146_55,1.6885,1.5546699,0.30263263
202404301146_55,1.6885,1.4903533,0.2997756
202404301146_55,1.6885,1.5347829,0.29996255
202404301146_55,1.6885,1.538177,0.3124113
202404301146_55,1.6885,1.5853009,0.319217
202404301146_55,1.6885,1.5393665,0.31542578
202404301146_55,1.6885,1.5255442,0.30386496
202404301146_55,1.6885,1.5276711,0.3160004
202404301146_55,1.6885,1.5206456,0.30670518
202404301146_55,1.6885,1.5301466,0.3147196
202404301146_55,1.6885,1.5159752,0.30151275
202404301146_55,1.6885,1.5504208,0.31527433
202404301146_55,1.6885,1.5216992,0.3040575
202404301146_55,1.6885,1.5920389,0.3038812
202404301146_55,1.6885,1.6054914,0.3294974
202404301146_56,1.46,1.372772,0.3129485
202404301146_56,1.46,1.358469,0.31074402
202404301146_56,1.46,1.3646367,0.3104262
202404301146_56,1.46,1.3609862,0.30734476
202404301146_56,1.46,1.3688862,0.31141537
202404301146_56,1.46,1.3482039,0.30666113
202404301146_56,1.46,1.367804,0.31133524
202404301146_56,1.46,1.3559659,0.30875766
202404301146_56,1.46,1.3404481,0.3114187
202404301146_56,1.46,1.3792133,0.32344007
202404301146_56,1.46,1.4019225,0.30702263
202404301146_56,1.46,1.3878975,0.30594942
202404301146_56,1.46,1.3857486,0.30344218
202404301146_56,1.46,1.3851273,0.30338514
202404301146_56,1.46,1.3906648,0.3046516
202404301146_56,1.46,1.366112,0.30647588
202404301146_56,1.46,1.35573,0.30691874
202404301146_56,1.46,1.3883867,0.30443814
202404301146_56,1.46,1.3659012,0.30842945
202404301146_56,1.46,1.4196582,0.31563437
202404301146_57,2.2025,2.1458867,0.36747837
202404301146_57,2.2025,2.0412781,0.36536437
202404301146_57,2.2025,2.1278358,0.3631896
202404301146_57,2.2025,2.054024,0.3616376
202404301146_57,2.2025,2.1353528,0.36554784
202404301146_57,2.2025,2.093548,0.36900586
202404301146_57,2.2025,2.119145,0.38173836
202404301146_57,2.2025,2.0510204,0.36162242
202404301146_57,2.2025,2.1836462,0.37937677
202404301146_57,2.2025,2.1477005,0.42138895
202404301146_57,2.2025,2.1567335,0.36510372
202404301146_57,2.2025,2.1638978,0.36520526
202404301146_57,2.2025,2.149854,0.36576787
202404301146_57,2.2025,2.1340287,0.36493143
202404301146_57,2.2025,2.157148,0.36534286
202404301146_57,2.2025,2.1497016,0.36145678
202404301146_57,2.2025,2.1456559,0.36793068
202404301146_57,2.2025,2.1498287,0.36461008
202404301146_57,2.2025,2.0561714,0.381558
202404301146_57,2.2025,1.9813232,0.37089506
202404301146_58,2.1105,1.9432409,0.3360935
202404301146_58,2.1105,2.0008826,0.3387031
202404301146_58,2.1105,1.9706969,0.3366946
202404301146_58,2.1105,2.0104825,0.33694425
202404301146_58,2.1105,1.9544368,0.33584034
202404301146_58,2.1105,2.0216732,0.33618772
202404301146_58,2.1105,2.0121872,0.3392594
202404301146_58,2.1105,2.0009117,0.33603674
202404301146_58,2.1105,1.8591397,0.33224648
202404301146_58,2.1105,2.0802941,0.36408862
202404301146_58,2.1105,2.0016105,0.3417161
202404301146_58,2.1105,1.9244244,0.3340135
202404301146_58,2.1105,2.0223742,0.34789413
202404301146_58,2.1105,1.9508221,0.33428648
202404301146_58,2.1105,2.0109951,0.34352592
202404301146_58,2.1105,1.9722672,0.34242374
202404301146_58,2.1105,2.0016522,0.3423894
202404301146_58,2.1105,1.934736,0.33326674
202404301146_58,2.1105,1.9839091,0.35090038
202404301146_58,2.1105,1.9194107,0.33937466
202404301146_59,1.318,1.227524,0.31951946
202404301146_59,1.318,1.2716398,0.3190653
202404301146_59,1.318,1.2343122,0.31729972
202404301146_59,1.318,1.2622318,0.31840742
202404301146_59,1.318,1.2296114,0.3183398
202404301146_59,1.318,1.2680018,0.32030287
202404301146_59,1.318,1.2544237,0.3190397
202404301146_59,1.318,1.2673404,0.31807682
202404301146_59,1.318,1.2044924,0.32674763
202404301146_59,1.318,1.2605187,0.34189302
202404301146_59,1.318,1.2889855,0.31584936
202404301146_59,1.318,1.2831821,0.32213902
202404301146_59,1.318,1.2863888,0.31745106
202404301146_59,1.318,1.2849765,0.32331464
202404301146_59,1.318,1.2895803,0.31585976
202404301146_59,1.318,1.2631713,0.32693404
202404301146_59,1.318,1.2889227,0.32030112
202404301146_59,1.318,1.2884016,0.32169095
202404301146_59,1.318,1.2701923,0.3224637
202404301146_59,1.318,1.221682,0.32319987
202404301146_6,2.4645,2.558797,0.39637426
202404301146_6,2.4645,2.561043,0.3884645
202404301146_6,2.4645,2.552052,0.40161356
202404301146_6,2.4645,2.5774176,0.39493623
202404301146_6,2.4645,2.5595374,0.39898506
202404301146_6,2.4645,2.5777025,0.3919394
202404301146_6,2.4645,2.5884395,0.40995628
202404301146_6,2.4645,2.5672197,0.39048508
202404301146_6,2.4645,2.6324403,0.41010168
202404301146_6,2.4645,2.528989,0.41444695
202404301146_6,2.4645,2.6420631,0.40341446
202404301146_6,2.4645,2.5870206,0.4010043
202404301146_6,2.4645,2.6392546,0.40431902
202404301146_6,2.4645,2.596638,0.40768284
202404301146_6,2.4645,2.6478395,0.4047118
202404301146_6,2.4645,2.5752442,0.40489748
202404301146_6,2.4645,2.5647454,0.4034011
202404301146_6,2.4645,2.5967345,0.40500948
202404301146_6,2.4645,2.6242862,0.41346058
202404301146_6,2.4645,2.7555785,0.46380424
202404301146_60,1.645,1.5048978,0.31114584
202404301146_60,1.645,1.4913349,0.30193087
202404301146_60,1.645,1.5084188,0.31313443
202404301146_60,1.645,1.4896843,0.3042572
202404301146_60,1.645,1.5056915,0.31211212
202404301146_60,1.645,1.5090003,0.29931822
202404301146_60,1.645,1.49124,0.30580947
202404301146_60,1.645,1.4917622,0.30140778
202404301146_60,1.645,1.5180051,0.30837315
202404301146_60,1.645,1.5886965,0.31967652
202404301146_60,1.645,1.5124464,0.29965243
202404301146_60,1.645,1.5209026,0.3022516
202404301146_60,1.645,1.5048933,0.30117282
202404301146_60,1.645,1.5200067,0.30117983
202404301146_60,1.645,1.5073581,0.29962686
202404301146_60,1.645,1.5173271,0.30116975
202404301146_60,1.645,1.5207174,0.30093312
202404301146_60,1.645,1.5190983,0.30111873
202404301146_60,1.645,1.5654335,0.31308833
202404301146_60,1.645,1.5380208,0.31578633
202404301146_61,1.5685,1.4705732,0.30401346
202404301146_61,1.5685,1.4459434,0.30232167
202404301146_61,1.5685,1.4634259,0.3043874
202404301146_61,1.5685,1.4456391,0.30164033
202404301146_61,1.5685,1.4692981,0.30359086
202404301146_61,1.5685,1.438669,0.3034392
202404301146_61,1.5685,1.4047179,0.30919218
202404301146_61,1.5685,1.4476583,0.30148906
202404301146_61,1.5685,1.4678462,0.3124788
202404301146_61,1.5685,1.4368229,0.32896253
202404301146_61,1.5685,1.4855895,0.29158363
202404301146_61,1.5685,1.4273095,0.29919073
202404301146_61,1.5685,1.4944065,0.28980625
202404301146_61,1.5685,1.4328296,0.298627
202404301146_61,1.5685,1.4898751,0.28936237
202404301146_61,1.5685,1.4139161,0.3033251
202404301146_61,1.5685,1.420407,0.30546603
202404301146_61,1.5685,1.4273152,0.29861203
202404301146_61,1.5685,1.4899769,0.30151278
202404301146_61,1.5685,1.390548,0.31648317
202404301146_62,1.355,1.3160899,0.31055576
202404301146_62,1.355,1.3066931,0.31038058
202404301146_62,1.355,1.3354328,0.30911335
202404301146_62,1.355,1.3205252,0.30811325
202404301146_62,1.355,1.322989,0.309747
202404301146_62,1.355,1.2987738,0.31254086
202404301146_62,1.355,1.2993047,0.31423098
202404301146_62,1.355,1.3153841,0.30890355
202404301146_62,1.355,1.3045273,0.31612176
202404301146_62,1.355,1.3124506,0.31651068
202404301146_62,1.355,1.3019813,0.31472224
202404301146_62,1.355,1.3146265,0.3108893
202404301146_62,1.355,1.2949848,0.31349015
202404301146_62,1.355,1.3275406,0.31057018
202404301146_62,1.355,1.2962626,0.31448725
202404301146_62,1.355,1.3112597,0.31304353
202404301146_62,1.355,1.3347728,0.3112457
202404301146_62,1.355,1.3187127,0.31057265
202404301146_62,1.355,1.328635,0.3168168
202404301146_62,1.355,1.3267376,0.32147703
202404301146_63,0.87525,0.65574944,0.35407865
202404301146_63,0.87525,0.6379681,0.34944078
202404301146_63,0.87525,0.67331433,0.35081553
202404301146_63,0.87525,0.6505929,0.34183604
202404301146_63,0.87525,0.6620837,0.35249615
202404301146_63,0.87525,0.64338684,0.3453556
202404301146_63,0.87525,0.6437783,0.34481665
202404301146_63,0.87525,0.64014953,0.34648982
202404301146_63,0.87525,0.6769831,0.34178883
202404301146_63,0.87525,0.7164791,0.36711416
202404301146_63,0.87525,0.61084485,0.34765786
202404301146_63,0.87525,0.7050955,0.3352399
202404301146_63,0.87525,0.62275815,0.34484774
202404301146_63,0.87525,0.70516145,0.32882667
202404301146_63,0.87525,0.6157673,0.3471241
202404301146_63,0.87525,0.6801132,0.332975
202404301146_63,0.87525,0.7114235,0.333163
202404301146_63,0.87525,0.7060708,0.33198333
202404301146_63,0.87525,0.7252401,0.33606714
202404301146_63,0.87525,0.7095485,0.3455787
202404301146_64,1.14835,1.3130062,0.3315999
202404301146_64,1.14835,1.4088933,0.322149
202404301146_64,1.14835,1.2890916,0.33012238
202404301146_64,1.14835,1.3410578,0.32754445
202404301146_64,1.14835,1.3049731,0.33155206
202404301146_64,1.14835,1.4501617,0.33310503
202404301146_64,1.14835,1.3659618,0.33516777
202404301146_64,1.14835,1.3925011,0.32412484
202404301146_64,1.14835,1.3533728,0.32456592
202404301146_64,1.14835,1.2713895,0.336744
202404301146_64,1.14835,1.3972423,0.34276065
202404301146_64,1.14835,1.3160677,0.34233814
202404301146_64,1.14835,1.4179192,0.33547115
202404301146_64,1.14835,1.310499,0.34230638
202404301146_64,1.14835,1.4140549,0.33786452
202404301146_64,1.14835,1.3300419,0.33709553
202404301146_64,1.14835,1.3085269,0.34695733
202404301146_64,1.14835,1.3272343,0.34028354
202404301146_64,1.14835,1.4713607,0.32651407
202404301146_64,1.14835,1.262747,0.3533534
202404301146_65,1.3645,1.3406055,0.31069705
202404301146_65,1.3645,1.2777913,0.3113844
202404301146_65,1.3645,1.3183694,0.3152135
202404301146_65,1.3645,1.2736347,0.31185895
202404301146_65,1.3645,1.3325431,0.31159154
202404301146_65,1.3645,1.295256,0.30975726
202404301146_65,1.3645,1.2658803,0.31665078
202404301146_65,1.3645,1.2856133,0.3113708
202404301146_65,1.3645,1.3372505,0.31462768
202404301146_65,1.3645,1.2639327,0.31419006
202404301146_65,1.3645,1.239852,0.32639375
202404301146_65,1.3645,1.2824278,0.31116694
202404301146_65,1.3645,1.2188647,0.32717854
202404301146_65,1.3645,1.252003,0.3153213
202404301146_65,1.3645,1.2331616,0.32672048
202404301146_65,1.3645,1.2850933,0.31378657
202404301146_65,1.3645,1.3116348,0.31325883
202404301146_65,1.3645,1.2678672,0.31277746
202404301146_65,1.3645,1.2802644,0.32066336
202404301146_65,1.3645,1.2710162,0.3387041
202404301146_66,1.3535,1.1982043,0.30047467
202404301146_66,1.3535,1.23435,0.3014208
202404301146_66,1.3535,1.2256563,0.30051836
202404301146_66,1.3535,1.2520841,0.30221045
202404301146_66,1.3535,1.2110965,0.30106685
202404301146_66,1.3535,1.2388225,0.29883048
202404301146_66,1.3535,1.2441481,0.30380422
202404301146_66,1.3535,1.2449651,0.30123094
202404301146_66,1.3535,1.2700255,0.31089774
202404301146_66,1.3535,1.257844,0.31099102
202404301146_66,1.3535,1.2548296,0.3034779
202404301146_66,1.3535,1.3009987,0.30012408
202404301146_66,1.3535,1.2694823,0.30587184
202404301146_66,1.3535,1.2987901,0.30287808
202404301146_66,1.3535,1.259543,0.3038608
202404301146_66,1.3535,1.2626185,0.3066594
202404301146_66,1.3535,1.3084819,0.3033506
202404301146_66,1.3535,1.3000798,0.3011674
202404301146_66,1.3535,1.3003123,0.32110435
202404301146_66,1.3535,1.2851702,0.31747892
202404301146_67,1.6695,1.5643873,0.31397367
202404301146_67,1.6695,1.574153,0.3145169
202404301146_67,1.6695,1.5454984,0.31014737
202404301146_67,1.6695,1.5890448,0.31249756
202404301146_67,1.6695,1.5460207,0.31019992
202404301146_67,1.6695,1.5692484,0.31643748
202404301146_67,1.6695,1.5892584,0.31927064
202404301146_67,1.6695,1.58304,0.31225064
202404301146_67,1.6695,1.5374901,0.30998006
202404301146_67,1.6695,1.4870644,0.3096831
202404301146_67,1.6695,1.6016433,0.31676212
202404301146_67,1.6695,1.6204586,0.3211189
202404301146_67,1.6695,1.5851319,0.31705037
202404301146_67,1.6695,1.611095,0.31799787
202404301146_67,1.6695,1.5957298,0.3148049
202404301146_67,1.6695,1.6288922,0.32171014
202404301146_67,1.6695,1.6017411,0.32246873
202404301146_67,1.6695,1.622138,0.31885716
202404301146_67,1.6695,1.5988095,0.32370412
202404301146_67,1.6695,1.523088,0.32403773
202404301146_68,1.366,1.2478756,0.3016908
202404301146_68,1.366,1.2652931,0.30556104
202404301146_68,1.366,1.2514896,0.3018215
202404301146_68,1.366,1.2729653,0.30507278
202404301146_68,1.366,1.2533256,0.3013569
202404301146_68,1.366,1.2281995,0.3013746
202404301146_68,1.366,1.2516313,0.30880022
202404301146_68,1.366,1.273346,0.3057978
202404301146_68,1.366,1.2394569,0.30869368
202404301146_68,1.366,1.2346334,0.31083572
202404301146_68,1.366,1.2654072,0.307065
202404301146_68,1.366,1.2518592,0.30761468
202404301146_68,1.366,1.267232,0.30855647
202404301146_68,1.366,1.2544544,0.310087
202404301146_68,1.366,1.2664177,0.3072632
202404301146_68,1.366,1.2285936,0.3113906
202404301146_68,1.366,1.2656138,0.30528608
202404301146_68,1.366,1.2551725,0.30868834
202404301146_68,1.366,1.260189,0.31821245
202404301146_68,1.366,1.2289293,0.32410124
202404301146_69,1.295,1.1998172,0.3164431
202404301146_69,1.295,1.1761286,0.3055525
202404301146_69,1.295,1.2007513,0.31388125
202404301146_69,1.295,1.1904566,0.30533817
202404301146_69,1.295,1.197021,0.31450468
202404301146_69,1.295,1.1871474,0.31949535
202404301146_69,1.295,1.1927345,0.30580813
202404301146_69,1.295,1.180321,0.30565816
202404301146_69,1.295,1.2606208,0.3246679
202404301146_69,1.295,1.1733481,0.3087682
202404301146_69,1.295,1.1995671,0.3217734
202404301146_69,1.295,1.2131683,0.3068971
202404301146_69,1.295,1.188744,0.31664506
202404301146_69,1.295,1.2092731,0.30888674
202404301146_69,1.295,1.1969783,0.31899962
202404301146_69,1.295,1.2106347,0.3067001
202404301146_69,1.295,1.1921837,0.30721623
202404301146_69,1.295,1.2106731,0.3075172
202404301146_69,1.295,1.2869172,0.32522374
202404301146_69,1.295,1.2090695,0.3139204
202404301146_7,2.9145,2.2286646,0.43400514
202404301146_7,2.9145,2.3453927,0.43783364
202404301146_7,2.9145,2.2402544,0.43556264
202404301146_7,2.9145,2.4377956,0.4330586
202404301146_7,2.9145,2.2142565,0.43374795
202404301146_7,2.9145,2.3512735,0.44238842
202404301146_7,2.9145,2.2864416,0.46141797
202404301146_7,2.9145,2.4062223,0.4348455
202404301146_7,2.9145,2.4003417,0.45711094
202404301146_7,2.9145,2.7509432,0.4988928
202404301146_7,2.9145,2.403921,0.40868232
202404301146_7,2.9145,2.3661933,0.43538827
202404301146_7,2.9145,2.4355886,0.4124646
202404301146_7,2.9145,2.4539504,0.44653717
202404301146_7,2.9145,2.4306996,0.410421
202404301146_7,2.9145,2.3137293,0.40451694
202404301146_7,2.9145,2.3881898,0.4290233
