DataKey,true_Height,predicted_Height,predicted_std_Height
202405131248_108,95.4,95.51296,2.5399306
202405131248_108,95.4,97.95129,2.59724
202405131248_108,95.4,95.91428,2.5497143
202405131248_108,95.4,97.16134,2.5791948
202405131248_108,95.4,95.56692,2.5407925
202405131248_108,95.4,96.610596,2.5640795
202405131248_108,95.4,95.706055,2.5442574
202405131248_108,95.4,97.368034,2.5823927
202405131248_108,95.4,97.95663,2.5953286
202405131248_11,95.7,91.85912,2.471973
202405131248_11,95.7,92.174545,2.4768407
202405131248_11,95.7,91.361374,2.4580488
202405131248_11,95.7,91.874855,2.4685917
202405131248_11,95.7,91.76109,2.4678783
202405131248_11,95.7,91.95247,2.4719248
202405131248_11,95.7,91.01123,2.4482
202405131248_11,95.7,92.12813,2.4751754
202405131248_11,95.7,93.744,2.5108268
202405131248_11,95.7,90.469505,2.4357958
202405131248_11,95.7,94.150894,2.5205407
202405131248_11,95.7,94.520386,2.5306191
202405131248_11,95.7,95.004196,2.5370507
202405131248_11,95.7,95.7536,2.555801
202405131248_11,95.7,94.49925,2.5274334
202405131248_11,95.7,94.29611,2.5236125
202405131248_11,95.7,93.61991,2.5083284
202405131248_11,95.7,95.16687,2.5439992
202405131248_11,95.7,91.072624,2.45114
202405131248_11,95.7,93.50193,2.5001
202405131248_111,95.6,99.03169,2.6261742
202405131248_111,95.6,97.76625,2.5968454
202405131248_111,95.6,99.35386,2.6358216
202405131248_111,95.6,98.77044,2.6237743
202405131248_111,95.6,99.161766,2.6299596
202405131248_111,95.6,97.39194,2.5925512
202405131248_111,95.6,98.08675,2.601
202405131248_111,95.6,97.984375,2.603647
202405131248_111,95.6,97.205025,2.5811408
202405131248_111,95.6,99.503746,2.6326704
202405131248_111,95.6,94.275154,2.5129654
202405131248_111,95.6,94.68154,2.5208676
202405131248_111,95.6,94.26335,2.5115378
202405131248_111,95.6,95.14967,2.5321925
202405131248_111,95.6,94.19373,2.510976
202405131248_111,95.6,94.67882,2.5210838
202405131248_111,95.6,94.98527,2.5263011
202405131248_111,95.6,94.77258,2.5232213
202405131248_111,95.6,96.50847,2.5624177
202405131248_111,95.6,98.43579,2.6056874
202405131248_114,96.1,95.277,2.544052
202405131248_114,96.1,94.5766,2.5264664
202405131248_114,96.1,95.551,2.5508258
202405131248_114,96.1,95.65079,2.5508285
202405131248_114,96.1,95.14082,2.5415447
202405131248_114,96.1,94.61336,2.5286777
202405131248_114,96.1,93.569336,2.5047338
202405131248_114,96.1,94.59596,2.527115
202405131248_114,96.1,96.20698,2.563153
202405131248_114,96.1,97.37107,2.589988
202405131248_114,96.1,95.5242,2.5489533
202405131248_114,96.1,94.630356,2.5282495
202405131248_114,96.1,96.1049,2.5641286
202405131248_114,96.1,95.11012,2.539731
202405131248_114,96.1,95.710205,2.55419
202405131248_114,96.1,94.485855,2.526702
202405131248_114,96.1,94.26356,2.5197597
202405131248_114,96.1,94.7916,2.5323114
202405131248_114,96.1,96.29184,2.5658567
202405131248_114,96.1,93.6565,2.5057175
202405131248_12,82.8,85.95135,2.4070306
202405131248_12,82.8,83.45129,2.3391914
202405131248_12,82.8,85.888245,2.4027228
202405131248_12,82.8,83.51018,2.337489
202405131248_12,82.8,85.74133,2.403046
202405131248_12,82.8,82.514595,2.3424766
202405131248_12,82.8,81.00785,2.2957373
202405131248_12,82.8,83.31567,2.3354933
202405131248_12,82.8,81.252594,2.2937863
202405131248_12,82.8,83.19662,2.3202732
202405131248_12,82.8,85.0984,2.400085
202405131248_12,82.8,82.29021,2.3140867
202405131248_12,82.8,85.257645,2.39479
202405131248_12,82.8,82.346466,2.3064299
202405131248_12,82.8,85.07253,2.395559
202405131248_12,82.8,84.440125,2.3329663
202405131248_12,82.8,83.60874,2.333523
202405131248_12,82.8,82.2535,2.3110673
202405131248_12,82.8,80.39084,2.271169
202405131248_12,82.8,83.72545,2.3396828
202405131248_13,92.9,93.701164,2.5196815
202405131248_13,92.9,93.894875,2.5233638
202405131248_13,92.9,93.83886,2.5241444
202405131248_13,92.9,93.81417,2.5244756
202405131248_13,92.9,93.93701,2.5260117
202405131248_13,92.9,93.60234,2.514902
202405131248_13,92.9,90.40954,2.4465497
202405131248_13,92.9,93.846054,2.5235567
202405131248_13,92.9,91.325195,2.4633822
202405131248_13,92.9,91.61897,2.469546
202405131248_13,92.9,95.631836,2.5645635
202405131248_13,92.9,97.13708,2.5936859
202405131248_13,92.9,97.72149,2.590661
202405131248_13,92.9,97.135086,2.5856435
202405131248_13,92.9,96.436104,2.5746078
202405131248_13,92.9,97.931076,2.6128883
202405131248_13,92.9,95.18882,2.5471077
202405131248_13,92.9,97.35245,2.5957084
202405131248_13,92.9,96.03475,2.569284
202405131248_13,92.9,92.279076,2.4815402
202405131248_14,91.3,92.05318,2.499182
202405131248_14,91.3,91.39177,2.480839
202405131248_14,91.3,93.597404,2.533711
202405131248_14,91.3,91.61502,2.484043
202405131248_14,91.3,93.15458,2.5227778
202405131248_14,91.3,90.77076,2.4579773
202405131248_14,91.3,90.52399,2.462558
202405131248_14,91.3,91.743256,2.4874165
202405131248_14,91.3,89.47839,2.4427135
202405131248_14,91.3,88.489395,2.4010139
202405131248_14,91.3,90.45233,2.4704127
202405131248_14,91.3,92.284454,2.5220134
202405131248_14,91.3,90.409775,2.4704137
202405131248_14,91.3,92.781715,2.5282469
202405131248_14,91.3,90.46432,2.4704354
202405131248_14,91.3,92.42774,2.5193775
202405131248_14,91.3,92.47207,2.4959664
202405131248_14,91.3,92.60976,2.5296135
202405131248_14,91.3,88.358864,2.4317112
202405131248_14,91.3,90.219635,2.446869
202405131248_15,88.9,89.148186,2.4406495
202405131248_15,88.9,89.90976,2.4473588
202405131248_15,88.9,90.087685,2.4611223
202405131248_15,88.9,91.33667,2.4677331
202405131248_15,88.9,89.366875,2.4480252
202405131248_15,88.9,89.132935,2.4086075
202405131248_15,88.9,92.61492,2.4937894
202405131248_15,88.9,90.15024,2.4502463
202405131248_15,88.9,90.37218,2.4431493
202405131248_15,88.9,88.07625,2.3911893
202405131248_15,88.9,90.64934,2.4492183
202405131248_15,88.9,89.5249,2.4266353
202405131248_15,88.9,91.78731,2.4724302
202405131248_15,88.9,90.7978,2.4518566
202405131248_15,88.9,91.11418,2.4595168
202405131248_15,88.9,89.39483,2.4224246
202405131248_15,88.9,90.54709,2.4441986
202405131248_15,88.9,90.2092,2.4407468
202405131248_15,88.9,89.46138,2.421574
202405131248_15,88.9,89.12008,2.4083035
202405131248_16,93.5,95.09611,2.5479033
202405131248_16,93.5,94.16802,2.5296297
202405131248_16,93.5,95.81409,2.5567036
202405131248_16,93.5,94.75506,2.5391245
202405131248_16,93.5,95.455666,2.5526543
202405131248_16,93.5,93.996185,2.5224404
202405131248_16,93.5,93.274826,2.5071795
202405131248_16,93.5,94.7205,2.5406327
202405131248_16,93.5,94.28316,2.5266564
202405131248_16,93.5,92.25696,2.4857686
202405131248_16,93.5,93.08425,2.5016434
202405131248_16,93.5,95.72343,2.557718
202405131248_16,93.5,94.30918,2.5250812
202405131248_16,93.5,97.85661,2.5998135
202405131248_16,93.5,93.53737,2.5100503
202405131248_16,93.5,96.84997,2.5786808
202405131248_16,93.5,96.890175,2.5736988
202405131248_16,93.5,96.78808,2.5794623
202405131248_16,93.5,94.013954,2.5286028
202405131248_16,93.5,92.60637,2.4852822
202405131248_17,91.2,91.9861,2.477446
202405131248_17,91.2,93.9118,2.537003
202405131248_17,91.2,93.140205,2.5006952
202405131248_17,91.2,94.17854,2.5348303
202405131248_17,91.2,92.784904,2.4948514
202405131248_17,91.2,93.71687,2.5221071
202405131248_17,91.2,94.1257,2.524363
202405131248_17,91.2,93.89212,2.533307
202405131248_17,91.2,92.0091,2.477703
202405131248_17,91.2,90.64325,2.45268
202405131248_17,91.2,91.253876,2.4766781
202405131248_17,91.2,91.312225,2.4782548
202405131248_17,91.2,91.89602,2.4797513
202405131248_17,91.2,90.96624,2.4571555
202405131248_17,91.2,91.85956,2.484917
202405131248_17,91.2,90.69621,2.4527466
202405131248_17,91.2,89.710754,2.442752
202405131248_17,91.2,91.250084,2.469761
202405131248_17,91.2,92.00624,2.4802158
202405131248_17,91.2,91.41982,2.4614396
202405131248_18,87.2,86.9801,2.386282
202405131248_18,87.2,86.84694,2.3862958
202405131248_18,87.2,88.75113,2.4146783
202405131248_18,87.2,87.544815,2.3936
202405131248_18,87.2,87.730804,2.39731
202405131248_18,87.2,87.17929,2.3911147
202405131248_18,87.2,86.82262,2.3917017
202405131248_18,87.2,87.17277,2.39006
202405131248_18,87.2,87.18384,2.4094872
202405131248_18,87.2,88.24063,2.4041
202405131248_18,87.2,89.4667,2.4460013
202405131248_18,87.2,88.425415,2.416439
202405131248_18,87.2,89.95051,2.4422145
202405131248_18,87.2,88.554146,2.4092476
202405131248_18,87.2,89.80662,2.445868
202405131248_18,87.2,88.68581,2.4272609
202405131248_18,87.2,88.03698,2.4069977
202405131248_18,87.2,88.39839,2.4109883
202405131248_18,87.2,88.72502,2.4498024
202405131248_18,87.2,87.93238,2.3997555
202405131248_19,94.1,92.43969,2.4860494
202405131248_19,94.1,92.09949,2.4775329
202405131248_19,94.1,91.802086,2.4711163
202405131248_19,94.1,90.70626,2.4482174
202405131248_19,94.1,92.30387,2.482748
202405131248_19,94.1,91.9876,2.4779253
202405131248_19,94.1,90.65686,2.441843
202405131248_19,94.1,91.580345,2.4666145
202405131248_19,94.1,91.897224,2.4768686
202405131248_19,94.1,92.12715,2.475456
202405131248_19,94.1,92.54562,2.4844446
202405131248_19,94.1,91.84489,2.4704978
202405131248_19,94.1,92.72737,2.4870758
202405131248_19,94.1,92.52988,2.4849224
202405131248_19,94.1,92.7436,2.4885762
202405131248_19,94.1,90.98916,2.4499893
202405131248_19,94.1,91.61942,2.4632065
202405131248_19,94.1,92.19533,2.478178
202405131248_19,94.1,91.62598,2.458903
202405131248_19,94.1,93.251854,2.4943979
202405131248_2,85.5,88.92588,2.441496
202405131248_2,85.5,90.26496,2.450777
202405131248_2,85.5,89.792984,2.4445963
202405131248_2,85.5,90.03523,2.4349778
202405131248_2,85.5,89.28967,2.443822
202405131248_2,85.5,88.945274,2.4078116
202405131248_2,85.5,89.63488,2.4267533
202405131248_2,85.5,90.183266,2.4455597
202405131248_2,85.5,89.64174,2.426923
202405131248_2,85.5,89.73435,2.4331844
202405131248_2,85.5,88.43054,2.409599
202405131248_2,85.5,87.87048,2.3956523
202405131248_2,85.5,88.96255,2.4125524
202405131248_2,85.5,87.38506,2.3773146
202405131248_2,85.5,88.619934,2.4113886
202405131248_2,85.5,87.762764,2.3955812
202405131248_2,85.5,87.65429,2.3799586
202405131248_2,85.5,87.69647,2.3893113
202405131248_2,85.5,89.070854,2.4123197
202405131248_2,85.5,87.68022,2.3915398
202405131248_20,84.7,88.27589,2.392251
202405131248_20,84.7,88.45751,2.3939204
202405131248_20,84.7,88.54132,2.3955958
202405131248_20,84.7,88.178444,2.386967
202405131248_20,84.7,88.409454,2.393887
202405131248_20,84.7,89.19546,2.4285655
202405131248_20,84.7,90.12185,2.426839
202405131248_20,84.7,88.27134,2.3896656
202405131248_20,84.7,94.17504,2.520347
202405131248_20,84.7,90.105965,2.4230983
202405131248_20,84.7,87.351845,2.372178
202405131248_20,84.7,88.78746,2.400893
202405131248_20,84.7,87.61208,2.375499
202405131248_20,84.7,88.409294,2.3910916
202405131248_20,84.7,87.578354,2.3766022
202405131248_20,84.7,89.16582,2.4092922
202405131248_20,84.7,89.1313,2.405998
202405131248_20,84.7,88.58396,2.396193
202405131248_20,84.7,93.0091,2.5008755
202405131248_20,84.7,89.502495,2.4084802
202405131248_21,89.5,89.14884,2.4352376
202405131248_21,89.5,89.31032,2.4469674
202405131248_21,89.5,90.121826,2.445372
202405131248_21,89.5,91.04499,2.4719512
202405131248_21,89.5,89.60899,2.4426837
202405131248_21,89.5,90.03058,2.4553194
202405131248_21,89.5,90.25548,2.4552095
202405131248_21,89.5,89.98137,2.4594195
202405131248_21,89.5,88.25629,2.414589
202405131248_21,89.5,87.878075,2.404686
202405131248_21,89.5,89.49754,2.4304335
202405131248_21,89.5,87.355675,2.4030588
202405131248_21,89.5,89.5898,2.4271786
202405131248_21,89.5,88.408585,2.409982
202405131248_21,89.5,89.45334,2.4283211
202405131248_21,89.5,88.50556,2.4131215
202405131248_21,89.5,87.89583,2.3965085
202405131248_21,89.5,87.704216,2.4054303
202405131248_21,89.5,87.30954,2.4013848
202405131248_21,89.5,88.06082,2.4093897
202405131248_22,96.1,93.67563,2.510393
202405131248_22,96.1,93.733086,2.513631
202405131248_22,96.1,93.63076,2.5083387
202405131248_22,96.1,93.884445,2.5156467
202405131248_22,96.1,93.91984,2.515755
202405131248_22,96.1,93.541016,2.5076861
202405131248_22,96.1,94.37278,2.524663
202405131248_22,96.1,93.87776,2.5166984
202405131248_22,96.1,95.613235,2.5532565
202405131248_22,96.1,92.701096,2.482503
202405131248_22,96.1,93.73657,2.5301776
202405131248_22,96.1,93.23985,2.5158143
202405131248_22,96.1,95.45926,2.555612
202405131248_22,96.1,94.160255,2.5249615
202405131248_22,96.1,94.41238,2.5440533
202405131248_22,96.1,92.41588,2.5249047
202405131248_22,96.1,93.72978,2.5123305
202405131248_22,96.1,93.69342,2.5230033
202405131248_22,96.1,92.68183,2.4848444
202405131248_22,96.1,94.52058,2.5248003
202405131248_23,90.7,91.53044,2.475454
202405131248_23,90.7,93.460434,2.5186129
202405131248_23,90.7,92.04821,2.4794292
202405131248_23,90.7,93.74346,2.5201852
202405131248_23,90.7,91.89967,2.482222
202405131248_23,90.7,93.84661,2.5247324
202405131248_23,90.7,92.81565,2.5080464
202405131248_23,90.7,93.72137,2.5235817
202405131248_23,90.7,92.269615,2.5039866
202405131248_23,90.7,92.7074,2.4938164
202405131248_23,90.7,92.17431,2.4950683
202405131248_23,90.7,91.43518,2.4688294
202405131248_23,90.7,92.36398,2.4858186
202405131248_23,90.7,91.48862,2.4647532
202405131248_23,90.7,92.190315,2.486778
202405131248_23,90.7,90.99939,2.468181
202405131248_23,90.7,90.214516,2.4387915
202405131248_23,90.7,91.40751,2.466388
202405131248_23,90.7,90.89685,2.4538143
202405131248_23,90.7,92.7584,2.491478
202405131248_24,91.7,93.40246,2.5035505
202405131248_24,91.7,93.81916,2.5145946
202405131248_24,91.7,93.00582,2.494148
202405131248_24,91.7,93.01522,2.496555
202405131248_24,91.7,93.59642,2.508347
202405131248_24,91.7,92.631065,2.4878564
202405131248_24,91.7,93.96618,2.513114
202405131248_24,91.7,93.49932,2.5077462
202405131248_24,91.7,91.93139,2.4952936
202405131248_24,91.7,92.29373,2.4785786
202405131248_24,91.7,93.9384,2.5142875
202405131248_24,91.7,92.611206,2.4918227
202405131248_24,91.7,92.7942,2.487194
202405131248_24,91.7,91.42869,2.4596062
202405131248_24,91.7,93.75014,2.5089478
202405131248_24,91.7,92.48073,2.487531
202405131248_24,91.7,91.72218,2.4650745
202405131248_24,91.7,92.34178,2.4831157
202405131248_24,91.7,91.326416,2.4918761
202405131248_24,91.7,91.339165,2.4564629
202405131248_25,92.0,93.36786,2.5008678
202405131248_25,92.0,94.02084,2.518805
202405131248_25,92.0,93.971886,2.5139716
202405131248_25,92.0,94.69821,2.531368
202405131248_25,92.0,93.81536,2.5110514
202405131248_25,92.0,94.075714,2.51852
202405131248_25,92.0,94.240715,2.5197446
202405131248_25,92.0,94.372536,2.525505
202405131248_25,92.0,93.05208,2.4980114
202405131248_25,92.0,92.658165,2.48609
202405131248_25,92.0,92.06336,2.4677584
202405131248_25,92.0,92.78439,2.4865878
202405131248_25,92.0,92.704315,2.478584
202405131248_25,92.0,92.946594,2.4851375
202405131248_25,92.0,92.25172,2.470766
202405131248_25,92.0,93.68898,2.514013
202405131248_25,92.0,92.8405,2.4823396
202405131248_25,92.0,92.93663,2.487815
202405131248_25,92.0,92.29136,2.474226
202405131248_25,92.0,93.941246,2.5095403
202405131248_26,87.2,90.23672,2.4404478
202405131248_26,87.2,90.27045,2.4447746
202405131248_26,87.2,90.73109,2.4468641
202405131248_26,87.2,90.70801,2.4464343
202405131248_26,87.2,90.50577,2.4447286
202405131248_26,87.2,88.823235,2.4439924
202405131248_26,87.2,91.20736,2.4552243
202405131248_26,87.2,90.26136,2.4436357
202405131248_26,87.2,91.13636,2.4578145
202405131248_26,87.2,92.98196,2.4946964
202405131248_26,87.2,89.78121,2.4311101
202405131248_26,87.2,89.52769,2.42178
202405131248_26,87.2,90.65636,2.4401507
202405131248_26,87.2,89.61325,2.4202988
202405131248_26,87.2,90.28486,2.437702
202405131248_26,87.2,89.004684,2.4082396
202405131248_26,87.2,88.97188,2.4044893
202405131248_26,87.2,89.52449,2.4202938
202405131248_26,87.2,91.14512,2.4560332
202405131248_26,87.2,92.70851,2.487422
202405131248_27,86.1,87.52362,2.4109437
202405131248_27,86.1,85.418365,2.3755803
202405131248_27,86.1,88.38174,2.4173067
202405131248_27,86.1,86.6264,2.3954756
202405131248_27,86.1,87.79474,2.417489
202405131248_27,86.1,87.278404,2.3867474
202405131248_27,86.1,85.47296,2.3710284
202405131248_27,86.1,85.67534,2.3839996
202405131248_27,86.1,91.363976,2.4981585
202405131248_27,86.1,89.76768,2.4570951
202405131248_27,86.1,86.63915,2.3898923
202405131248_27,86.1,86.18843,2.3837535
202405131248_27,86.1,88.493126,2.41929
202405131248_27,86.1,86.76259,2.3928435
202405131248_27,86.1,87.28398,2.4016302
202405131248_27,86.1,86.0822,2.376148
202405131248_27,86.1,86.48738,2.3775835
202405131248_27,86.1,86.02599,2.384023
202405131248_27,86.1,88.37789,2.4204652
202405131248_27,86.1,87.06027,2.4027631
202405131248_28,81.3,86.16339,2.3557715
202405131248_28,81.3,86.40758,2.360141
202405131248_28,81.3,86.11309,2.353077
202405131248_28,81.3,86.47926,2.3612096
202405131248_28,81.3,86.0643,2.3533158
202405131248_28,81.3,87.73146,2.3837378
202405131248_28,81.3,85.82182,2.343509
202405131248_28,81.3,86.4036,2.3603911
202405131248_28,81.3,85.954285,2.3610806
202405131248_28,81.3,87.05498,2.3699331
202405131248_28,81.3,83.90829,2.3379734
202405131248_28,81.3,84.6416,2.3470118
202405131248_28,81.3,85.51333,2.3576906
202405131248_28,81.3,85.57991,2.3586943
202405131248_28,81.3,84.51265,2.34443
202405131248_28,81.3,85.7077,2.3551664
202405131248_28,81.3,85.372635,2.356983
202405131248_28,81.3,84.71374,2.347308
202405131248_28,81.3,86.09733,2.3535402
202405131248_28,81.3,87.49188,2.3818727
202405131248_29,83.5,87.80639,2.3888261
202405131248_29,83.5,88.00311,2.391806
202405131248_29,83.5,88.17176,2.393113
202405131248_29,83.5,88.23252,2.3942442
202405131248_29,83.5,87.811356,2.3875072
202405131248_29,83.5,88.272446,2.4193192
202405131248_29,83.5,88.77756,2.4013674
202405131248_29,83.5,88.05093,2.3919754
202405131248_29,83.5,87.80232,2.390786
202405131248_29,83.5,90.63961,2.4444652
202405131248_29,83.5,87.64688,2.384869
202405131248_29,83.5,84.89049,2.348798
202405131248_29,83.5,88.61199,2.3982744
202405131248_29,83.5,86.51437,2.3664067
202405131248_29,83.5,88.069984,2.3916059
202405131248_29,83.5,83.31173,2.337188
202405131248_29,83.5,86.413086,2.3671937
202405131248_29,83.5,85.28284,2.354162
202405131248_29,83.5,86.98747,2.3640685
202405131248_29,83.5,89.57043,2.4238517
202405131248_3,84.4,85.26141,2.335059
202405131248_3,84.4,84.05134,2.312986
202405131248_3,84.4,84.674736,2.3241742
202405131248_3,84.4,84.10683,2.3159516
202405131248_3,84.4,85.13327,2.3326163
202405131248_3,84.4,84.32713,2.3189383
202405131248_3,84.4,83.574,2.3045788
202405131248_3,84.4,84.19331,2.317013
202405131248_3,84.4,84.58772,2.3252938
202405131248_3,84.4,87.64728,2.3852694
202405131248_3,84.4,85.77741,2.3583765
202405131248_3,84.4,85.593445,2.3505456
202405131248_3,84.4,85.61338,2.3532374
202405131248_3,84.4,86.22559,2.363211
202405131248_3,84.4,85.81407,2.3582525
202405131248_3,84.4,85.8312,2.35396
202405131248_3,84.4,84.99304,2.3347776
202405131248_3,84.4,85.80681,2.3552647
202405131248_3,84.4,83.5166,2.3062985
202405131248_3,84.4,86.59165,2.3646617
202405131248_30,91.5,90.40173,2.436464
202405131248_30,91.5,89.282,2.4141877
202405131248_30,91.5,90.47143,2.436274
202405131248_30,91.5,90.04916,2.4296658
202405131248_30,91.5,90.55224,2.4394617
202405131248_30,91.5,90.035164,2.4311616
202405131248_30,91.5,90.812904,2.4378824
202405131248_30,91.5,89.66723,2.4228709
202405131248_30,91.5,89.85265,2.4364886
202405131248_30,91.5,89.660126,2.4138095
202405131248_30,91.5,89.807625,2.4232142
202405131248_30,91.5,88.95013,2.4083028
202405131248_30,91.5,90.02742,2.4262655
202405131248_30,91.5,89.69736,2.4207852
202405131248_30,91.5,90.01361,2.4268801
202405131248_30,91.5,89.257675,2.4110222
202405131248_30,91.5,90.04304,2.4262638
202405131248_30,91.5,89.299324,2.4149225
202405131248_30,91.5,91.362564,2.4595613
202405131248_30,91.5,89.45773,2.4112391
202405131248_31,91.1,90.8402,2.4427297
202405131248_31,91.1,90.76594,2.4417303
202405131248_31,91.1,91.47657,2.4546747
202405131248_31,91.1,91.52081,2.4558005
202405131248_31,91.1,91.02839,2.4460585
202405131248_31,91.1,92.273026,2.4795072
202405131248_31,91.1,92.27886,2.475568
202405131248_31,91.1,91.10966,2.4485188
202405131248_31,91.1,92.70249,2.479285
202405131248_31,91.1,94.396324,2.5226116
202405131248_31,91.1,91.06477,2.4443648
202405131248_31,91.1,91.424034,2.4507494
202405131248_31,91.1,91.18123,2.4449182
202405131248_31,91.1,91.83619,2.4572306
202405131248_31,91.1,91.23425,2.4468532
202405131248_31,91.1,91.76097,2.458109
202405131248_31,91.1,92.02235,2.4623222
202405131248_31,91.1,91.5536,2.4527154
202405131248_31,91.1,90.922874,2.4424915
202405131248_31,91.1,93.619156,2.4947858
202405131248_32,92.4,92.513596,2.4848075
202405131248_32,92.4,93.87124,2.5186467
202405131248_32,92.4,93.09528,2.4934785
202405131248_32,92.4,94.523186,2.5306377
202405131248_32,92.4,92.805466,2.4899006
202405131248_32,92.4,93.91571,2.5097268
202405131248_32,92.4,94.072395,2.5230217
202405131248_32,92.4,93.98688,2.5216427
202405131248_32,92.4,93.00659,2.4913154
202405131248_32,92.4,95.52077,2.541365
202405131248_32,92.4,90.99809,2.4487307
202405131248_32,92.4,92.663994,2.4847891
202405131248_32,92.4,91.17641,2.449832
202405131248_32,92.4,93.40319,2.49856
202405131248_32,92.4,91.2056,2.4523277
202405131248_32,92.4,93.25898,2.496147
202405131248_32,92.4,94.00177,2.5126355
202405131248_32,92.4,92.98392,2.4912815
202405131248_32,92.4,91.84666,2.473533
202405131248_32,92.4,95.18843,2.5427063
202405131248_33,85.0,87.77342,2.425739
202405131248_33,85.0,90.381065,2.4708192
202405131248_33,85.0,89.11082,2.4541554
202405131248_33,85.0,90.897705,2.482868
202405131248_33,85.0,88.20693,2.4352155
202405131248_33,85.0,90.53978,2.488215
202405131248_33,85.0,88.334015,2.4177885
202405131248_33,85.0,90.80309,2.4828594
202405131248_33,85.0,86.31863,2.3961084
202405131248_33,85.0,87.66226,2.3948958
202405131248_33,85.0,87.72544,2.4040577
202405131248_33,85.0,87.89122,2.4124317
202405131248_33,85.0,88.311325,2.4048557
202405131248_33,85.0,89.08102,2.429382
202405131248_33,85.0,88.031494,2.4054718
202405131248_33,85.0,88.09446,2.442325
202405131248_33,85.0,88.58459,2.4152102
202405131248_33,85.0,88.56658,2.4248505
202405131248_33,85.0,85.70988,2.384211
202405131248_33,85.0,89.58245,2.4275944
202405131248_34,91.2,90.821365,2.453817
202405131248_34,91.2,89.87827,2.433533
202405131248_34,91.2,90.78885,2.4493854
202405131248_34,91.2,89.702156,2.4282966
202405131248_34,91.2,91.07112,2.4578342
202405131248_34,91.2,89.9315,2.4345834
202405131248_34,91.2,90.907585,2.452335
202405131248_34,91.2,89.84113,2.4316473
202405131248_34,91.2,90.67682,2.4477592
202405131248_34,91.2,91.11669,2.4558575
202405131248_34,91.2,90.18627,2.4352722
202405131248_34,91.2,90.38809,2.4391487
202405131248_34,91.2,90.0065,2.4292486
202405131248_34,91.2,90.09182,2.4318445
202405131248_34,91.2,90.14483,2.433498
202405131248_34,91.2,90.375694,2.4361422
202405131248_34,91.2,91.4609,2.4611187
202405131248_34,91.2,90.28766,2.4367192
202405131248_34,91.2,88.82471,2.4034266
202405131248_34,91.2,90.80704,2.4446979
202405131248_35,85.8,90.73619,2.4481773
202405131248_35,85.8,90.48679,2.4411588
202405131248_35,85.8,92.037895,2.472837
202405131248_35,85.8,90.80813,2.446775
202405131248_35,85.8,90.96139,2.4523492
202405131248_35,85.8,90.71731,2.4479177
202405131248_35,85.8,90.61891,2.4412928
202405131248_35,85.8,90.62821,2.4443252
202405131248_35,85.8,90.50779,2.4462926
202405131248_35,85.8,88.83294,2.4044473
202405131248_35,85.8,90.924126,2.4564998
202405131248_35,85.8,91.26924,2.4602659
202405131248_35,85.8,91.17254,2.4565408
202405131248_35,85.8,91.701294,2.4637253
202405131248_35,85.8,91.00512,2.4568396
202405131248_35,85.8,91.18858,2.4545593
202405131248_35,85.8,92.192474,2.471415
202405131248_35,85.8,91.30128,2.4589932
202405131248_35,85.8,89.76445,2.4245808
202405131248_35,85.8,90.514015,2.4409292
202405131248_36,87.3,88.32243,2.391273
202405131248_36,87.3,87.96941,2.3878214
202405131248_36,87.3,88.98696,2.406485
202405131248_36,87.3,88.70214,2.4035566
202405131248_36,87.3,88.40834,2.39409
202405131248_36,87.3,89.24687,2.4129958
202405131248_36,87.3,90.40772,2.4356928
202405131248_36,87.3,88.22023,2.3937378
202405131248_36,87.3,90.858925,2.444747
202405131248_36,87.3,89.478165,2.4208243
202405131248_36,87.3,88.435715,2.3957896
202405131248_36,87.3,88.374016,2.392144
202405131248_36,87.3,88.90787,2.403475
202405131248_36,87.3,88.75682,2.3986406
202405131248_36,87.3,88.47039,2.3961818
202405131248_36,87.3,88.36008,2.3927045
202405131248_36,87.3,88.700905,2.3965008
202405131248_36,87.3,88.46395,2.3936448
202405131248_36,87.3,90.98601,2.4483016
202405131248_36,87.3,91.40563,2.461515
202405131248_37,87.3,89.81608,2.4239554
202405131248_37,87.3,91.02015,2.4540958
202405131248_37,87.3,90.228546,2.4312866
202405131248_37,87.3,91.60168,2.465539
202405131248_37,87.3,89.958206,2.426222
202405131248_37,87.3,91.14034,2.4578764
202405131248_37,87.3,92.547905,2.4830225
202405131248_37,87.3,91.33312,2.4612482
202405131248_37,87.3,89.917,2.4331715
202405131248_37,87.3,88.833534,2.4016402
202405131248_37,87.3,90.3331,2.439066
202405131248_37,87.3,91.29588,2.4570963
202405131248_37,87.3,90.61944,2.4424524
202405131248_37,87.3,91.075645,2.4518776
202405131248_37,87.3,90.40159,2.439462
202405131248_37,87.3,91.06853,2.45403
202405131248_37,87.3,89.893906,2.4223127
202405131248_37,87.3,91.11725,2.45319
202405131248_37,87.3,92.95967,2.4932647
202405131248_37,87.3,90.50506,2.4345593
202405131248_38,87.3,90.42282,2.465792
202405131248_38,87.3,90.065765,2.4522617
202405131248_38,87.3,90.553276,2.4694567
202405131248_38,87.3,90.46933,2.4596965
202405131248_38,87.3,90.73879,2.4752288
202405131248_38,87.3,90.316,2.4677148
202405131248_38,87.3,90.1525,2.4435668
202405131248_38,87.3,90.29805,2.459493
202405131248_38,87.3,90.785225,2.4504352
202405131248_38,87.3,89.57243,2.4275484
202405131248_38,87.3,89.986115,2.461702
202405131248_38,87.3,90.36072,2.4681687
202405131248_38,87.3,91.76076,2.483677
202405131248_38,87.3,91.65877,2.4837346
