DataKey,true_Height,predicted_Height,predicted_std_Height
202404251118_20,54.9,56.900208,1.8692158
202404251118_20,54.9,58.480537,1.9005399
202404251118_20,54.9,55.29781,1.8466723
202404251118_20,54.9,57.579952,1.8844813
202404251118_20,54.9,54.443684,1.833522
202404251118_20,54.9,57.87478,1.8906637
202404251118_20,54.9,54.630615,1.8291247
202404251118_20,54.9,54.701515,1.8345379
202404251118_20,54.9,54.651894,1.8367801
202404251118_20,54.9,54.409412,1.8342358
202404251118_20,54.9,56.870686,1.8643867
202404251118_21,59.0,58.61293,1.9254624
202404251118_21,59.0,57.802982,1.9094571
202404251118_21,59.0,58.693066,1.9177014
202404251118_21,59.0,57.203056,1.8896986
202404251118_21,59.0,59.54241,1.9385567
202404251118_21,59.0,57.364117,1.8990077
202404251118_21,59.0,57.776413,1.9029405
202404251118_21,59.0,57.46178,1.9008068
202404251118_21,59.0,55.742523,1.8629069
202404251118_21,59.0,60.87229,1.9443854
202404251118_21,59.0,56.99654,1.8835882
202404251118_21,59.0,58.87175,1.9189452
202404251118_21,59.0,54.766956,1.8427118
202404251118_21,59.0,56.921547,1.8822488
202404251118_21,59.0,55.584415,1.8587716
202404251118_21,59.0,58.1812,1.8986585
202404251118_21,59.0,59.204426,1.9189707
202404251118_21,59.0,57.692345,1.8976
202404251118_21,59.0,55.472652,1.8629587
202404251118_21,59.0,58.579,1.9071003
202404251118_22,56.5,58.421787,1.9091309
202404251118_22,56.5,55.87693,1.8582748
202404251118_22,56.5,55.745636,1.8609027
202404251118_22,56.5,55.624928,1.8484358
202404251118_22,56.5,57.357704,1.8897432
202404251118_22,56.5,56.679207,1.8707422
202404251118_22,56.5,54.402103,1.8328007
202404251118_22,56.5,55.87592,1.8560591
202404251118_22,56.5,55.348053,1.8602431
202404251118_22,56.5,59.491974,1.9086311
202404251118_22,56.5,57.001335,1.8764358
202404251118_22,56.5,57.36686,1.8862089
202404251118_22,56.5,56.147884,1.8616445
202404251118_22,56.5,56.5633,1.8742154
202404251118_22,56.5,56.426075,1.8674066
202404251118_22,56.5,57.500126,1.8770744
202404251118_22,56.5,57.606647,1.8849883
202404251118_22,56.5,56.84289,1.8786303
202404251118_22,56.5,55.76074,1.8524991
202404251118_22,56.5,60.124725,1.9203502
202404251118_23,60.4,59.19695,1.9274573
202404251118_23,60.4,57.139244,1.8960408
202404251118_23,60.4,58.82853,1.9188675
202404251118_23,60.4,55.927025,1.8747836
202404251118_23,60.4,58.9904,1.9246309
202404251118_23,60.4,57.755905,1.8956409
202404251118_23,60.4,56.78862,1.8859909
202404251118_23,60.4,56.471893,1.8857163
202404251118_23,60.4,55.98706,1.8769598
202404251118_23,60.4,58.31374,1.8996075
202404251118_23,60.4,59.543,1.9257591
202404251118_23,60.4,57.938835,1.8995429
202404251118_23,60.4,59.456585,1.9210734
202404251118_23,60.4,57.644245,1.8938297
202404251118_23,60.4,59.18982,1.9192152
202404251118_23,60.4,60.359535,1.9271466
202404251118_23,60.4,59.927906,1.9258287
202404251118_23,60.4,57.656548,1.8954244
202404251118_23,60.4,59.115635,1.9222188
202404251118_23,60.4,55.473167,1.8523831
202404251118_24,51.5,49.482723,1.7711985
202404251118_24,51.5,50.98255,1.7952834
202404251118_24,51.5,49.34004,1.7720693
202404251118_24,51.5,50.839027,1.7949198
202404251118_24,51.5,49.3446,1.7711741
202404251118_24,51.5,50.97561,1.7926931
202404251118_24,51.5,50.395515,1.7821125
202404251118_24,51.5,50.851425,1.7952077
202404251118_24,51.5,50.992004,1.7924923
202404251118_24,51.5,51.57827,1.8004088
202404251118_24,51.5,50.711674,1.7856046
202404251118_24,51.5,50.391937,1.7798928
202404251118_24,51.5,50.31433,1.7833477
202404251118_24,51.5,50.184338,1.7795414
202404251118_24,51.5,50.351288,1.7820944
202404251118_24,51.5,49.810608,1.7731551
202404251118_24,51.5,50.82865,1.7866352
202404251118_24,51.5,50.098957,1.7765526
202404251118_24,51.5,52.542778,1.8137232
202404251118_24,51.5,52.58301,1.8091099
202404251118_25,58.3,59.832546,1.9178045
202404251118_25,58.3,61.531006,1.948527
202404251118_25,58.3,58.400993,1.8924723
202404251118_25,58.3,60.847576,1.9327137
202404251118_25,58.3,59.169594,1.9064487
202404251118_25,58.3,60.863564,1.9283501
202404251118_25,58.3,64.63267,1.999338
202404251118_25,58.3,61.116226,1.9399766
202404251118_25,58.3,60.458702,1.9310354
202404251118_25,58.3,59.766792,1.9042131
202404251118_25,58.3,61.046635,1.9359559
202404251118_25,58.3,58.269596,1.8891195
202404251118_25,58.3,60.5381,1.9273752
202404251118_25,58.3,58.28089,1.8883206
202404251118_25,58.3,60.84578,1.9319564
202404251118_25,58.3,58.219666,1.8832371
202404251118_25,58.3,59.714523,1.9098948
202404251118_25,58.3,58.080833,1.8861624
202404251118_25,58.3,59.333626,1.9017161
202404251118_25,58.3,56.780243,1.8621157
202404251118_26,57.1,55.116833,1.8482958
202404251118_26,57.1,53.26132,1.8191975
202404251118_26,57.1,54.499653,1.8353748
202404251118_26,57.1,52.813972,1.809895
202404251118_26,57.1,54.988655,1.845076
202404251118_26,57.1,53.0624,1.8147125
202404251118_26,57.1,53.137886,1.8161485
202404251118_26,57.1,52.96918,1.8138282
202404251118_26,57.1,55.67853,1.8593354
202404251118_26,57.1,57.49819,1.8773167
202404251118_26,57.1,56.06325,1.8579828
202404251118_26,57.1,53.677414,1.8234628
202404251118_26,57.1,55.1631,1.8458568
202404251118_26,57.1,53.128925,1.8160553
202404251118_26,57.1,55.802067,1.8547553
202404251118_26,57.1,53.26292,1.8171406
202404251118_26,57.1,53.664597,1.8234782
202404251118_26,57.1,53.214165,1.8164874
202404251118_26,57.1,55.188316,1.8488218
202404251118_26,57.1,56.591587,1.8620194
202404251118_27,50.3,50.054764,1.7686917
202404251118_27,50.3,47.88704,1.7345005
202404251118_27,50.3,50.291817,1.7717502
202404251118_27,50.3,48.347145,1.7411041
202404251118_27,50.3,50.060184,1.768518
202404251118_27,50.3,49.454975,1.7537016
202404251118_27,50.3,48.406517,1.7416668
202404251118_27,50.3,48.03503,1.7367811
202404251118_27,50.3,50.906937,1.7760586
202404251118_27,50.3,52.40062,1.8044091
202404251118_27,50.3,51.565914,1.7953283
202404251118_27,50.3,48.588963,1.7466617
202404251118_27,50.3,50.600086,1.7805276
202404251118_27,50.3,48.616337,1.7465675
202404251118_27,50.3,50.95711,1.7858261
202404251118_27,50.3,49.75303,1.7588738
202404251118_27,50.3,49.43616,1.7571679
202404251118_27,50.3,48.470608,1.7442201
202404251118_27,50.3,52.065647,1.8006415
202404251118_27,50.3,51.143215,1.7902346
202404251118_28,49.3,50.142567,1.7708253
202404251118_28,49.3,49.95241,1.7631779
202404251118_28,49.3,49.63184,1.7637951
202404251118_28,49.3,49.343914,1.7531955
202404251118_28,49.3,49.89926,1.767258
202404251118_28,49.3,48.969288,1.7469819
202404251118_28,49.3,49.561768,1.7570876
202404251118_28,49.3,49.59745,1.7574677
202404251118_28,49.3,49.9988,1.7634102
202404251118_28,49.3,54.677456,1.837317
202404251118_28,49.3,48.421665,1.7390026
202404251118_28,49.3,49.57914,1.7571259
202404251118_28,49.3,48.31776,1.7377678
202404251118_28,49.3,49.238728,1.752046
202404251118_28,49.3,48.08171,1.7344201
202404251118_28,49.3,49.832596,1.7599618
202404251118_28,49.3,49.881504,1.7608418
202404251118_28,49.3,49.21424,1.7516656
202404251118_28,49.3,50.13623,1.7623076
202404251118_28,49.3,52.99942,1.8117882
202404251118_29,51.4,50.351562,1.7937907
202404251118_29,51.4,50.59886,1.7973347
202404251118_29,51.4,50.478054,1.7961761
202404251118_29,51.4,50.31695,1.7916096
202404251118_29,51.4,50.278084,1.7942386
202404251118_29,51.4,50.650265,1.7911714
202404251118_29,51.4,51.19524,1.7976198
202404251118_29,51.4,50.12083,1.7906309
202404251118_29,51.4,51.48953,1.8099661
202404251118_29,51.4,51.004017,1.7910076
202404251118_29,51.4,51.0377,1.7859001
202404251118_29,51.4,50.967773,1.7877504
202404251118_29,51.4,50.481182,1.7795455
202404251118_29,51.4,50.54356,1.7835287
202404251118_29,51.4,50.708504,1.7820624
202404251118_29,51.4,52.51927,1.8058293
202404251118_29,51.4,51.606934,1.7944417
202404251118_29,51.4,50.601715,1.7834072
202404251118_29,51.4,51.57185,1.7977912
202404251118_29,51.4,52.962692,1.8100706
202404251118_3,52.0,49.452812,1.7622296
202404251118_3,52.0,50.667072,1.7883339
202404251118_3,52.0,49.166927,1.7573926
202404251118_3,52.0,50.670124,1.785511
202404251118_3,52.0,49.138893,1.7577446
202404251118_3,52.0,51.43034,1.7946353
202404251118_3,52.0,52.885433,1.8182408
202404251118_3,52.0,50.613346,1.7872915
202404251118_3,52.0,50.07585,1.774243
202404251118_3,52.0,51.359154,1.787972
202404251118_3,52.0,51.93267,1.793724
202404251118_3,52.0,50.92116,1.7836784
202404251118_3,52.0,51.69592,1.790388
202404251118_3,52.0,51.151104,1.7866603
202404251118_3,52.0,51.84687,1.7925085
202404251118_3,52.0,51.578995,1.78914
202404251118_3,52.0,52.643562,1.8100268
202404251118_3,52.0,50.88671,1.7829294
202404251118_3,52.0,50.739285,1.780921
202404251118_3,52.0,50.804516,1.7757013
202404251118_30,52.6,49.218803,1.7685379
202404251118_30,52.6,48.50649,1.7602681
202404251118_30,52.6,48.9672,1.7661107
202404251118_30,52.6,48.48403,1.7591869
202404251118_30,52.6,48.794487,1.7637489
202404251118_30,52.6,47.65569,1.7521067
202404251118_30,52.6,51.011818,1.7920376
202404251118_30,52.6,48.27463,1.7571661
202404251118_30,52.6,50.317894,1.7869842
202404251118_30,52.6,52.22376,1.8142812
202404251118_30,52.6,49.73782,1.7770348
202404251118_30,52.6,48.831165,1.7638065
202404251118_30,52.6,49.234146,1.7723981
202404251118_30,52.6,48.14532,1.757158
202404251118_30,52.6,49.275337,1.7718736
202404251118_30,52.6,48.932076,1.7635009
202404251118_30,52.6,49.542294,1.7708973
202404251118_30,52.6,48.43602,1.7599884
202404251118_30,52.6,50.27035,1.794989
202404251118_30,52.6,51.29997,1.8004949
202404251118_31,60.4,67.86833,2.0616157
202404251118_31,60.4,61.465935,1.9563074
202404251118_31,60.4,64.761894,2.0156987
202404251118_31,60.4,59.57085,1.9230943
202404251118_31,60.4,66.85488,2.0496688
202404251118_31,60.4,61.038475,1.9385802
202404251118_31,60.4,59.431118,1.9250916
202404251118_31,60.4,60.522945,1.9396673
202404251118_31,60.4,62.169983,1.9634422
202404251118_31,60.4,70.4136,2.1014166
202404251118_31,60.4,61.627613,1.9523822
202404251118_31,60.4,60.506268,1.9373069
202404251118_31,60.4,60.847393,1.9422455
202404251118_31,60.4,60.119408,1.9325265
202404251118_31,60.4,61.02983,1.9445462
202404251118_31,60.4,60.118423,1.9264433
202404251118_31,60.4,61.445957,1.9543654
202404251118_31,60.4,59.822258,1.9267104
202404251118_31,60.4,60.877567,1.9429529
202404251118_31,60.4,62.263714,1.9622142
202404251118_32,53.7,59.256153,1.916876
202404251118_32,53.7,53.889248,1.8277881
202404251118_32,53.7,56.63132,1.8727111
202404251118_32,53.7,52.475037,1.8029423
202404251118_32,53.7,57.98301,1.8959231
202404251118_32,53.7,52.59196,1.8048404
202404251118_32,53.7,54.09912,1.8309959
202404251118_32,53.7,52.855717,1.8103738
202404251118_32,53.7,57.68143,1.896198
202404251118_32,53.7,60.974957,1.9410548
202404251118_32,53.7,56.222862,1.8643619
202404251118_32,53.7,53.588257,1.8236797
202404251118_32,53.7,55.488667,1.8542256
202404251118_32,53.7,53.599384,1.8246074
202404251118_32,53.7,55.844868,1.8590696
202404251118_32,53.7,54.84749,1.8391572
202404251118_32,53.7,53.903084,1.8258251
202404251118_32,53.7,53.290005,1.8190937
202404251118_32,53.7,56.27734,1.8714056
202404251118_32,53.7,55.280563,1.8451341
202404251118_33,50.0,51.24842,1.7977283
202404251118_33,50.0,49.46891,1.7705878
202404251118_33,50.0,51.913013,1.8058954
202404251118_33,50.0,50.31796,1.780377
202404251118_33,50.0,51.556522,1.8023182
202404251118_33,50.0,50.106853,1.7754854
202404251118_33,50.0,49.32043,1.7653499
202404251118_33,50.0,49.84315,1.7753719
202404251118_33,50.0,50.93948,1.7909076
202404251118_33,50.0,51.30121,1.7841539
202404251118_33,50.0,51.348366,1.7959828
202404251118_33,50.0,48.957684,1.7589518
202404251118_33,50.0,52.334816,1.8109158
202404251118_33,50.0,50.003338,1.7734243
