DataKey,true_SPAD,predicted_SPAD,predicted_std_SPAD
202404251118_17,54.0,53.781773,1.9097729
202404251118_17,54.0,54.08156,1.9164468
202404251118_17,54.0,53.662945,1.9067092
202404251118_17,54.0,53.480625,1.9035397
202404251118_17,54.0,53.637367,1.9067012
202404251118_17,54.0,54.14428,1.9188995
202404251118_17,54.0,53.044815,1.8971986
202404251118_18,48.8,49.267582,1.8192018
202404251118_18,48.8,49.080044,1.8159161
202404251118_18,48.8,48.93552,1.8132343
202404251118_18,48.8,49.128544,1.8167075
202404251118_18,48.8,49.05625,1.8152839
202404251118_18,48.8,48.60475,1.8062752
202404251118_18,48.8,49.404774,1.8217903
202404251118_18,48.8,48.985474,1.8140463
202404251118_18,48.8,51.413925,1.8615348
202404251118_18,48.8,49.9283,1.833704
202404251118_18,48.8,49.13835,1.8163607
202404251118_18,48.8,48.85795,1.81065
202404251118_18,48.8,49.000816,1.8135111
202404251118_18,48.8,48.790825,1.809231
202404251118_18,48.8,49.131042,1.8160557
202404251118_18,48.8,48.792347,1.8094041
202404251118_18,48.8,49.759247,1.8283297
202404251118_18,48.8,48.783394,1.8091279
202404251118_18,48.8,50.02236,1.833277
202404251118_18,48.8,50.404957,1.8426322
202404251118_19,56.9,55.603226,1.9499671
202404251118_19,56.9,56.05853,1.9590411
202404251118_19,56.9,55.839752,1.9552181
202404251118_19,56.9,56.221172,1.9627619
202404251118_19,56.9,55.82721,1.9548347
202404251118_19,56.9,55.66371,1.9510815
202404251118_19,56.9,56.920414,1.9767967
202404251118_19,56.9,56.131054,1.9608606
202404251118_19,56.9,55.24895,1.9405239
202404251118_19,56.9,56.287437,1.9656557
202404251118_19,56.9,55.95067,1.955679
202404251118_19,56.9,56.718487,1.9722353
202404251118_19,56.9,55.744293,1.9516575
202404251118_19,56.9,56.974632,1.9778222
202404251118_19,56.9,55.90411,1.9548222
202404251118_19,56.9,56.817314,1.9749581
202404251118_19,56.9,56.46038,1.9666426
202404251118_19,56.9,56.947132,1.9771909
202404251118_19,56.9,53.54718,1.9054757
202404251118_19,56.9,56.217358,1.9632192
202404251118_2,55.7,56.576828,1.9696314
202404251118_2,55.7,57.346012,1.9857216
202404251118_2,55.7,57.105064,1.980713
202404251118_2,55.7,57.370335,1.9863397
202404251118_2,55.7,56.87038,1.9757755
202404251118_2,55.7,56.996178,1.9785073
202404251118_2,55.7,55.7645,1.9515569
202404251118_2,55.7,57.649265,1.9923645
202404251118_2,55.7,52.76635,1.8890742
202404251118_2,55.7,55.511574,1.9487721
202404251118_2,55.7,55.63706,1.9493035
202404251118_2,55.7,57.414986,1.986386
202404251118_2,55.7,55.47118,1.9456474
202404251118_2,55.7,57.23762,1.9824098
202404251118_2,55.7,55.684574,1.9502466
202404251118_2,55.7,57.40549,1.9860911
202404251118_2,55.7,56.83771,1.9738946
202404251118_2,55.7,57.35061,1.9849104
202404251118_2,55.7,52.88733,1.8914734
202404251118_2,55.7,52.92823,1.8942084
202404251118_20,53.2,53.255024,1.8976163
202404251118_20,53.2,53.042248,1.8934809
202404251118_20,53.2,53.216522,1.89684
202404251118_20,53.2,53.020264,1.8928488
202404251118_20,53.2,53.24347,1.8973936
202404251118_20,53.2,52.893402,1.890388
202404251118_20,53.2,52.87177,1.8897227
202404251118_20,53.2,53.101536,1.8945686
202404251118_20,53.2,52.939373,1.8921736
202404251118_20,53.2,52.931316,1.8934509
202404251118_20,53.2,52.39957,1.8803735
202404251118_20,53.2,53.05658,1.8934652
202404251118_20,53.2,52.852524,1.8897032
202404251118_20,53.2,53.02747,1.89286
202404251118_20,53.2,52.608875,1.884689
202404251118_20,53.2,52.701103,1.8862501
202404251118_20,53.2,53.60092,1.904864
202404251118_20,53.2,53.05026,1.8933289
202404251118_20,53.2,52.54759,1.8851025
202404251118_20,53.2,54.07976,1.9167304
202404251118_21,48.9,48.938602,1.8135844
202404251118_21,48.9,47.854168,1.7929283
202404251118_21,48.9,49.168,1.8185209
202404251118_21,48.9,47.465153,1.7858418
202404251118_21,48.9,49.027927,1.8156426
202404251118_21,48.9,47.365902,1.7836064
202404251118_21,48.9,48.470314,1.8049374
202404251118_21,48.9,47.70402,1.7901585
202404251118_21,48.9,49.177143,1.8176049
202404251118_21,48.9,50.006767,1.8370693
202404251118_21,48.9,47.89523,1.7927012
202404251118_21,48.9,48.75214,1.8092827
202404251118_21,48.9,48.422012,1.8028202
202404251118_21,48.9,48.987934,1.8138939
202404251118_21,48.9,48.0562,1.7958511
202404251118_21,48.9,48.6289,1.8067735
202404251118_21,48.9,49.22844,1.8187449
202404251118_21,48.9,48.883408,1.811864
202404251118_21,48.9,48.555546,1.8057362
202404251118_21,48.9,51.1972,1.8595266
202404251118_22,52.4,52.43768,1.8813112
202404251118_22,52.4,53.025806,1.8936327
202404251118_22,52.4,52.218334,1.8773158
202404251118_22,52.4,53.00281,1.8931695
202404251118_22,52.4,52.4186,1.8810959
202404251118_22,52.4,53.12669,1.8954319
202404251118_22,52.4,52.503933,1.882734
202404251118_22,52.4,53.05828,1.8942451
202404251118_22,52.4,53.102364,1.8948572
202404251118_22,52.4,53.228165,1.9002098
202404251118_22,52.4,51.92903,1.8704134
202404251118_22,52.4,52.360855,1.8796647
202404251118_22,52.4,52.24907,1.8772082
202404251118_22,52.4,52.477688,1.8823445
202404251118_22,52.4,52.02175,1.8724023
202404251118_22,52.4,52.43375,1.8811406
202404251118_22,52.4,52.623535,1.8849413
202404251118_22,52.4,52.40049,1.8805629
202404251118_22,52.4,52.60499,1.8841674
202404251118_22,52.4,52.08009,1.8763574
202404251118_23,52.9,53.488148,1.9035736
202404251118_23,52.9,53.156967,1.8980362
202404251118_23,52.9,53.391502,1.9018741
202404251118_23,52.9,52.297848,1.8803737
202404251118_23,52.9,53.568123,1.9053892
202404251118_23,52.9,53.326923,1.9012644
202404251118_23,52.9,53.360184,1.9019325
202404251118_23,52.9,52.877647,1.8923318
202404251118_23,52.9,53.364437,1.9041126
202404251118_23,52.9,52.72193,1.8908672
202404251118_23,52.9,52.615013,1.8862699
202404251118_23,52.9,53.169765,1.8982356
202404251118_23,52.9,52.679703,1.8877221
202404251118_23,52.9,53.307903,1.9012408
202404251118_23,52.9,52.681442,1.8876356
202404251118_23,52.9,53.674736,1.9079722
202404251118_23,52.9,53.606632,1.9070799
202404251118_23,52.9,53.278442,1.9006177
202404251118_23,52.9,52.117596,1.8762648
202404251118_23,52.9,52.88848,1.8930703
202404251118_24,50.0,49.446293,1.8228593
202404251118_24,50.0,50.168446,1.8375226
202404251118_24,50.0,49.604702,1.8261324
202404251118_24,50.0,50.574062,1.8460175
202404251118_24,50.0,49.456398,1.8230761
202404251118_24,50.0,50.446217,1.8429079
202404251118_24,50.0,50.615036,1.8460833
202404251118_24,50.0,50.4184,1.8427325
202404251118_24,50.0,51.77485,1.8686622
202404251118_24,50.0,50.82,1.8526804
202404251118_24,50.0,49.41644,1.8231132
202404251118_24,50.0,49.517406,1.8247995
202404251118_24,50.0,49.722874,1.8289807
202404251118_24,50.0,49.97059,1.8335679
202404251118_24,50.0,49.611855,1.8269289
202404251118_24,50.0,49.902733,1.8322202
202404251118_24,50.0,49.98975,1.8337265
202404251118_24,50.0,49.617123,1.8267388
202404251118_24,50.0,51.46315,1.8626982
202404251118_24,50.0,49.9723,1.8352667
202404251118_25,44.7,45.6475,1.7501056
202404251118_25,44.7,45.2936,1.7435461
202404251118_25,44.7,45.795822,1.7532359
202404251118_25,44.7,45.933308,1.7557169
202404251118_25,44.7,45.691135,1.7511336
202404251118_25,44.7,46.40726,1.7649399
202404251118_25,44.7,46.754414,1.7712512
202404251118_25,44.7,45.48474,1.7471355
202404251118_25,44.7,45.032192,1.7421188
202404251118_25,44.7,47.6038,1.7892773
202404251118_25,44.7,44.69546,1.7326186
202404251118_25,44.7,44.5928,1.7310345
202404251118_25,44.7,45.125107,1.7403122
202404251118_25,44.7,44.81487,1.7348789
202404251118_25,44.7,44.835194,1.7350758
202404251118_25,44.7,44.545807,1.7304138
202404251118_25,44.7,45.111843,1.7405968
202404251118_25,44.7,44.444622,1.7282052
202404251118_25,44.7,48.53922,1.805048
202404251118_25,44.7,46.78965,1.7749567
202404251118_26,51.0,50.19888,1.8388951
202404251118_26,51.0,50.796345,1.8497632
202404251118_26,51.0,50.650925,1.8481339
202404251118_26,51.0,50.98318,1.8535382
202404251118_26,51.0,50.37995,1.8426584
202404251118_26,51.0,50.983364,1.8536121
202404251118_26,51.0,50.821846,1.8504945
202404251118_26,51.0,51.058895,1.8550626
202404251118_26,51.0,50.354836,1.8407058
202404251118_26,51.0,51.348175,1.8633586
202404251118_26,51.0,51.107227,1.8558351
202404251118_26,51.0,51.171944,1.8569443
202404251118_26,51.0,51.375683,1.8612947
202404251118_26,51.0,51.191036,1.8572527
202404251118_26,51.0,51.257927,1.8588825
202404251118_26,51.0,50.910484,1.8518116
202404251118_26,51.0,50.503216,1.8435705
202404251118_26,51.0,51.205307,1.8575592
202404251118_26,51.0,51.10372,1.8551832
202404251118_26,51.0,50.742237,1.8507887
202404251118_27,51.7,51.23254,1.8600354
202404251118_27,51.7,51.060753,1.8556045
202404251118_27,51.7,51.32406,1.8621758
202404251118_27,51.7,51.782307,1.8704636
202404251118_27,51.7,51.260284,1.8608056
202404251118_27,51.7,51.30754,1.8607018
202404251118_27,51.7,51.480186,1.8640977
202404251118_27,51.7,51.353073,1.8616222
202404251118_27,51.7,52.21382,1.877827
202404251118_27,51.7,54.49646,1.9292122
202404251118_27,51.7,50.730778,1.8494151
202404251118_27,51.7,52.068466,1.8759775
202404251118_27,51.7,50.97728,1.854114
202404251118_27,51.7,52.541836,1.8856068
202404251118_27,51.7,50.769978,1.8501078
202404251118_27,51.7,52.32131,1.8814565
202404251118_27,51.7,52.758633,1.8901687
202404251118_27,51.7,52.312096,1.8809144
202404251118_27,51.7,51.128937,1.8562493
202404251118_27,51.7,53.396732,1.9047455
202404251118_28,51.4,51.548363,1.86419
202404251118_28,51.4,51.16126,1.855489
202404251118_28,51.4,51.368504,1.8608863
202404251118_28,51.4,51.14728,1.8556207
202404251118_28,51.4,51.39046,1.8610721
202404251118_28,51.4,51.095097,1.8544023
202404251118_28,51.4,52.851982,1.8894249
202404251118_28,51.4,51.172813,1.8558156
202404251118_28,51.4,51.388504,1.8612208
202404251118_28,51.4,51.460014,1.8643477
202404251118_28,51.4,50.698345,1.847082
202404251118_28,51.4,50.930607,1.8518982
202404251118_28,51.4,51.178604,1.8566235
202404251118_28,51.4,51.223755,1.85754
202404251118_28,51.4,50.95138,1.8521303
202404251118_28,51.4,50.912178,1.8513584
202404251118_28,51.4,50.953026,1.8519654
202404251118_28,51.4,50.994442,1.853037
202404251118_28,51.4,52.25391,1.8791279
202404251118_28,51.4,50.446537,1.8435333
202404251118_29,49.7,50.140995,1.83588
202404251118_29,49.7,49.464165,1.8229477
202404251118_29,49.7,50.9554,1.8524796
202404251118_29,49.7,50.179756,1.8373326
202404251118_29,49.7,50.46365,1.8424718
202404251118_29,49.7,50.32823,1.8402629
202404251118_29,49.7,50.09284,1.8353541
202404251118_29,49.7,49.74892,1.8286364
202404251118_29,49.7,50.196045,1.8382645
202404251118_29,49.7,50.69844,1.8488185
202404251118_29,49.7,50.035236,1.8341949
202404251118_29,49.7,48.584084,1.8073899
202404251118_29,49.7,50.560852,1.8445795
202404251118_29,49.7,49.506916,1.8250002
202404251118_29,49.7,50.28471,1.8390057
202404251118_29,49.7,49.675297,1.8284473
202404251118_29,49.7,49.57454,1.8262906
202404251118_29,49.7,48.92868,1.8138818
202404251118_29,49.7,51.279118,1.8593149
202404251118_29,49.7,51.43677,1.8646619
202404251118_3,49.2,48.602966,1.8069673
202404251118_3,49.2,48.58853,1.8068277
202404251118_3,49.2,48.46857,1.8045015
202404251118_3,49.2,48.748466,1.8102654
202404251118_3,49.2,48.396503,1.8030924
202404251118_3,49.2,48.062706,1.7968636
202404251118_3,49.2,49.233974,1.8190545
202404251118_3,49.2,48.522987,1.8057196
202404251118_3,49.2,49.86572,1.830803
202404251118_3,49.2,50.21077,1.8405743
202404251118_3,49.2,48.631004,1.8077085
202404251118_3,49.2,49.47201,1.8236729
202404251118_3,49.2,48.86463,1.8124143
202404251118_3,49.2,49.835957,1.8308582
202404251118_3,49.2,48.64556,1.8080156
202404251118_3,49.2,49.614914,1.8265612
202404251118_3,49.2,49.747875,1.8290942
202404251118_3,49.2,49.60949,1.8263896
202404251118_3,49.2,49.64048,1.8266011
202404251118_3,49.2,51.392918,1.86388
202404251118_30,48.3,50.27582,1.8390942
202404251118_30,48.3,48.792545,1.8104547
202404251118_30,48.3,49.924385,1.8323774
202404251118_30,48.3,48.76826,1.8097285
202404251118_30,48.3,50.13052,1.836239
202404251118_30,48.3,48.80597,1.8105508
202404251118_30,48.3,50.0005,1.8335476
202404251118_30,48.3,48.740543,1.8093
202404251118_30,48.3,50.024876,1.8331485
202404251118_30,48.3,49.444553,1.8241775
202404251118_30,48.3,48.770172,1.8088465
202404251118_30,48.3,49.822227,1.829521
202404251118_30,48.3,48.76052,1.8087571
202404251118_30,48.3,49.754635,1.8280677
202404251118_30,48.3,48.650555,1.8065819
202404251118_30,48.3,50.51541,1.8428912
202404251118_30,48.3,49.816353,1.8293312
202404251118_30,48.3,49.743286,1.827977
202404251118_30,48.3,50.31893,1.8385726
202404251118_30,48.3,51.36837,1.8616519
202404251118_31,52.2,51.259693,1.859126
202404251118_31,52.2,52.071075,1.8761052
202404251118_31,52.2,51.44556,1.8629513
202404251118_31,52.2,52.360733,1.8822672
202404251118_31,52.2,51.39815,1.8619473
202404251118_31,52.2,52.411774,1.8834405
202404251118_31,52.2,52.284294,1.8806413
202404251118_31,52.2,52.23798,1.8795763
202404251118_31,52.2,52.059536,1.8760344
202404251118_31,52.2,52.700478,1.8910892
202404251118_31,52.2,52.65161,1.8871694
202404251118_31,52.2,52.61662,1.8873811
202404251118_31,52.2,53.08467,1.8958799
202404251118_31,52.2,52.518806,1.8851554
202404251118_31,52.2,52.991177,1.8939521
202404251118_31,52.2,52.189957,1.8785473
202404251118_31,52.2,52.59787,1.8863319
202404251118_31,52.2,52.573147,1.8863919
202404251118_31,52.2,52.427383,1.8815969
202404251118_31,52.2,53.473,1.9049258
202404251118_32,50.8,49.9433,1.8316591
202404251118_32,50.8,50.937195,1.8510777
202404251118_32,50.8,49.98119,1.8324349
202404251118_32,50.8,50.67302,1.8459541
202404251118_32,50.8,49.983185,1.8324018
202404251118_32,50.8,50.90609,1.8504606
202404251118_32,50.8,51.018528,1.8530208
202404251118_32,50.8,50.789734,1.8481582
202404251118_32,50.8,49.80888,1.8296267
202404251118_32,50.8,50.526043,1.8457004
202404251118_32,50.8,51.366257,1.8620162
202404251118_32,50.8,50.606457,1.8447855
202404251118_32,50.8,51.65938,1.8670868
202404251118_32,50.8,51.077545,1.8539513
202404251118_32,50.8,51.518005,1.8647777
202404251118_32,50.8,51.009453,1.8527085
202404251118_32,50.8,51.029434,1.8530414
202404251118_32,50.8,50.801308,1.8485147
202404251118_32,50.8,49.849033,1.831093
202404251118_32,50.8,52.26903,1.8809494
202404251118_33,48.4,50.438236,1.8427758
202404251118_33,48.4,51.16137,1.8571342
202404251118_33,48.4,49.92412,1.8327328
202404251118_33,48.4,50.90007,1.8519137
202404251118_33,48.4,50.11648,1.8364953
202404251118_33,48.4,50.897243,1.8518478
202404251118_33,48.4,52.018593,1.8746903
202404251118_33,48.4,51.00029,1.8539615
202404251118_33,48.4,48.85357,1.8112018
202404251118_33,48.4,52.9914,1.896831
202404251118_33,48.4,50.337902,1.8404777
202404251118_33,48.4,52.430042,1.882746
202404251118_33,48.4,50.067562,1.8355453
202404251118_33,48.4,52.26547,1.8796313
