DataKey,true_SPAD,predicted_SPAD,predicted_std_SPAD
202404301146_9,47.7,50.99844,1.8572835
202404301146_90,50.6,50.425106,1.84108
202404301146_90,50.6,51.27343,1.8572843
202404301146_90,50.6,50.885822,1.8502346
202404301146_90,50.6,51.571537,1.8632721
202404301146_90,50.6,50.483356,1.8422267
202404301146_90,50.6,51.37425,1.8593016
202404301146_90,50.6,51.310215,1.8588573
202404301146_90,50.6,51.313034,1.8581023
202404301146_90,50.6,51.621323,1.864556
202404301146_90,50.6,51.491947,1.8635787
202404301146_90,50.6,50.906803,1.8503039
202404301146_90,50.6,51.44796,1.8607279
202404301146_90,50.6,51.322144,1.8586199
202404301146_90,50.6,51.51098,1.8620092
202404301146_90,50.6,51.08606,1.8538263
202404301146_90,50.6,51.55986,1.8630881
202404301146_90,50.6,51.559563,1.8628528
202404301146_90,50.6,51.418488,1.8601822
202404301146_90,50.6,51.51232,1.8619497
202404301146_90,50.6,52.059734,1.8745863
202404301146_91,55.6,52.019257,1.8743019
202404301146_91,55.6,52.57271,1.886047
202404301146_91,55.6,52.38825,1.8816968
202404301146_91,55.6,53.252964,1.9000404
202404301146_91,55.6,52.2256,1.878481
202404301146_91,55.6,53.283356,1.9003243
202404301146_91,55.6,52.465473,1.8839041
202404301146_91,55.6,53.140587,1.8978008
202404301146_91,55.6,51.781536,1.8681476
202404301146_91,55.6,52.918083,1.8947625
202404301146_91,55.6,51.730637,1.8673842
202404301146_91,55.6,50.96967,1.8514582
202404301146_91,55.6,51.553226,1.863614
202404301146_91,55.6,51.24582,1.8569351
202404301146_91,55.6,51.72527,1.867141
202404301146_91,55.6,51.744648,1.8670183
202404301146_91,55.6,51.2892,1.8581088
202404301146_91,55.6,51.021095,1.8524601
202404301146_91,55.6,51.13009,1.8542514
202404301146_91,55.6,50.675655,1.8472942
202404301146_92,53.7,55.1079,1.9361674
202404301146_92,53.7,55.05111,1.9349213
202404301146_92,53.7,55.139744,1.9369044
202404301146_92,53.7,55.02924,1.9342351
202404301146_92,53.7,54.91037,1.9320896
202404301146_92,53.7,54.957626,1.9330131
202404301146_92,53.7,54.812305,1.9302605
202404301146_92,53.7,55.232517,1.9386815
202404301146_92,53.7,54.191242,1.9168663
202404301146_92,53.7,54.047695,1.9160502
202404301146_92,53.7,54.292004,1.9197026
202404301146_92,53.7,53.58871,1.9051405
202404301146_92,53.7,54.817596,1.9308081
202404301146_92,53.7,53.90382,1.9116714
202404301146_92,53.7,54.524742,1.9246504
202404301146_92,53.7,53.756348,1.9087403
202404301146_92,53.7,53.560326,1.9049287
202404301146_92,53.7,53.85776,1.9107326
202404301146_92,53.7,54.01044,1.9140224
202404301146_92,53.7,54.079636,1.917192
202404301146_93,50.5,50.385437,1.8410943
202404301146_93,50.5,51.087135,1.8542404
202404301146_93,50.5,50.860123,1.8504615
202404301146_93,50.5,51.405273,1.8605384
202404301146_93,50.5,50.696346,1.8473226
202404301146_93,50.5,51.386765,1.8607855
202404301146_93,50.5,50.502598,1.8432304
202404301146_93,50.5,51.261402,1.8577746
202404301146_93,50.5,51.75336,1.8678418
202404301146_93,50.5,50.580715,1.8476967
202404301146_93,50.5,51.13962,1.8558346
202404301146_93,50.5,50.317116,1.8387878
202404301146_93,50.5,50.93876,1.8517026
202404301146_93,50.5,50.51133,1.8424617
202404301146_93,50.5,51.055866,1.8540858
202404301146_93,50.5,50.27011,1.8379165
202404301146_93,50.5,50.44465,1.8414648
202404301146_93,50.5,50.322994,1.8388579
202404301146_93,50.5,52.001606,1.87258
202404301146_93,50.5,49.39872,1.8239149
202404301146_94,52.1,53.548588,1.9046663
202404301146_94,52.1,53.70402,1.9075797
202404301146_94,52.1,53.22334,1.8983057
202404301146_94,52.1,53.58552,1.9053084
202404301146_94,52.1,53.444054,1.9027216
202404301146_94,52.1,54.18028,1.9176435
202404301146_94,52.1,53.286716,1.8996042
202404301146_94,52.1,53.576077,1.9050456
202404301146_94,52.1,52.312572,1.878059
202404301146_94,52.1,52.907833,1.8923894
202404301146_94,52.1,51.396008,1.8598969
202404301146_94,52.1,52.226894,1.8764386
202404301146_94,52.1,51.411835,1.8602417
202404301146_94,52.1,51.95787,1.8711835
202404301146_94,52.1,51.329662,1.8586026
202404301146_94,52.1,52.10233,1.8740815
202404301146_94,52.1,51.768932,1.8673447
202404301146_94,52.1,52.02385,1.8724934
202404301146_94,52.1,53.31589,1.8987184
202404301146_94,52.1,50.59592,1.8460245
202404301146_95,55.4,55.021805,1.9345254
202404301146_95,55.4,54.78169,1.9302963
202404301146_95,55.4,55.16133,1.9371798
202404301146_95,55.4,55.26196,1.9399868
202404301146_95,55.4,55.138203,1.9367622
202404301146_95,55.4,54.677284,1.9280746
202404301146_95,55.4,55.108006,1.9374037
202404301146_95,55.4,55.24471,1.9397726
202404301146_95,55.4,53.985603,1.9137874
202404301146_95,55.4,55.131332,1.9388814
202404301146_95,55.4,53.88258,1.9114286
202404301146_95,55.4,54.557846,1.926054
202404301146_95,55.4,53.85862,1.9107758
202404301146_95,55.4,54.608067,1.9264221
202404301146_95,55.4,54.017162,1.9142176
202404301146_95,55.4,54.96227,1.9348512
202404301146_95,55.4,54.936142,1.9338229
202404301146_95,55.4,54.620296,1.9270176
202404301146_95,55.4,54.610394,1.9259282
202404301146_95,55.4,54.537933,1.9259202
202404301146_96,46.6,48.205948,1.797631
202404301146_96,46.6,46.70842,1.7695274
202404301146_96,46.6,47.843975,1.7908691
202404301146_96,46.6,46.302143,1.7620491
202404301146_96,46.6,48.074253,1.7952724
202404301146_96,46.6,46.735752,1.7700046
202404301146_96,46.6,46.53555,1.7673734
202404301146_96,46.6,46.50899,1.7658385
202404301146_96,46.6,48.030113,1.7952998
202404301146_96,46.6,46.745506,1.7729605
202404301146_96,46.6,46.22474,1.7607231
202404301146_96,46.6,45.679695,1.7499925
202404301146_96,46.6,46.125046,1.7589837
202404301146_96,46.6,45.737392,1.7511973
202404301146_96,46.6,46.109673,1.7587068
202404301146_96,46.6,45.512657,1.7471173
202404301146_96,46.6,45.67667,1.750537
202404301146_96,46.6,45.65631,1.7496748
202404301146_96,46.6,48.220623,1.7987069
202404301146_96,46.6,46.948776,1.776622
202404301146_97,55.0,53.597744,1.9079454
202404301146_97,55.0,55.740032,1.9513971
202404301146_97,55.0,53.653904,1.9090254
202404301146_97,55.0,55.75763,1.9515383
202404301146_97,55.0,53.88127,1.9136345
202404301146_97,55.0,55.973495,1.956334
202404301146_97,55.0,55.79453,1.9528459
202404301146_97,55.0,55.864616,1.9538138
202404301146_97,55.0,53.468437,1.9042615
202404301146_97,55.0,54.881134,1.9363796
202404301146_97,55.0,55.541428,1.9469296
202404301146_97,55.0,54.771988,1.9301604
202404301146_97,55.0,55.60242,1.9482757
202404301146_97,55.0,55.455826,1.9440839
202404301146_97,55.0,55.58797,1.9478471
202404301146_97,55.0,54.91569,1.9326845
202404301146_97,55.0,55.326183,1.9422818
202404301146_97,55.0,55.250305,1.939951
202404301146_97,55.0,53.846336,1.9121163
202404301146_97,55.0,53.531357,1.9074593
202404301146_99,51.6,49.4512,1.8226117
202404301146_99,51.6,51.822628,1.8706831
202404301146_99,51.6,49.927258,1.8323715
202404301146_99,51.6,52.05186,1.8753722
202404301146_99,51.6,49.490307,1.8235036
202404301146_99,51.6,52.060406,1.875412
202404301146_99,51.6,52.199345,1.8779231
202404301146_99,51.6,51.89046,1.8720798
202404301146_99,51.6,51.758404,1.8695564
202404301146_99,51.6,52.41444,1.8845527
202404301146_99,51.6,50.10911,1.8360909
202404301146_99,51.6,49.503784,1.824437
202404301146_99,51.6,50.196255,1.837976
202404301146_99,51.6,49.759403,1.829778
202404301146_99,51.6,50.255886,1.8390619
202404301146_99,51.6,49.357407,1.82164
202404301146_99,51.6,49.969208,1.8337582
202404301146_99,51.6,49.49718,1.8245145
202404301146_99,51.6,51.85715,1.8724676
202404301146_99,51.6,50.369713,1.8439093
202405071327_1,60.4,58.936142,2.0215008
202405071327_1,60.4,58.29306,2.0068512
202405071327_1,60.4,59.460636,2.0325737
202405071327_1,60.4,59.03744,2.023503
202405071327_1,60.4,59.252487,2.0281537
202405071327_1,60.4,58.67549,2.0162454
202405071327_1,60.4,57.696247,1.9937574
202405071327_1,60.4,58.713654,2.0161948
202405071327_1,60.4,59.07771,2.025755
202405071327_1,60.4,59.489555,2.0360088
202405071327_1,60.4,58.599854,2.013866
202405071327_1,60.4,59.45912,2.032709
202405071327_1,60.4,58.724754,2.0167773
202405071327_1,60.4,59.734505,2.0388138
202405071327_1,60.4,58.721806,2.016648
202405071327_1,60.4,59.63703,2.0365973
202405071327_1,60.4,59.661716,2.0373964
202405071327_1,60.4,59.609528,2.0360403
202405071327_1,60.4,58.11742,2.0027745
202405071327_1,60.4,58.40427,2.0111327
202405071327_10,52.5,51.936726,1.8739228
202405071327_10,52.5,51.457542,1.8654791
202405071327_10,52.5,51.878166,1.8728507
202405071327_10,52.5,51.244095,1.8621702
202405071327_10,52.5,51.93177,1.8738694
202405071327_10,52.5,51.88102,1.8746419
202405071327_10,52.5,52.174232,1.8805392
202405071327_10,52.5,51.357258,1.8639601
202405071327_10,52.5,51.28533,1.8615338
202405071327_10,52.5,53.110115,1.900003
202405071327_10,52.5,53.296154,1.9016075
202405071327_10,52.5,52.01167,1.8747554
202405071327_10,52.5,53.610462,1.9084823
202405071327_10,52.5,52.757217,1.890217
202405071327_10,52.5,53.43314,1.9045914
202405071327_10,52.5,52.58086,1.8864069
202405071327_10,52.5,54.134804,1.9184581
202405071327_10,52.5,52.333706,1.8813426
202405071327_10,52.5,53.524265,1.9084185
202405071327_10,52.5,51.567326,1.86914
202405071327_102,52.7,53.0678,1.8963813
202405071327_102,52.7,53.00226,1.8960549
202405071327_102,52.7,53.73988,1.9107677
202405071327_102,52.7,53.5062,1.9064995
202405071327_102,52.7,53.305138,1.9014187
202405071327_102,52.7,52.888683,1.8938726
202405071327_102,52.7,54.206764,1.9202857
202405071327_102,52.7,53.19238,1.8999926
202405071327_102,52.7,53.130917,1.8980662
202405071327_102,52.7,52.18048,1.8796347
202405071327_102,52.7,54.143406,1.9204909
202405071327_102,52.7,53.962868,1.9169906
202405071327_102,52.7,54.075825,1.9197071
202405071327_102,52.7,54.165302,1.921102
202405071327_102,52.7,54.1079,1.9201195
202405071327_102,52.7,54.18682,1.9214633
202405071327_102,52.7,54.122215,1.9203699
202405071327_102,52.7,53.983253,1.917468
202405071327_102,52.7,53.82586,1.9135095
202405071327_102,52.7,52.367207,1.8848062
202405071327_105,51.8,51.59756,1.8671768
202405071327_105,51.8,52.35857,1.8824542
202405071327_105,51.8,51.957924,1.8744152
202405071327_105,51.8,52.676704,1.8886855
202405071327_105,51.8,51.712475,1.8695418
202405071327_105,51.8,51.575718,1.8670483
202405071327_105,51.8,53.746502,1.9101307
202405071327_105,51.8,52.44633,1.8841786
202405071327_105,51.8,53.371414,1.9036666
202405071327_105,51.8,52.217216,1.8805643
202405071327_105,51.8,51.35016,1.8625733
202405071327_105,51.8,52.68815,1.8895088
202405071327_105,51.8,51.49517,1.865201
202405071327_105,51.8,52.602818,1.8878323
202405071327_105,51.8,51.462944,1.8647201
202405071327_105,51.8,52.311584,1.8819957
202405071327_105,51.8,53.01354,1.8963783
202405071327_105,51.8,52.61383,1.8880372
202405071327_105,51.8,54.278683,1.9223155
202405071327_105,51.8,52.43517,1.8852075
202405071327_108,54.7,52.956608,1.8937888
202405071327_108,54.7,54.217762,1.919768
202405071327_108,54.7,53.063194,1.8960191
202405071327_108,54.7,54.47468,1.9249898
202405071327_108,54.7,53.062115,1.896054
202405071327_108,54.7,54.6793,1.9292947
202405071327_108,54.7,55.27802,1.9416859
202405071327_108,54.7,54.27625,1.9209408
202405071327_108,54.7,53.713554,1.9098178
202405071327_108,54.7,53.76012,1.9112282
202405071327_108,54.7,54.180412,1.9209331
202405071327_108,54.7,53.56222,1.9074355
202405071327_108,54.7,54.281147,1.9224955
202405071327_108,54.7,53.660923,1.9092464
202405071327_108,54.7,54.126247,1.9197022
202405071327_108,54.7,53.86929,1.913683
202405071327_108,54.7,53.76993,1.9109057
202405071327_108,54.7,53.64675,1.9090781
202405071327_108,54.7,54.601498,1.9291261
202405071327_108,54.7,54.090397,1.9189652
202405071327_11,57.6,57.490814,1.989092
202405071327_11,57.6,57.283157,1.9851995
202405071327_11,57.6,58.03227,2.0010414
202405071327_11,57.6,57.660233,1.9935898
202405071327_11,57.6,57.891407,1.9978955
202405071327_11,57.6,57.90338,1.9982982
202405071327_11,57.6,58.060757,2.0029662
202405071327_11,57.6,57.58454,1.9917555
202405071327_11,57.6,57.66494,1.9932423
202405071327_11,57.6,57.540604,1.9932766
202405071327_11,57.6,57.49301,1.9899808
202405071327_11,57.6,57.757446,1.996822
202405071327_11,57.6,57.42763,1.988496
202405071327_11,57.6,58.161003,2.0055058
202405071327_11,57.6,57.505875,1.9901769
202405071327_11,57.6,58.235428,2.0068116
202405071327_11,57.6,56.62756,1.9730875
202405071327_11,57.6,58.06485,2.0035253
202405071327_11,57.6,56.96034,1.9788677
202405071327_11,57.6,57.966984,2.0026083
202405071327_111,53.4,52.272682,1.8799955
202405071327_111,53.4,52.40895,1.8840672
202405071327_111,53.4,52.40099,1.8825821
202405071327_111,53.4,53.13955,1.8987176
202405071327_111,53.4,52.285286,1.8803123
202405071327_111,53.4,53.03365,1.8966146
202405071327_111,53.4,53.81018,1.9116497
202405071327_111,53.4,52.76738,1.8913227
202405071327_111,53.4,52.556843,1.8861803
202405071327_111,53.4,53.343163,1.9031357
202405071327_111,53.4,52.931858,1.8935121
202405071327_111,53.4,54.341423,1.9236383
202405071327_111,53.4,53.280643,1.9004265
202405071327_111,53.4,54.080166,1.9177315
202405071327_111,53.4,53.06751,1.8962044
202405071327_111,53.4,54.105595,1.918623
202405071327_111,53.4,55.062492,1.9387556
202405071327_111,53.4,54.25433,1.9215873
202405071327_111,53.4,52.930336,1.8944834
202405071327_111,53.4,53.282295,1.9016759
202405071327_114,54.3,54.91965,1.9351145
202405071327_114,54.3,55.228134,1.9416275
202405071327_114,54.3,54.660686,1.929647
202405071327_114,54.3,55.089756,1.9389521
202405071327_114,54.3,54.91114,1.9350314
202405071327_114,54.3,54.35229,1.9239453
202405071327_114,54.3,55.33747,1.9434575
202405071327_114,54.3,55.150215,1.9400204
202405071327_114,54.3,54.795223,1.9333042
202405071327_114,54.3,53.68877,1.9112588
202405071327_114,54.3,53.882538,1.9133425
202405071327_114,54.3,54.648003,1.9303991
202405071327_114,54.3,53.637386,1.9084201
202405071327_114,54.3,54.176388,1.9204469
202405071327_114,54.3,53.825172,1.9122043
202405071327_114,54.3,53.87775,1.9142978
202405071327_114,54.3,54.492313,1.9265566
202405071327_114,54.3,54.56751,1.9286972
202405071327_114,54.3,55.15539,1.9404778
202405071327_114,54.3,52.822475,1.892076
202405071327_12,50.5,52.512764,1.8852826
202405071327_12,50.5,52.852524,1.8929396
202405071327_12,50.5,52.441074,1.8839611
202405071327_12,50.5,52.55122,1.8870354
202405071327_12,50.5,52.667236,1.8884908
202405071327_12,50.5,52.3905,1.8834078
202405071327_12,50.5,53.65002,1.9093742
202405071327_12,50.5,52.803074,1.8920082
202405071327_12,50.5,52.270428,1.8809507
202405071327_12,50.5,52.002678,1.8770069
202405071327_12,50.5,52.905346,1.8942549
202405071327_12,50.5,52.8081,1.8918883
202405071327_12,50.5,53.376537,1.9042794
202405071327_12,50.5,52.851517,1.8933183
202405071327_12,50.5,53.047577,1.8973268
202405071327_12,50.5,52.778816,1.8912559
202405071327_12,50.5,53.59338,1.9086237
202405071327_12,50.5,52.699852,1.8899257
202405071327_12,50.5,52.44197,1.884055
202405071327_12,50.5,53.28311,1.9025257
202405071327_13,54.4,55.944847,1.9581435
202405071327_13,54.4,55.961052,1.957815
202405071327_13,54.4,55.942806,1.9584942
202405071327_13,54.4,55.47367,1.9477794
202405071327_13,54.4,55.93116,1.9579602
202405071327_13,54.4,56.247246,1.9641542
202405071327_13,54.4,55.781403,1.9537773
202405071327_13,54.4,55.749226,1.9535109
202405071327_13,54.4,57.35192,1.9885553
202405071327_13,54.4,55.7958,1.9556577
202405071327_13,54.4,55.516136,1.948289
202405071327_13,54.4,53.455105,1.9053849
202405071327_13,54.4,55.408478,1.9462299
202405071327_13,54.4,54.190792,1.920889
202405071327_13,54.4,55.518032,1.9484514
202405071327_13,54.4,53.86017,1.9137685
202405071327_13,54.4,55.593853,1.9505914
202405071327_13,54.4,53.861336,1.9141142
202405071327_13,54.4,55.477707,1.9479601
202405071327_13,54.4,55.56082,1.949945
202405071327_14,50.9,51.33797,1.8628676
202405071327_14,50.9,53.031578,1.8964347
202405071327_14,50.9,52.08788,1.8780676
202405071327_14,50.9,53.21324,1.900397
202405071327_14,50.9,51.69739,1.8700496
202405071327_14,50.9,52.79054,1.8920609
202405071327_14,50.9,53.84816,1.9128877
202405071327_14,50.9,53.1039,1.8979425
202405071327_14,50.9,53.38578,1.903931
202405071327_14,50.9,54.233376,1.9221946
202405071327_14,50.9,52.136036,1.8788111
202405071327_14,50.9,52.377068,1.8829983
202405071327_14,50.9,52.754486,1.891604
202405071327_14,50.9,52.607365,1.8879063
202405071327_14,50.9,52.39797,1.8842311
202405071327_14,50.9,52.775124,1.8912368
202405071327_14,50.9,53.03021,1.8962065
202405071327_14,50.9,52.510643,1.8857644
202405071327_14,50.9,53.527695,1.907208
202405071327_14,50.9,53.238678,1.9023916
202405071327_15,57.3,56.098034,1.9598722
202405071327_15,57.3,57.736763,1.9953123
202405071327_15,57.3,57.317116,1.9859973
202405071327_15,57.3,57.892647,1.9989514
202405071327_15,57.3,56.782883,1.974505
202405071327_15,57.3,56.558228,1.9707518
202405071327_15,57.3,57.604824,1.9925838
202405071327_15,57.3,58.03563,2.001858
202405071327_15,57.3,57.773148,1.9954531
202405071327_15,57.3,55.75505,1.9546033
202405071327_15,57.3,56.754963,1.9733785
202405071327_15,57.3,56.420334,1.9670867
202405071327_15,57.3,56.850796,1.9755259
202405071327_15,57.3,56.49792,1.9688847
202405071327_15,57.3,56.85313,1.9755388
202405071327_15,57.3,57.136814,1.982603
202405071327_15,57.3,56.05286,1.9588362
202405071327_15,57.3,56.412285,1.96699
202405071327_15,57.3,55.312347,1.944543
202405071327_15,57.3,57.389214,1.9882708
202405071327_16,47.0,53.37265,1.9033688
202405071327_16,47.0,54.4617,1.9266752
202405071327_16,47.0,54.007317,1.9168823
202405071327_16,47.0,54.83276,1.9344417
202405071327_16,47.0,53.868305,1.9137485
202405071327_16,47.0,54.15552,1.9204397
202405071327_16,47.0,55.59841,1.9508878
202405071327_16,47.0,54.727684,1.9322932
202405071327_16,47.0,54.557667,1.9279244
202405071327_16,47.0,56.201927,1.9633664
202405071327_16,47.0,52.967003,1.894668
202405071327_16,47.0,53.397705,1.9038433
202405071327_16,47.0,53.635433,1.9086192
202405071327_16,47.0,53.92463,1.9148862
202405071327_16,47.0,53.14016,1.898353
202405071327_16,47.0,53.027805,1.8963155
202405071327_16,47.0,54.186665,1.9205832
202405071327_16,47.0,53.596973,1.9080672
202405071327_16,47.0,55.133316,1.9409038
202405071327_16,47.0,55.609627,1.950666
202405071327_17,53.4,52.837597,1.8937395
202405071327_17,53.4,52.76668,1.891817
202405071327_17,53.4,53.13968,1.9007828
202405071327_17,53.4,52.78377,1.892615
202405071327_17,53.4,53.081547,1.8991841
202405071327_17,53.4,53.445454,1.906141
202405071327_17,53.4,53.814426,1.9137915
202405071327_17,53.4,52.822803,1.8930621
202405071327_17,53.4,53.958187,1.9162395
202405071327_17,53.4,54.9417,1.9385897
202405071327_17,53.4,54.396812,1.9267445
202405071327_17,53.4,54.63884,1.9307129
202405071327_17,53.4,55.11704,1.942322
202405071327_17,53.4,54.890915,1.9365118
202405071327_17,53.4,54.701675,1.9333272
202405071327_17,53.4,54.576656,1.9296868
202405071327_17,53.4,54.25109,1.9229467
202405071327_17,53.4,54.91683,1.9368997
202405071327_17,53.4,55.33672,1.9453646
202405071327_17,53.4,54.30365,1.925318
202405071327_18,54.5,55.899075,1.9553977
202405071327_18,54.5,57.577026,1.9913166
202405071327_18,54.5,55.829987,1.9541053
202405071327_18,54.5,57.34496,1.9867166
202405071327_18,54.5,55.902733,1.9555919
202405071327_18,54.5,58.169067,2.004248
202405071327_18,54.5,56.632854,1.9715691
202405071327_18,54.5,57.552677,1.9910222
202405071327_18,54.5,56.77867,1.9732778
202405071327_18,54.5,57.653416,1.9943116
202405071327_18,54.5,56.44455,1.967608
202405071327_18,54.5,57.138943,1.9823568
202405071327_18,54.5,56.74564,1.9739692
202405071327_18,54.5,57.34969,1.9869196
202405071327_18,54.5,56.512947,1.9690475
202405071327_18,54.5,57.204155,1.9839569
202405071327_18,54.5,57.727016,1.9951025
202405071327_18,54.5,57.29081,1.9856936
202405071327_18,54.5,57.06669,1.9797921
202405071327_18,54.5,55.239017,1.9423817
202405071327_19,53.5,57.050068,1.9803594
202405071327_19,53.5,54.64173,1.9292994
202405071327_19,53.5,57.4257,1.9886178
202405071327_19,53.5,55.39559,1.9454702
202405071327_19,53.5,57.274185,1.9851646
202405071327_19,53.5,55.117584,1.9392735
202405071327_19,53.5,55.678864,1.9506696
202405071327_19,53.5,55.059143,1.9381876
202405071327_19,53.5,56.724594,1.9726609
202405071327_19,53.5,55.188087,1.9421986
202405071327_19,53.5,56.39762,1.9659728
202405071327_19,53.5,55.90969,1.9553473
202405071327_19,53.5,57.04223,1.9798841
202405071327_19,53.5,56.1061,1.9598998
202405071327_19,53.5,56.805325,1.974736
202405071327_19,53.5,56.265835,1.9629797
202405071327_19,53.5,56.464638,1.9674234
202405071327_19,53.5,55.907894,1.9555112
202405071327_19,53.5,57.775764,1.9953516
202405071327_19,53.5,55.549763,1.9488752
202405071327_2,58.2,59.129414,2.0255811
202405071327_2,58.2,58.327393,2.008183
202405071327_2,58.2,58.663006,2.015079
202405071327_2,58.2,58.37878,2.0093603
202405071327_2,58.2,59.167526,2.0263186
202405071327_2,58.2,58.607445,2.014515
202405071327_2,58.2,57.625736,1.9923345
202405071327_2,58.2,58.507744,2.0121064
202405071327_2,58.2,58.60652,2.014436
202405071327_2,58.2,58.71191,2.01797
202405071327_2,58.2,59.43049,2.0318797
202405071327_2,58.2,58.3047,2.0071206
202405071327_2,58.2,59.249886,2.0281732
202405071327_2,58.2,58.31327,2.0077257
202405071327_2,58.2,59.47465,2.0328987
202405071327_2,58.2,58.542156,2.0122788
202405071327_2,58.2,58.132523,2.0034575
202405071327_2,58.2,58.439,2.0101414
202405071327_2,58.2,57.013237,1.9796183
202405071327_2,58.2,58.418602,2.0106618
202405071327_20,53.7,53.352283,1.9020494
202405071327_20,53.7,53.98336,1.914764
202405071327_20,53.7,53.82795,1.9117041
202405071327_20,53.7,54.47221,1.9248521
202405071327_20,53.7,53.554592,1.9062525
202405071327_20,53.7,54.30532,1.9213341
202405071327_20,53.7,53.5901,1.907432
202405071327_20,53.7,54.16628,1.9185648
202405071327_20,53.7,55.339035,1.9429641
202405071327_20,53.7,54.686604,1.9315523
202405071327_20,53.7,55.51691,1.9475135
202405071327_20,53.7,54.98171,1.9364856
202405071327_20,53.7,55.616234,1.9497763
202405071327_20,53.7,54.89556,1.9348092
202405071327_20,53.7,55.590286,1.9491509
202405071327_20,53.7,54.539505,1.9273335
202405071327_20,53.7,54.837856,1.9330822
202405071327_20,53.7,55.039326,1.9377248
202405071327_20,53.7,55.097294,1.938271
202405071327_20,53.7,54.97173,1.9382181
202405071327_21,52.2,53.75618,1.9115565
202405071327_21,52.2,54.56274,1.9282651
202405071327_21,52.2,53.65677,1.910115
202405071327_21,52.2,54.08702,1.9191283
202405071327_21,52.2,53.86648,1.9141866
202405071327_21,52.2,53.882595,1.9144309
202405071327_21,52.2,51.75178,1.8706465
202405071327_21,52.2,54.329666,1.9237279
202405071327_21,52.2,54.713882,1.9315513
202405071327_21,52.2,52.841743,1.8941282
202405071327_21,52.2,53.59188,1.9075267
202405071327_21,52.2,53.275726,1.9018459
202405071327_21,52.2,53.46949,1.9053844
202405071327_21,52.2,53.43063,1.9051987
202405071327_21,52.2,53.596188,1.9078299
202405071327_21,52.2,54.181118,1.9205638
202405071327_21,52.2,53.730198,1.9118884
202405071327_21,52.2,53.354527,1.9035586
202405071327_21,52.2,53.21494,1.900204
202405071327_21,52.2,54.204304,1.9215673
202405071327_22,59.8,58.844116,2.019035
202405071327_22,59.8,59.049183,2.024451
202405071327_22,59.8,59.271305,2.0286028
202405071327_22,59.8,59.775974,2.0406544
202405071327_22,59.8,59.30364,2.0290725
202405071327_22,59.8,59.64521,2.036971
202405071327_22,59.8,58.841442,2.0207326
202405071327_22,59.8,59.627712,2.0373318
202405071327_22,59.8,57.694176,1.9933845
202405071327_22,59.8,59.190956,2.028354
202405071327_22,59.8,58.235027,2.0060482
202405071327_22,59.8,59.356102,2.0309327
202405071327_22,59.8,58.393745,2.009431
202405071327_22,59.8,59.680805,2.038354
202405071327_22,59.8,58.43934,2.010493
202405071327_22,59.8,59.186443,2.0273535
202405071327_22,59.8,58.821934,2.0192306
202405071327_22,59.8,59.610786,2.0364888
202405071327_22,59.8,56.84125,1.9769452
202405071327_22,59.8,58.351852,2.0095475
202405071327_23,50.3,51.96507,1.8747147
202405071327_23,50.3,50.735115,1.8515522
202405071327_23,50.3,51.99138,1.8756537
202405071327_23,50.3,51.465458,1.8660833
202405071327_23,50.3,51.99057,1.8753837
202405071327_23,50.3,50.489136,1.8471912
202405071327_23,50.3,52.92536,1.8947548
202405071327_23,50.3,50.926723,1.8555167
202405071327_23,50.3,56.15881,1.9609572
202405071327_23,50.3,52.81731,1.8940867
202405071327_23,50.3,50.971996,1.8549275
202405071327_23,50.3,50.905598,1.8535707
202405071327_23,50.3,51.648567,1.8687799
202405071327_23,50.3,51.595764,1.867594
202405071327_23,50.3,51.20183,1.8596882
202405071327_23,50.3,51.602005,1.8673364
202405071327_23,50.3,51.282467,1.8612326
202405071327_23,50.3,51.218353,1.8599694
202405071327_23,50.3,54.396133,1.9236158
202405071327_23,50.3,51.84009,1.8724475
202405071327_24,54.8,55.36765,1.9450452
202405071327_24,54.8,54.929253,1.9379836
202405071327_24,54.8,55.24575,1.9428521
202405071327_24,54.8,55.877277,1.957592
202405071327_24,54.8,55.63511,1.9508412
202405071327_24,54.8,54.319477,1.9244783
202405071327_24,54.8,54.058918,1.9177331
202405071327_24,54.8,55.415268,1.9479845
202405071327_24,54.8,56.796215,1.9756515
202405071327_24,54.8,54.360413,1.9259757
202405071327_24,54.8,55.13962,1.9406219
202405071327_24,54.8,55.321484,1.9444588
202405071327_24,54.8,55.73116,1.9526991
202405071327_24,54.8,55.993866,1.9583852
202405071327_24,54.8,55.464603,1.9474089
202405071327_24,54.8,55.65551,1.9508601
202405071327_24,54.8,56.59251,1.9710469
202405071327_24,54.8,55.553165,1.949221
202405071327_24,54.8,55.20875,1.9408348
202405071327_24,54.8,54.708797,1.9331805
202405071327_25,52.6,52.26837,1.880292
202405071327_25,52.6,54.104618,1.9191852
202405071327_25,52.6,52.888496,1.8932914
202405071327_25,52.6,55.02698,1.9389037
202405071327_25,52.6,52.50933,1.8854107
202405071327_25,52.6,55.698483,1.9522456
202405071327_25,52.6,54.029472,1.9172088
202405071327_25,52.6,54.523926,1.9281414
202405071327_25,52.6,54.47188,1.9251661
202405071327_25,52.6,51.889572,1.8750913
202405071327_25,52.6,52.692337,1.8904922
202405071327_25,52.6,51.47152,1.8663895
202405071327_25,52.6,53.29987,1.9030378
202405071327_25,52.6,52.563084,1.889165
202405071327_25,52.6,53.143555,1.8998661
202405071327_25,52.6,51.848892,1.8741322
202405071327_25,52.6,53.428852,1.9060582
